year,region_moran,basin_moran
2010,0.8990678878446366,0.8883335433673744
2020,0.8941818586037505,0.8824084210754872
2030,0.8890577259488934,0.8706414317089388
2040,0.8855110269785187,0.8656877823510694
2050,0.8841002317292351,0.8604708564979858
2060,0.8799007525828302,0.8542603591568749
2070,0.8752052752593782,0.8484829941078921
2080,0.869503930382573,0.8453863167269985
2090,0.8612402571289839,0.8420941881639811
2100,0.8533166939546418,0.8371451001609954
