basin,country,year,Value
SCAM,CRI,2040,659.3195103781317
SCAM,CRI,2045,680.2473497161113
SCAM,CRI,2050,695.3191260959406
SCAM,CRI,2060,730.6824916285292
SCAM,CRI,2070,758.3381090642921
SCAM,CRI,2080,772.7163215928199
SCAM,CRI,2090,789.9292536998298
SCAM,CRI,2100,805.6625257853086
MSEC,CYP,2005,104.64074125609109
MSEC,CYP,2010,74.3310093060509
MSEC,CYP,2015,78.09085879871063
MSEC,CYP,2020,73.92288154898544
MSEC,CYP,2025,72.54614990498582
MSEC,CYP,2030,70.92287310916602
MSEC,CYP,2035,70.81726793334792
MSEC,CYP,2040,71.48191143526309
MSEC,CYP,2045,72.90614326063016
MSEC,CYP,2050,74.64143566761621
MSEC,CYP,2060,78.4786234267529
MSEC,CYP,2070,81.77467233495068
MSEC,CYP,2080,84.43141191630968
MSEC,CYP,2090,85.40954635539146
MSEC,CYP,2100,85.07948945399993
DANU,CZE,2005,1051.685467423015
DANU,CZE,2010,983.3904519056689
DANU,CZE,2015,965.4020142905077
DANU,CZE,2020,963.5805044189381
DANU,CZE,2025,987.2581780980772
DANU,CZE,2030,999.8542376679985
DANU,CZE,2035,1024.0477330956267
DANU,CZE,2040,1049.3636603807465
DANU,CZE,2045,1078.0628963808272
DANU,CZE,2050,1106.6306732523722
DANU,CZE,2060,1138.304741685925
DANU,CZE,2070,1136.6877876361586
DANU,CZE,2080,1145.3339447319488
DANU,CZE,2090,1158.4872155944802
DANU,CZE,2100,1173.8090800892917
ELBE,CZE,2005,2145.6546294751597
ELBE,CZE,2010,2021.2661289497617
ELBE,CZE,2015,1989.2504823510908
ELBE,CZE,2020,1983.917901105492
ELBE,CZE,2025,2037.674303146887
ELBE,CZE,2030,2073.2916692801978
ELBE,CZE,2035,2135.1541293330333
ELBE,CZE,2040,2203.2641008765418
ELBE,CZE,2045,2281.3023028284715
ELBE,CZE,2050,2359.341533063847
ELBE,CZE,2060,2457.5200498544
ELBE,CZE,2070,2467.770797337591
ELBE,CZE,2080,2496.2616566974193
ELBE,CZE,2090,2535.04362979414
ELBE,CZE,2100,2574.3906706857133
ODER,CZE,2005,223.2696294577024
ODER,CZE,2010,207.9342748398053
ODER,CZE,2015,205.19703108601468
ODER,CZE,2020,203.75610041986553
ODER,CZE,2025,210.84513530151446
ODER,CZE,2030,216.58394643779178
ODER,CZE,2035,224.55374283528374
ODER,CZE,2040,232.0981387846011
ODER,CZE,2045,239.675684256553
ODER,CZE,2050,246.91414482567794
ODER,CZE,2060,257.8383107078098
ODER,CZE,2070,259.4150275435879
ODER,CZE,2080,262.0062577229065
ODER,CZE,2090,265.3983556529841
ODER,CZE,2100,269.1053270655615
DANU,DEU,2005,1459.2367585022814
DANU,DEU,2010,1523.4605163894355
DANU,DEU,2015,1530.7416083727078
DANU,DEU,2020,1488.9857798219755
DANU,DEU,2025,1519.8740682750456
DANU,DEU,2030,1496.6515871107604
DANU,DEU,2035,1477.8852661867788
DANU,DEU,2040,1479.7426060963198
DANU,DEU,2045,1517.6059872811445
DANU,DEU,2050,1559.8034078893654
DANU,DEU,2060,1624.9617861071047
DANU,DEU,2070,1639.8554402747523
DANU,DEU,2080,1607.2168382357684
DANU,DEU,2090,1510.3917763508798
DANU,DEU,2100,1396.9590154112664
DGCO,DEU,2005,1131.8111142321259
DGCO,DEU,2010,1203.3972710622918
DGCO,DEU,2015,1153.654154390317
DGCO,DEU,2020,1124.5818055713373
DGCO,DEU,2025,1137.045833877694
DGCO,DEU,2030,1132.6060625720602
DGCO,DEU,2035,1139.7543670134385
DGCO,DEU,2040,1170.251057398258
DGCO,DEU,2045,1226.1652817283905
DGCO,DEU,2050,1279.5234396849721
DGCO,DEU,2060,1362.9771203380647
DGCO,DEU,2070,1375.2093542941013
DGCO,DEU,2080,1353.304443255022
DGCO,DEU,2090,1296.8621699599191
DGCO,DEU,2100,1226.730892728418
ELBE,DEU,2005,3167.266796984821
ELBE,DEU,2010,3318.4569542494633
ELBE,DEU,2015,3302.2658434620507
ELBE,DEU,2020,3217.3276201423027
ELBE,DEU,2025,3290.7394367104034
ELBE,DEU,2030,3227.098518570158
ELBE,DEU,2035,3203.763068167508
ELBE,DEU,2040,3247.2273766788535
ELBE,DEU,2045,3381.4854628631856
ELBE,DEU,2050,3532.377398058462
ELBE,DEU,2060,3799.57365115827
ELBE,DEU,2070,3883.948208561842
ELBE,DEU,2080,3845.202938342495
ELBE,DEU,2090,3660.1476001775404
ELBE,DEU,2100,3429.3000061478874
EWES,DEU,2005,2240.480762231882
EWES,DEU,2010,2315.8732006656082
EWES,DEU,2015,2317.513141845255
EWES,DEU,2020,2258.3356310707227
EWES,DEU,2025,2308.1268081980475
EWES,DEU,2030,2277.6066570098496
EWES,DEU,2035,2266.114167189452
EWES,DEU,2040,2303.2575867206456
EWES,DEU,2045,2408.545943199065
EWES,DEU,2050,2527.5296691027743
EWES,DEU,2060,2725.5978586337997
EWES,DEU,2070,2839.210827586047
EWES,DEU,2080,2876.5024416673427
EWES,DEU,2090,2790.590295732385
EWES,DEU,2100,2654.085871500487
RHIN,DEU,2005,3023.9852185077934
RHIN,DEU,2010,3134.359653217023
RHIN,DEU,2015,3140.684343220467
RHIN,DEU,2020,3057.060622693003
RHIN,DEU,2025,3125.2765913284557
RHIN,DEU,2030,3093.472266835448
RHIN,DEU,2035,3073.7349539330867
RHIN,DEU,2040,3100.1502472576854
RHIN,DEU,2045,3208.1923115003415
RHIN,DEU,2050,3337.3406732931444
RHIN,DEU,2060,3562.036878851592
RHIN,DEU,2070,3664.271482693313
RHIN,DEU,2080,3612.099596775656
RHIN,DEU,2090,3387.727336953962
RHIN,DEU,2100,3127.4683145771155
ARGA,DJI,2005,1.1861354230655912
ARGA,DJI,2010,1.590214242625581
ARGA,DJI,2015,1.9767569742107516
ARGA,DJI,2020,1.7797697004497681
ARGA,DJI,2025,1.6485690155524626
ARGA,DJI,2030,1.4786944816587173
ARGA,DJI,2035,1.4017484512110006
ARGA,DJI,2040,1.3468768057552298
ARGA,DJI,2045,1.3729294627989697
ARGA,DJI,2050,1.4635260355765363
ARGA,DJI,2060,1.8586330618219613
ARGA,DJI,2070,2.413719578261197
ARGA,DJI,2080,3.0321581571394196
ARGA,DJI,2090,3.0738138088017335
ARGA,DJI,2100,2.6259535902828617
RIFT,DJI,2005,0.02065844170228048
RIFT,DJI,2010,0.029295608759336917
RIFT,DJI,2015,0.0023739699221598494
RIFT,DJI,2020,0.0019625126230359093
RIFT,DJI,2025,0.0018080322976385065
RIFT,DJI,2030,0.0017968052579751923
RIFT,DJI,2035,0.0018822136541775674
RIFT,DJI,2040,0.0020577265745943046
RIFT,DJI,2045,0.0023408528330511923
RIFT,DJI,2050,0.002747640715941855
RIFT,DJI,2060,0.0033633445437340976
RIFT,DJI,2070,0.0032855945975131338
RIFT,DJI,2080,0.0035000572088101246
RIFT,DJI,2090,0.004320959946671553
RIFT,DJI,2100,0.005579702481521227
DGCO,DNK,2005,1999.7526849896378
DGCO,DNK,2010,2059.1628025722507
DGCO,DNK,2015,2025.4807436064846
DGCO,DNK,2020,2034.169920648351
DGCO,DNK,2025,2143.0001258563957
DGCO,DNK,2030,2182.8923042211827
DGCO,DNK,2035,2225.868666804028
DGCO,DNK,2040,2258.3167511728166
DGCO,DNK,2045,2298.6494112938135
DGCO,DNK,2050,2334.742406678571
DGCO,DNK,2060,2428.869234143353
DGCO,DNK,2070,2509.566767168327
DGCO,DNK,2080,2595.2852336816773
DGCO,DNK,2090,2678.8991829456154
DGCO,DNK,2100,2739.824506922341
CARI,DOM,2005,1003.2478318923042
CARI,DOM,2010,1004.2689139513631
CARI,DOM,2015,1120.0101575812316
CARI,DOM,2020,1123.5857784254158
CARI,DOM,2025,1157.0397252787363
CARI,DOM,2030,1198.2045605076921
CARI,DOM,2035,1243.7189597346953
CARI,DOM,2040,1286.3232255013736
CARI,DOM,2045,1323.5858346842206
CARI,DOM,2050,1351.724264086128
CARI,DOM,2060,1396.3876986349076
CARI,DOM,2070,1427.8725135523998
CARI,DOM,2080,1466.8467272125904
CARI,DOM,2090,1519.6933517199834
CARI,DOM,2100,1586.9523083744994
ANIN,DZA,2005,743.7842730857021
ANIN,DZA,2010,813.0088235616547
ANIN,DZA,2015,851.7631339645699
ANIN,DZA,2020,795.8005641380953
ANIN,DZA,2025,770.6650113117104
ANIN,DZA,2030,757.9972222428667
ANIN,DZA,2035,756.3737622467461
ANIN,DZA,2040,763.9509328955845
ANIN,DZA,2045,731.8063830109731
ANIN,DZA,2050,663.4805038571152
ANIN,DZA,2060,563.285158242578
ANIN,DZA,2070,485.13672918625366
ANIN,DZA,2080,427.4831356090117
ANIN,DZA,2090,367.726690039127
ANIN,DZA,2100,293.15054799545334
MSCC,DZA,2005,3883.582533321926
MSCC,DZA,2010,4165.500932918203
MSCC,DZA,2015,4353.38017956842
MSCC,DZA,2020,4084.9417943056496
MSCC,DZA,2025,3964.883211336432
MSCC,DZA,2030,3850.8438480264917
MSCC,DZA,2035,3742.019627920384
MSCC,DZA,2040,3661.747784861111
MSCC,DZA,2045,3592.6427443388334
MSCC,DZA,2050,3389.233912900309
MSCC,DZA,2060,2908.2947809907537
MSCC,DZA,2070,2483.339489416519
MSCC,DZA,2080,2126.4077375557918
MSCC,DZA,2090,1810.2486665143595
MSCC,DZA,2100,1455.8777149360892
AMAZ,ECU,2005,342.6423017657945
AMAZ,ECU,2010,478.2613370044206
AMAZ,ECU,2015,579.2947062132803
AMAZ,ECU,2020,551.5083514963608
AMAZ,ECU,2025,578.8227102701107
AMAZ,ECU,2030,605.3076414376727
AMAZ,ECU,2035,632.3016663577782
AMAZ,ECU,2040,660.5045334647218
AMAZ,ECU,2045,686.9389545305247
AMAZ,ECU,2050,705.933560850795
AMAZ,ECU,2060,703.029132635335
AMAZ,ECU,2070,662.0905146321653
AMAZ,ECU,2080,634.7080071765777
AMAZ,ECU,2090,630.0975742898758
AMAZ,ECU,2100,632.8277694077998
CEPC,ECU,2005,1886.2568367740769
CEPC,ECU,2010,1819.8570740904522
CEPC,ECU,2015,1767.219343600258
CEPC,ECU,2020,1682.7688104242588
CEPC,ECU,2025,1708.6222312910145
CEPC,ECU,2030,1759.0398664316238
CEPC,ECU,2035,1814.4793853265016
CEPC,ECU,2040,1885.5280982529018
CEPC,ECU,2045,2020.462968377327
CEPC,ECU,2050,2210.3502319202435
CEPC,ECU,2060,2577.2969557145902
CEPC,ECU,2070,2659.718121111583
CEPC,ECU,2080,2622.979791244618
CEPC,ECU,2090,2591.7187300093024
CEPC,ECU,2100,2558.620675557065
ANIN,EGY,2005,168.82791526356667
ANIN,EGY,2010,165.31855242317764
ANIN,EGY,2015,161.34342152438748
ANIN,EGY,2020,156.5320581417075
ANIN,EGY,2025,161.7459999338888
ANIN,EGY,2030,172.67210168675948
ANIN,EGY,2035,186.67318917648979
ANIN,EGY,2040,202.1395133682041
ANIN,EGY,2045,202.31733959142656
ANIN,EGY,2050,164.30373748805889
ANIN,EGY,2060,114.73379500486945
ANIN,EGY,2070,91.08564423700582
ANIN,EGY,2080,77.25402558411241
ANIN,EGY,2090,71.18086298687544
ANIN,EGY,2100,70.17753099822724
ARGA,EGY,2005,132.29818609461685
ARGA,EGY,2010,137.36960424579172
ARGA,EGY,2015,132.7953447197816
ARGA,EGY,2020,127.2416320163664
ARGA,EGY,2025,131.93111015237145
ARGA,EGY,2030,141.02265949812636
ARGA,EGY,2035,151.10433671741694
ARGA,EGY,2040,161.35796089509134
ARGA,EGY,2045,171.79990603524092
ARGA,EGY,2050,184.70885807159766
ARGA,EGY,2060,230.08227359067152
ARGA,EGY,2070,246.3717458616547
ARGA,EGY,2080,209.02609978607077
ARGA,EGY,2090,178.52244322191046
ARGA,EGY,2100,186.41406852986773
NILE,EGY,2005,2775.763818931764
NILE,EGY,2010,2887.1157103985374
NILE,EGY,2015,3007.41749571035
NILE,EGY,2020,2952.965732262058
NILE,EGY,2025,3071.9585300718054
NILE,EGY,2030,3273.6659946748046
NILE,EGY,2035,3498.2046306602374
NILE,EGY,2040,3719.3105677000954
NILE,EGY,2045,3939.0613811579674
NILE,EGY,2050,4067.858670532739
NILE,EGY,2060,3700.718548839914
NILE,EGY,2070,3441.270591432024
NILE,EGY,2080,3205.680474853018
NILE,EGY,2090,3058.8756977901144
NILE,EGY,2100,3024.986980852455
DOUR,ESP,2005,2229.586812705497
DOUR,ESP,2010,2014.8716500251699
DOUR,ESP,2015,2109.8365981050442
DOUR,ESP,2020,2038.0511871519902
DOUR,ESP,2025,2171.7481837161713
DOUR,ESP,2030,2170.9427788157345
DOUR,ESP,2035,2228.1121152758633
DOUR,ESP,2040,2301.5176413760055
DOUR,ESP,2045,2410.6291126818996
DOUR,ESP,2050,2533.91188466248
DOUR,ESP,2060,2955.761255706596
DOUR,ESP,2070,3490.308303206963
DOUR,ESP,2080,4092.7749928131398
DOUR,ESP,2090,4563.585572374826
DOUR,ESP,2100,4920.806544107998
EBRO,ESP,2005,2241.5201904579417
EBRO,ESP,2010,2045.1448033758693
EBRO,ESP,2015,2142.789578357265
EBRO,ESP,2020,2055.0598804718784
EBRO,ESP,2025,2135.0712331640066
EBRO,ESP,2030,2044.2637189388834
EBRO,ESP,2035,2001.2114561828616
EBRO,ESP,2040,1967.434501207989
EBRO,ESP,2045,1959.5850843376002
EBRO,ESP,2050,1959.125553081185
EBRO,ESP,2060,2011.4664903610462
EBRO,ESP,2070,2023.0492755971209
EBRO,ESP,2080,1965.3076179045888
EBRO,ESP,2090,1838.4590449883638
EBRO,ESP,2100,1716.2870625738526
GUAD,ESP,2005,1967.5640296697416
GUAD,ESP,2010,1867.1332993390458
GUAD,ESP,2015,1970.2827659390387
GUAD,ESP,2020,1899.82435811343
GUAD,ESP,2025,1969.0986648778073
GUAD,ESP,2030,1881.8795528328696
GUAD,ESP,2035,1856.0009405705212
GUAD,ESP,2040,1847.7354736652042
GUAD,ESP,2045,1866.0005659342205
GUAD,ESP,2050,1891.8651887636936
GUAD,ESP,2060,2004.3141155518808
GUAD,ESP,2070,2041.216498437762
GUAD,ESP,2080,1993.459038317986
GUAD,ESP,2090,1893.1007766848215
GUAD,ESP,2100,1789.7770176807132
GUDA,ESP,2005,1896.7865977856268
GUDA,ESP,2010,1824.085363107392
GUDA,ESP,2015,1933.7845673818636
GUDA,ESP,2020,1878.9683231949202
GUDA,ESP,2025,1970.8495475022212
GUDA,ESP,2030,1920.5743993121996
GUDA,ESP,2035,1925.8683076823993
GUDA,ESP,2040,1941.5828850231753
GUDA,ESP,2045,1979.842950189074
GUDA,ESP,2050,2025.8075456836873
GUDA,ESP,2060,2173.9432571391835
GUDA,ESP,2070,2222.0633713429643
GUDA,ESP,2080,2215.477134385514
GUDA,ESP,2090,2187.269734846842
GUDA,ESP,2100,2160.2118795910665
SPAC,ESP,2005,464.63928356397366
SPAC,ESP,2010,408.94862534217566
SPAC,ESP,2015,469.6900779384776
SPAC,ESP,2020,450.65722780708046
SPAC,ESP,2025,499.96076133336146
SPAC,ESP,2030,423.26908768554193
SPAC,ESP,2035,372.3849480933053
SPAC,ESP,2040,330.52413010473487
SPAC,ESP,2045,300.9598962046599
SPAC,ESP,2050,275.878542178429
SPAC,ESP,2060,245.62636107953148
SPAC,ESP,2070,233.39167352272852
SPAC,ESP,2080,230.88296218346747
SPAC,ESP,2090,226.82156081350246
SPAC,ESP,2100,228.10732962267963
SSEC,ESP,2005,2498.821837606707
SSEC,ESP,2010,2393.0626177845215
SSEC,ESP,2015,2493.16587778022
SSEC,ESP,2020,2405.099093671916
SSEC,ESP,2025,2510.648025161731
SSEC,ESP,2030,2405.468937673245
SSEC,ESP,2035,2368.119064721809
SSEC,ESP,2040,2343.909944169817
SSEC,ESP,2045,2349.083823880165
SSEC,ESP,2050,2365.4685497784335
SSEC,ESP,2060,2471.1448573480243
SSEC,ESP,2070,2491.370978049917
SSEC,ESP,2080,2453.2930292743827
SSEC,ESP,2090,2342.3509067095038
SSEC,ESP,2100,2205.149159059776
TAGU,ESP,2005,1232.6898604614876
TAGU,ESP,2010,1163.248558684623
TAGU,ESP,2015,1239.0417990678513
TAGU,ESP,2020,1190.3197955813052
TAGU,ESP,2025,1239.8059853676236
TAGU,ESP,2030,1169.099574589993
TAGU,ESP,2035,1132.6983719328623
TAGU,ESP,2040,1103.614951386321
TAGU,ESP,2045,1090.059822425492
TAGU,ESP,2050,1082.466829282197
TAGU,ESP,2060,1094.0020238173831
TAGU,ESP,2070,1074.2004073873018
TAGU,ESP,2080,1032.9908322158471
TAGU,ESP,2090,966.6653731887272
TAGU,ESP,2100,919.2749748850304
BSCC,EST,2005,311.29837603954445
BSCC,EST,2010,327.104203367137
BSCC,EST,2015,333.99167324829597
BSCC,EST,2020,327.5201656954542
BSCC,EST,2025,340.9456575266071
BSCC,EST,2030,340.85595357938263
BSCC,EST,2035,345.2946458245736
BSCC,EST,2040,347.151061953811
BSCC,EST,2045,350.77903959192025
BSCC,EST,2050,353.5298329700891
BSCC,EST,2060,358.68088406223364
BSCC,EST,2070,356.06125947367246
BSCC,EST,2080,349.9736026076655
BSCC,EST,2090,344.24449036870203
BSCC,EST,2100,344.9905880801184
NARV,EST,2005,224.27440002140472
NARV,EST,2010,236.07827270109206
NARV,EST,2015,241.28735479640488
NARV,EST,2020,236.38997159979925
NARV,EST,2025,246.12907908868442
NARV,EST,2030,248.06675798576805
NARV,EST,2035,253.485367480645
NARV,EST,2040,257.6374698588143
NARV,EST,2045,263.23884354808615
NARV,EST,2050,268.0753863421883
NARV,EST,2060,276.7223780066069
NARV,EST,2070,280.0238100064538
NARV,EST,2080,282.71778562530875
NARV,EST,2090,285.6560296226323
NARV,EST,2100,294.138813645636
ARGA,ETH,2005,0.6314643426557263
ARGA,ETH,2010,0.835201251482661
ARGA,ETH,2015,1.336830752719003
ARGA,ETH,2020,1.2483168889742529
ARGA,ETH,2025,1.2530286573440232
ARGA,ETH,2030,1.2814769653889804
ARGA,ETH,2035,1.2103687964094136
ARGA,ETH,2040,1.3041262394324942
ARGA,ETH,2045,1.3380386460910962
ARGA,ETH,2050,1.360952222521385
ARGA,ETH,2060,1.6008268498052278
ARGA,ETH,2070,1.8431232482966644
ARGA,ETH,2080,1.9658241453121819
ARGA,ETH,2090,1.9579762150497233
ARGA,ETH,2100,1.8524362586853482
NILE,ETH,2005,7285.03246263385
NILE,ETH,2010,9079.884553796031
NILE,ETH,2015,9983.810632823644
NILE,ETH,2020,9681.788097708613
NILE,ETH,2025,10157.092984200319
NILE,ETH,2030,10780.318905228125
NILE,ETH,2035,11275.658285511301
NILE,ETH,2040,11441.109032044731
NILE,ETH,2045,11007.843626702383
NILE,ETH,2050,10856.18774396986
NILE,ETH,2060,11021.359991906198
NILE,ETH,2070,11473.351630061818
NILE,ETH,2080,12069.934558314777
NILE,ETH,2090,12606.001977165639
NILE,ETH,2100,12714.693353159686
RIFT,ETH,2005,4010.176560422238
RIFT,ETH,2010,4920.328182592341
RIFT,ETH,2015,5441.717061766385
RIFT,ETH,2020,5334.747352917337
RIFT,ETH,2025,5673.508023453193
RIFT,ETH,2030,6149.088002063017
RIFT,ETH,2035,6638.067461491425
RIFT,ETH,2040,7077.7273789006895
RIFT,ETH,2045,7389.157058645188
RIFT,ETH,2050,7542.5842327391065
RIFT,ETH,2060,8036.6216024348705
RIFT,ETH,2070,8539.71802640624
RIFT,ETH,2080,9109.75714953827
RIFT,ETH,2090,9640.048389192674
RIFT,ETH,2100,9686.230825345161
SHJU,ETH,2005,1597.7885204209538
SHJU,ETH,2010,1932.7831039272012
SHJU,ETH,2015,2093.8809251876182
SHJU,ETH,2020,2031.54146784145
SHJU,ETH,2025,2157.64737596249
SHJU,ETH,2030,2362.9786714564584
SHJU,ETH,2035,2596.037197512262
SHJU,ETH,2040,2819.672107868316
SHJU,ETH,2045,2953.976159043871
SHJU,ETH,2050,3002.6438095685585
SHJU,ETH,2060,3253.7501938724513
SHJU,ETH,2070,3558.935063237428
SHJU,ETH,2080,3887.8402402385855
SHJU,ETH,2090,4396.722746225443
SHJU,ETH,2100,5066.884693406916
FINL,FIN,2005,1908.7927310922
FINL,FIN,2010,1863.0725731667492
FINL,FIN,2015,1884.4531625953214
FINL,FIN,2020,1861.3905166027237
FINL,FIN,2025,2018.3844236856144
FINL,FIN,2030,2028.1103893747704
FINL,FIN,2035,2065.4135771076226
FINL,FIN,2040,2082.912991313913
FINL,FIN,2045,2104.8495978499004
FINL,FIN,2050,2112.209504059404
FINL,FIN,2060,2116.3616751164363
FINL,FIN,2070,2157.773751269303
FINL,FIN,2080,2263.275866519152
FINL,FIN,2090,2379.2372062193595
FINL,FIN,2100,2328.864192023996
SPII,FJI,2005,178.87765324031406
SPII,FJI,2010,150.16408857350157
SPII,FJI,2015,158.78937926587642
SPII,FJI,2020,161.82405786173123
SPII,FJI,2025,168.05134968272026
SPII,FJI,2030,175.15210326709695
SPII,FJI,2035,181.98065597849325
SPII,FJI,2040,187.29859449100067
SPII,FJI,2045,189.79249485532586
SPII,FJI,2050,191.03055854077664
SPII,FJI,2060,192.69577743361262
SPII,FJI,2070,192.45704649910516
SPII,FJI,2080,194.05451668725945
SPII,FJI,2090,197.94549414140855
SPII,FJI,2100,202.92259697157766
FWCX,FRA,2005,4341.201173576406
FWCX,FRA,2010,4418.631285848469
FWCX,FRA,2015,4484.241508279976
FWCX,FRA,2020,4402.961566704709
FWCX,FRA,2025,4504.0530240841435
FWCX,FRA,2030,4548.989483025144
FWCX,FRA,2035,4637.742804097625
FWCX,FRA,2040,4702.384254047162
FWCX,FRA,2045,4779.550664603627
FWCX,FRA,2050,4849.710068410621
FWCX,FRA,2060,5016.8729953745815
FWCX,FRA,2070,5189.248509666389
FWCX,FRA,2080,5351.67739427647
FWCX,FRA,2090,5487.605505263926
FWCX,FRA,2100,5596.7734650410885
GIRD,FRA,2005,2787.142100285008
GIRD,FRA,2010,2836.847103558173
GIRD,FRA,2015,2882.6971491436593
GIRD,FRA,2020,2797.304403316522
GIRD,FRA,2025,2787.2466119371993
GIRD,FRA,2030,2740.1515201864186
GIRD,FRA,2035,2717.1268294361917
GIRD,FRA,2040,2660.7970774633186
GIRD,FRA,2045,2617.034732399178
GIRD,FRA,2050,2579.7746247106825
GIRD,FRA,2060,2511.9673585705855
GIRD,FRA,2070,2398.6591643285433
GIRD,FRA,2080,2269.4917894245427
GIRD,FRA,2090,2098.4637818565247
GIRD,FRA,2100,1921.5487892481515
LOIR,FRA,2005,3761.4083235249745
LOIR,FRA,2010,3891.382802723172
LOIR,FRA,2015,3957.705843454034
LOIR,FRA,2020,3865.233189247155
LOIR,FRA,2025,3912.742615476734
LOIR,FRA,2030,3918.841732419355
LOIR,FRA,2035,3963.294996542721
LOIR,FRA,2040,3944.970064239506
LOIR,FRA,2045,3933.7109347398077
LOIR,FRA,2050,3921.290995921168
LOIR,FRA,2060,3948.8378910809174
LOIR,FRA,2070,3990.7976419991273
LOIR,FRA,2080,4027.252677917592
LOIR,FRA,2090,4012.6003012288593
LOIR,FRA,2100,3959.4726312335806
NESO,FRA,2005,2.201410441983871
NESO,FRA,2010,2.955268567631341
NESO,FRA,2015,2.0089802647630832
NESO,FRA,2020,2.103154915423242
NESO,FRA,2025,2.6853039690093086
NESO,FRA,2030,2.448507843181766
NESO,FRA,2035,2.422667050258322
NESO,FRA,2040,2.4396328329732606
NESO,FRA,2045,2.5563787412956893
NESO,FRA,2050,2.751561403918918
NESO,FRA,2060,3.3967592272172897
NESO,FRA,2070,4.266881047221535
NESO,FRA,2080,4.980445653406639
NESO,FRA,2090,5.337433834505984
NESO,FRA,2100,5.645344805968267
RHON,FRA,2005,3304.4090145743808
RHON,FRA,2010,3395.8963293574457
RHON,FRA,2015,3445.189520553519
RHON,FRA,2020,3348.590547096293
RHON,FRA,2025,3357.5161524317496
RHON,FRA,2030,3337.7204632703583
RHON,FRA,2035,3336.654679964174
RHON,FRA,2040,3277.2320023779184
RHON,FRA,2045,3223.4813955065515
RHON,FRA,2050,3169.233771249159
RHON,FRA,2060,3075.078248082041
RHON,FRA,2070,2927.5225669644524
RHON,FRA,2080,2749.759023208681
RHON,FRA,2090,2527.0874819011938
RHON,FRA,2100,2294.1705733505078
SEIN,FRA,2005,3383.679088885832
SEIN,FRA,2010,3514.620347900419
SEIN,FRA,2015,3593.190367855427
SEIN,FRA,2020,3569.597048502539
SEIN,FRA,2025,3716.6208558843273
SEIN,FRA,2030,3833.697572027784
SEIN,FRA,2035,3980.820734852184
SEIN,FRA,2040,4067.0914191556712
SEIN,FRA,2045,4163.150629865154
SEIN,FRA,2050,4253.973715056217
SEIN,FRA,2060,4495.672400292779
SEIN,FRA,2070,4766.435928793565
SEIN,FRA,2080,5044.233413984312
SEIN,FRA,2090,5282.413230661973
SEIN,FRA,2100,5449.064760860048
GFGU,GAB,2005,423.9719164601951
GFGU,GAB,2010,431.0960116396669
GFGU,GAB,2015,433.0965996432469
GFGU,GAB,2020,419.12211350758827
GFGU,GAB,2025,418.68356239820594
GFGU,GAB,2030,428.6688495015249
GFGU,GAB,2035,445.89384834353376
GFGU,GAB,2040,455.5267388063749
GFGU,GAB,2045,453.30239606437874
GFGU,GAB,2050,440.88137477989625
GFGU,GAB,2060,395.8778081852138
GFGU,GAB,2070,339.42342716799595
GFGU,GAB,2080,274.60365403482814
GFGU,GAB,2090,203.09479817362626
GFGU,GAB,2100,139.7495931732844
EAWC,GBR,2005,4893.916069178423
EAWC,GBR,2010,5076.926036618254
EAWC,GBR,2015,5047.476140813183
EAWC,GBR,2020,4956.561181790962
EAWC,GBR,2025,4892.7520925914305
EAWC,GBR,2030,4731.006172485976
EAWC,GBR,2035,4667.648495706387
EAWC,GBR,2040,4704.563612229035
EAWC,GBR,2045,4849.470513876062
EAWC,GBR,2050,4977.363389830836
EAWC,GBR,2060,5108.275791038504
EAWC,GBR,2070,5171.907697364318
EAWC,GBR,2080,5203.367581675935
EAWC,GBR,2090,5207.515471610909
EAWC,GBR,2100,5035.813028788432
IREL,GBR,2005,51.975774939855846
IREL,GBR,2010,48.183432628481064
IREL,GBR,2015,48.50250477726357
IREL,GBR,2020,45.933271839840735
IREL,GBR,2025,45.44088404844233
IREL,GBR,2030,38.958971462729004
IREL,GBR,2035,34.64937219973938
IREL,GBR,2040,32.79031009008972
IREL,GBR,2045,31.927915427327232
IREL,GBR,2050,31.136163525199063
IREL,GBR,2060,28.56001573360522
IREL,GBR,2070,22.244044509327594
IREL,GBR,2080,18.62531250014683
IREL,GBR,2090,16.089733711285643
IREL,GBR,2100,14.1510875876381
SCTD,GBR,2005,565.7985899839352
SCTD,GBR,2010,588.0373575852618
SCTD,GBR,2015,621.079921858088
SCTD,GBR,2020,603.5842680368416
SCTD,GBR,2025,596.4674268221347
SCTD,GBR,2030,536.610338809962
SCTD,GBR,2035,496.6600717833609
SCTD,GBR,2040,475.1804462862465
SCTD,GBR,2045,468.1329997420422
SCTD,GBR,2050,461.50530173573947
SCTD,GBR,2060,443.36736009244174
SCTD,GBR,2070,412.15072928368545
SCTD,GBR,2080,389.997067472092
SCTD,GBR,2090,366.7318515509543
SCTD,GBR,2100,331.3996151805716
BSSC,GEO,2005,177.77511384276522
BSSC,GEO,2010,138.41964680223927
BSSC,GEO,2015,128.2988497456085
BSSC,GEO,2020,123.70080812488362
BSSC,GEO,2025,126.81840999817149
BSSC,GEO,2030,129.85155505238856
BSSC,GEO,2035,131.21022944423794
BSSC,GEO,2040,129.41248598036697
BSSC,GEO,2045,123.04272018532652
BSSC,GEO,2050,116.62656421646247
BSSC,GEO,2060,104.89539792776029
BSSC,GEO,2070,93.5657539799481
BSSC,GEO,2080,83.19490820762562
