scenario,region,type,*,year,value
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2005,-261.6208665938747
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2010,-161.19553737479276
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2015,-175.03442208188594
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2020,316.16249290926334
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2025,-332.0294233229941
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2030,307.1049909037805
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2040,-254.45694665321005
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2050,-241.05439678540864
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2060,-242.26519600723623
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2070,-248.28121607052964
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2080,-262.80968476656744
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2090,-279.9726904796293
SSP2_BaU_NoCC,XE25,Emi_CO2_AFO,Mt CO2/yr,2100,-290.72167247204493
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2005,-99.40424153219128
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2010,65.46527618049424
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2015,-85.66612819618321
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2020,-62.12100740420355
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2025,-96.51179340383743
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2030,-35.59371362046236
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2040,-90.5098532386421
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2050,-92.75599889115603
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2060,-94.28365371167126
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2070,-94.48409465309653
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2080,-94.49810860009126
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2090,-92.59355384204203
SSP2_BaU_NoCC,XER,Emi_CO2_AFO,Mt CO2/yr,2100,-85.93907019340898
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2005,-30.65114122482715
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2010,-22.38029293629683
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2015,44.4350952362192
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2020,247.25679258873143
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2025,269.3280706148143
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2030,706.5059346492656
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2040,311.5157041573931
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2050,103.67457298567525
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2060,125.3143057575812
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2070,310.2256181695268
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2080,140.08888611713218
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2090,43.606130589396635
SSP2_BaU_NoCC,XOC,Emi_CO2_AFO,Mt CO2/yr,2100,5.158802354002354
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2005,-565.9534700216985
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2010,344.23086333427386
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2015,-338.4124597660506
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2020,165.9708610265992
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2025,-249.52404786010402
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2030,249.45497065077973
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2040,-252.07289882813518
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2050,-411.24826686857705
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2060,-426.52718017495346
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2070,-419.1760173513052
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2080,-374.30040821744456
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2090,-361.1675865705655
SSP2_BaU_NoCC,XSE,Emi_CO2_AFO,Mt CO2/yr,2100,-388.8421082409888
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2005,-59.60830212833829
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2010,12.968935411200036
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2015,-38.28135597545622
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2020,-1.2103034302017903
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2025,2.469331834218721
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2030,63.15133566238369
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2040,64.10557282105245
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2050,46.04572236046473
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2060,28.20123812625946
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2070,-2.965478245737849
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2080,-38.782865007861524
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2090,-46.852618559201765
SSP2_BaU_NoCC,XSA,Emi_CO2_AFO,Mt CO2/yr,2100,-54.23749379140026
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2005,-315.5629604270151
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2010,196.88274691128692
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2015,-19.48754678644127
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2020,460.747369559008
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2025,-118.46545786695026
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2030,467.4892901852132
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2040,48.22427509615818
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2050,-224.0114990708651
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2060,-198.62359942840692
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2070,-197.24206071511736
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2080,-203.42061221527453
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2090,-178.83282079745726
SSP2_BaU_NoCC,XLM,Emi_CO2_AFO,Mt CO2/yr,2100,-188.43244637130027
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2005,-66.06837937421274
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2010,81.32673110226571
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2015,13.08375135877543
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2020,17.09712724282045
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2025,-41.47181758665917
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2030,57.32960911576383
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2040,-32.19522436563852
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2050,-6.182587396298885
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2060,-21.781084307699174
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2070,-35.83798802362929
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2080,-44.011693198036184
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2090,-52.37416897999205
SSP2_BaU_NoCC,CIS,Emi_CO2_AFO,Mt CO2/yr,2100,-48.937278727037615
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2005,-17.990975998075776
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2010,-13.393045813226077
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2015,-16.52730303026251
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2020,-10.910097252185956
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2025,-19.444520633740282
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2030,-5.421813021101684
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2040,-8.916467253017897
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2050,-8.065184457593325
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2060,-9.461750497732995
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2070,-8.783987404110189
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2080,-8.37445505593626
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2090,-8.61300212679054
SSP2_BaU_NoCC,XME,Emi_CO2_AFO,Mt CO2/yr,2100,-5.738116863439599
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2005,-14.54795544935719
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2010,-9.767025953518917
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2015,-17.76233803732121
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2020,-10.762210533685773
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2025,-15.849707944911211
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2030,5.158228698953305
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2040,-1.312065226143936
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2050,1.6775373031259786
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2060,-4.4941932127593684
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2070,-6.320562974045577
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2080,-4.540486338487119
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2090,-5.182779309221633
SSP2_BaU_NoCC,XNF,Emi_CO2_AFO,Mt CO2/yr,2100,-9.354864174381227
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2005,-383.2425060925726
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2010,78.12064788613213
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2015,1464.1466627931277
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2020,265.9213691154903
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2025,403.1763422592512
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2030,1390.717251354583
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2040,1011.6940236591718
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2050,455.52775648881504
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2060,298.7249030461814
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2070,179.53436891253168
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2080,115.55030538165025
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2090,-166.79430041952605
SSP2_BaU_NoCC,XAF,Emi_CO2_AFO,Mt CO2/yr,2100,-148.9864215901095
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2005,-3.752624567858534
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2010,-3.6054481070238475
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2015,-1.9836342141595042
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2020,9.418238113254016
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2025,-1.4476086958279586
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2030,11.518208204088996
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2040,-0.5728736765789657
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2050,-0.5580583542640136
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2060,-2.305914138834832
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2070,-11.04545154637455
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2080,-18.40529558572676
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2090,-22.30731660034545
SSP2_BaU_NoCC,AFG,Emi_CO2_AFO,Mt CO2/yr,2100,-24.44533608017801
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2005,-4.8235509424602485
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2010,12.009107447500963
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2015,-4.2826581519044264
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2020,-1.6723202633150884
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2025,-4.583146365615634
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2030,1.0881847935403925
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2040,-4.027864299175955
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2050,-4.2514731198020765
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2060,-4.223513838839475
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2070,-4.13839835711817
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2080,-4.083183622566639
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2090,-3.8242191038315174
SSP2_BaU_NoCC,ALB,Emi_CO2_AFO,Mt CO2/yr,2100,-3.168232902061911
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2005,-7.12192101450913
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2010,0.7815846955000385
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2015,-8.832812095645764
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2020,-4.361900004690666
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2025,-6.390006271162502
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2030,8.193347878610247
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2040,2.1765025063021533
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2050,5.073094510174975
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2060,-1.7166650187532069
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2070,-4.1040061223214535
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2080,-2.941768271603779
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2090,-2.563940743061662
SSP2_BaU_NoCC,DZA,Emi_CO2_AFO,Mt CO2/yr,2100,-5.7038061860711355
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2010,-8.874635690412712e-08
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2025,0.0002976325448191355
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2030,1.905203552444537e-18
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2040,0.00017188004894536796
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2050,0.0004096566022787332
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2060,0.000906900641639851
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2070,0.0008426515498615492
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2080,0.0005971870710162496
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2090,0.0004494690736798172
SSP2_BaU_NoCC,ASM,Emi_CO2_AFO,Mt CO2/yr,2100,0.0001337149901539836
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2005,-0.017256257425314187
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2010,0.23030857009036393
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2015,-0.0006623926144785551
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2020,-0.00045097549986722427
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2025,0.008639780690813522
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2030,0.00036671418923709363
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2040,-0.0005271724475618609
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2050,-0.0006886778204745738
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2060,-0.0005842168539865085
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2070,-0.00048777732350990436
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2080,-0.0003988565277213023
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2090,-0.00021819275845227966
SSP2_BaU_NoCC,AND,Emi_CO2_AFO,Mt CO2/yr,2100,0.0004503526217821571
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2005,-48.49200660605341
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2010,9.038862786112567
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2015,236.30078876368557
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2020,31.65825003503715
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2025,80.43817587441436
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2030,186.47279941876798
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2040,152.9332994787565
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2050,64.60995792007006
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2060,44.47292053364775
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2070,27.28055565706414
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2080,18.66661393685373
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2090,-22.985916602208544
SSP2_BaU_NoCC,AGO,Emi_CO2_AFO,Mt CO2/yr,2100,-22.316684718661207
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2010,-5.019599513465489e-07
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2015,-7.656900308422242e-09
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2025,5.850347114488431e-20
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2030,5.850347114488431e-20
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2050,7.303917621274993e-05
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2060,0.0001512140192840098
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2070,0.00011442765195318405
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2080,6.789535678020054e-05
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2090,0.00013363755507008463
SSP2_BaU_NoCC,ATG,Emi_CO2_AFO,Mt CO2/yr,2100,0.0001934181737844571
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2005,-22.99106528849165
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2010,4.753190214786695
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2015,-13.58077315438862
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2020,41.27255168168962
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2025,-8.778295148909422
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2030,31.470547516819018
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2040,6.853799686496295
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2050,-18.4399613744579
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2060,-16.55203397633612
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2070,-17.472142917002557
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2080,-18.620203398435606
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2090,-16.803063441065706
SSP2_BaU_NoCC,ARG,Emi_CO2_AFO,Mt CO2/yr,2100,-16.59045956149611
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2005,-0.13828610751678222
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2010,-0.13981359673629018
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2015,0.04895299452558283
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2020,0.822214692507633
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2025,-0.16510651571569865
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2030,2.534511799854521
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2040,-0.12828637877485533
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2050,0.4610490891044122
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2060,0.17775719320580285
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2070,-0.1323818672893172
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2080,-0.14258564806368826
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2090,-0.04885757348595761
SSP2_BaU_NoCC,ARM,Emi_CO2_AFO,Mt CO2/yr,2100,-0.10224330925596656
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2010,-2.2604098166586916e-07
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2015,-2.6467070230693897e-08
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2020,3.841858793711866e-18
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2030,3.841858793711866e-18
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2040,1.920929396855933e-18
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2050,0.00024361488915133477
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2060,0.0005030093790772391
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2070,0.00038092509940026705
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2080,0.0002250669373636752
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2090,0.00044376666739725807
SSP2_BaU_NoCC,ABW,Emi_CO2_AFO,Mt CO2/yr,2100,0.0006436416105418729
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2005,-26.554231833792716
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2010,-18.597936143281515
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2015,37.17443992355946
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2020,204.26031565894888
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2025,219.06435759731022
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2030,528.0605266178156
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2040,243.121967781934
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2050,89.5123916832515
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2060,111.11694023949073
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2070,284.82158106644783
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2080,140.29592018164442
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2090,43.6611955415064
SSP2_BaU_NoCC,AUS,Emi_CO2_AFO,Mt CO2/yr,2100,4.898579019435186
SSP2_BaU_NoCC,AUT,Emi_CO2_AFO,Mt CO2/yr,2005,-14.857860978704595
SSP2_BaU_NoCC,AUT,Emi_CO2_AFO,Mt CO2/yr,2010,-12.916790169160617
SSP2_BaU_NoCC,AUT,Emi_CO2_AFO,Mt CO2/yr,2015,-12.00684596583964
SSP2_BaU_NoCC,AUT,Emi_CO2_AFO,Mt CO2/yr,2020,7.932976524732707
