G,Rall,Value
164379,CHL,1.0
164379,CHL_NCHI,1.0
164380,XLM,1.0
164380,CHL,1.0
164380,CHL_NCHI,1.0
164381,XLM,1.0
164381,CHL,1.0
164381,CHL_NCHI,1.0
164382,XLM,1.0
164382,CHL,1.0
164382,CHL_LPUN,0.21000000000000005
164382,CHL_NCHI,0.7900000000000001
164383,XLM,1.0
164383,CHL,1.0
164383,CHL_LPUN,1.0
164384,XLM,1.0
164384,ARG,0.19999999999999998
164384,CHL,0.7999999999999999
164384,ARG_LAPL,0.20000000000000004
164384,CHL_LPUN,0.8000000000000002
164385,XLM,1.0000000000000002
164385,ARG,0.66
164385,CHL,0.34
164385,ARG_LAPL,0.6600000000000001
164385,CHL_LPUN,0.3400000000000001
164386,XLM,1.0
164386,ARG,0.98
164386,CHL,0.02
164386,ARG_LAPL,0.98
164386,CHL_LPUN,0.02
164387,XLM,1.0
164387,ARG,1.0
164387,ARG_LAPL,1.0
164388,XLM,1.0
164388,ARG,1.0
164388,ARG_LAPL,1.0
164389,XLM,1.0
164389,ARG,1.0
164389,ARG_LAPL,1.0
164390,XLM,1.0
164390,ARG,1.0
164390,ARG_LAPL,1.0
164391,XLM,1.0
164391,ARG,1.0
164391,ARG_LAPL,1.0
164392,XLM,1.0
164392,ARG,1.0
164392,ARG_LAPL,1.0
164393,XLM,1.0
164393,ARG,1.0
164393,ARG_LAPL,1.0
164394,XLM,1.0
164394,ARG,1.0
164394,ARG_LAPL,1.0
164395,XLM,1.0
164395,ARG,1.0
164395,ARG_LAPL,1.0
164396,XLM,1.0
164396,ARG,1.0
164396,ARG_LAPL,1.0
164397,XLM,1.0
164397,ARG,1.0
164397,ARG_LAPL,1.0
164398,XLM,1.0
164398,ARG,1.0
164398,ARG_LAPL,1.0
164399,XLM,1.0
164399,ARG,1.0
164399,ARG_LAPL,1.0
164400,XLM,1.0
164400,ARG,1.0
164400,ARG_LAPL,1.0
164401,XLM,1.0
164401,ARG,0.7200000000000001
164401,PRY,0.27999999999999997
164401,ARG_LAPL,0.7200000000000001
164401,PRY_LAPL,0.27999999999999997
164402,XLM,0.9999999999999998
164402,ARG,0.09999999999999999
164402,PRY,0.8999999999999999
164402,ARG_LAPL,0.09999999999999998
164402,PRY_LAPL,0.8999999999999998
164403,XLM,1.0
164403,PRY,1.0
164403,PRY_LAPL,1.0
164404,XLM,1.0
164404,PRY,1.0
164404,PRY_LAPL,1.0
164405,XLM,1.0
164405,PRY,1.0
164405,PRY_LAPL,1.0
164406,XLM,1.0
164406,PRY,1.0
164406,PRY_LAPL,1.0
164407,XLM,1.0
164407,PRY,1.0
164407,PRY_LAPL,1.0
164408,XLM,1.0
164408,PRY,1.0
164408,PRY_LAPL,1.0
164409,XLM,1.0
164409,PRY,1.0
164409,PRY_LAPL,1.0
164410,XLM,1.0
164410,PRY,1.0
164410,PRY_LAPL,1.0
164411,XLM,1.0
164411,PRY,1.0
164411,PRY_LAPL,1.0
164412,XLM,0.44999999999999996
164412,BRA,0.55
164412,PRY,0.44999999999999996
164412,BRA_LAPL,0.55
164412,PRY_LAPL,0.44999999999999996
164413,BRA,1.0
164413,BRA_LAPL,1.0
164414,BRA,1.0
164414,BRA_LAPL,1.0
164415,BRA,1.0
164415,BRA_LAPL,1.0
164416,BRA,1.0
164416,BRA_LAPL,1.0
164417,BRA,1.0
164417,BRA_LAPL,1.0
164418,BRA,1.0
164418,BRA_LAPL,1.0
164419,BRA,1.0
164419,BRA_LAPL,1.0
164420,BRA,1.0
164420,BRA_LAPL,1.0
164421,BRA,1.0
164421,BRA_LAPL,1.0
164422,BRA,1.0
164422,BRA_LAPL,0.8000000000000002
164422,BRA_UBSA,0.20000000000000004
164423,BRA,1.0
164423,BRA_LAPL,0.7600000000000001
164423,BRA_UBSA,0.24000000000000005
164424,BRA,1.0
164424,BRA_LAPL,0.44999999999999996
164424,BRA_UBSA,0.55
164425,BRA,1.0
164425,BRA_LAPL,0.049999999999999996
164425,BRA_UBSA,0.95
164426,BRA,1.0
164426,BRA_UBSA,1.0
164427,BRA,1.0
164427,BRA_UBSA,1.0
164428,BRA,1.0
164550,XAF,1.0
164550,NAM,1.0
164550,NAM_NAMC,1.0
164551,XAF,1.0
164551,NAM,1.0
164551,NAM_NAMC,1.0
164552,XAF,1.0
164552,NAM,1.0
164552,NAM_NAMC,1.0
164553,XAF,1.0
164553,NAM,1.0
164553,NAM_NAMC,0.9300000000000002
164553,NAM_ORAN,0.07
164554,XAF,1.0
164554,NAM,1.0
164554,NAM_NAMC,0.049999999999999996
164554,NAM_ORAN,0.95
164555,XAF,1.0
164555,NAM,1.0
164555,NAM_ORAN,1.0
164556,XAF,1.0
164556,NAM,1.0
164556,NAM_ORAN,1.0
164557,XAF,1.0
164557,NAM,1.0
164557,NAM_ORAN,1.0
164558,XAF,1.0
164558,NAM,1.0
164558,NAM_ORAN,1.0
164559,XAF,1.0
164559,NAM,1.0
164559,NAM_ORAN,1.0
164560,XAF,1.0
164560,NAM,1.0
164560,NAM_ORAN,1.0
164561,XAF,1.0
164561,BWA,1.0
164561,BWA_ORAN,1.0
164562,XAF,1.0
164562,BWA,1.0
164562,BWA_ORAN,1.0
164563,XAF,1.0
164563,BWA,1.0
164563,BWA_ORAN,1.0
164564,XAF,1.0
164564,BWA,1.0
164564,BWA_ORAN,1.0
164565,XAF,1.0
164565,BWA,1.0
164565,BWA_ORAN,1.0
164566,XAF,1.0
164566,BWA,1.0
164566,BWA_ORAN,1.0
164567,XAF,1.0
164567,BWA,1.0
164567,BWA_ORAN,1.0
164568,XAF,1.0
164568,BWA,1.0
164568,BWA_ASII,0.07
164568,BWA_ORAN,0.9300000000000002
164569,XAF,1.0
164569,BWA,1.0
164569,BWA_ASII,0.5
164569,BWA_ORAN,0.5
164570,XAF,1.0
164570,BWA,1.0
164570,BWA_ASII,0.96
164570,BWA_ORAN,0.04
164571,XAF,1.0
164571,BWA,1.0
164571,BWA_ASII,0.8900000000000001
164571,BWA_LIMP,0.11000000000000001
164572,XAF,1.0
164572,BWA,1.0
164572,BWA_LIMP,1.0
164573,XAF,1.0
164573,BWA,1.0
164573,BWA_LIMP,1.0
164574,XAF,1.0
164574,BWA,0.54
164574,ZAF,0.45999999999999996
164574,BWA_LIMP,0.54
164574,ZAF_LIMP,0.45999999999999996
164575,XAF,1.0
164575,ZAF,1.0
164575,ZAF_LIMP,1.0
164576,XAF,1.0
164576,ZAF,1.0
164576,ZAF_LIMP,1.0
164577,XAF,1.0
164577,ZAF,1.0
164577,ZAF_LIMP,1.0
164578,XAF,1.0
164578,ZAF,1.0
164578,ZAF_LIMP,1.0
164579,XAF,1.0
164579,ZAF,1.0
164579,ZAF_LIMP,1.0
164580,XAF,1.0
164580,ZAF,1.0
164580,ZAF_LIMP,1.0
164581,XAF,1.0
164581,ZAF,1.0
164581,ZAF_LIMP,1.0
164582,XAF,1.0
164582,ZAF,1.0
164582,ZAF_LIMP,1.0
164583,XAF,1.0
164583,ZAF,1.0
164583,ZAF_LIMP,1.0
164584,XAF,0.9999999999999998
164584,MOZ,0.09999999999999999
164584,ZAF,0.8999999999999999
164584,MOZ_LIMP,0.09999999999999998
164584,ZAF_LIMP,0.4599999999999999
164584,ZAF_SASC,0.4399999999999999
164585,XAF,1.0
164585,MOZ,1.0
164585,MOZ_LIMP,1.0
164586,XAF,1.0
164586,MOZ,1.0
164586,MOZ_LIMP,1.0
164587,XAF,1.0
164587,MOZ,1.0
164587,MOZ_LIMP,1.0
164588,XAF,1.0
164588,MOZ,1.0
164588,MOZ_AIOC,0.12000000000000002
164588,MOZ_LIMP,0.8800000000000001
164589,XAF,1.0
164589,MOZ,1.0
164589,MOZ_AIOC,0.8100000000000002
164589,MOZ_LIMP,0.19000000000000003
164590,XAF,1.0
164590,MOZ,1.0
164590,MOZ_AIOC,1.0
164591,XAF,1.0
164591,MOZ,1.0
164591,MOZ_AIOC,1.0
164608,XAF,1.0
164608,MDG,1.0
164608,MDG_MADA,1.0
164609,XAF,1.0
164609,MDG,1.0
164609,MDG_MADA,1.0
164610,XAF,1.0
164610,MDG,1.0
164610,MDG_MADA,1.0
164611,XAF,1.0
164611,MDG,1.0
164611,MDG_MADA,1.0
164612,XAF,1.0
164612,MDG,1.0
164612,MDG_MADA,1.0
164613,XAF,1.0
164613,MDG,1.0
164613,MDG_MADA,1.0
164614,XAF,1.0
164614,MDG,1.0
164614,MDG_MADA,1.0
164615,XAF,1.0
164615,MDG,1.0
164615,MDG_MADA,1.0
164747,XOC,1.0
164747,AUS,1.0
164747,AUS_AWEC,1.0
164748,XOC,1.0
164748,AUS,1.0
164748,AUS_AWEC,1.0
164749,XOC,1.0
164749,AUS,1.0
164749,AUS_AWEC,1.0
164750,XOC,1.0
164750,AUS,1.0
164750,AUS_AWEC,1.0
164751,XOC,1.0
164751,AUS,1.0
164751,AUS_AWEC,1.0
164752,XOC,1.0
164752,AUS,1.0
164752,AUS_AWEC,1.0
164753,XOC,1.0
164753,AUS,1.0
164753,AUS_AWEC,1.0
164754,XOC,1.0
164754,AUS,1.0
164754,AUS_AWEC,1.0
164755,XOC,1.0
164755,AUS,1.0
164755,AUS_AWEC,1.0
164756,XOC,1.0
164756,AUS,1.0
164756,AUS_AWEC,1.0
164757,XOC,1.0
164757,AUS,1.0
164757,AUS_AWEC,1.0
164758,XOC,1.0
164758,AUS,1.0
164758,AUS_AWEC,1.0
164759,XOC,1.0
164759,AUS,1.0
164759,AUS_AUNC,0.03
164759,AUS_AWEC,0.97
164760,XOC,1.0
164760,AUS,1.0
164760,AUS_AUNC,0.83
164760,AUS_AWEC,0.17
164761,XOC,1.0
164761,AUS,1.0
164761,AUS_AUNC,1.0
164762,XOC,1.0
164762,AUS,1.0
164762,AUS_AUNC,1.0
164763,XOC,1.0
164763,AUS,1.0
164763,AUS_AUNC,1.0
164764,XOC,1.0
164764,AUS,1.0
164764,AUS_AUNC,1.0
164765,XOC,1.0
164765,AUS,1.0
164765,AUS_AUNC,1.0
164766,XOC,1.0
164766,AUS,1.0
164766,AUS_AUNC,1.0
164767,XOC,1.0
164767,AUS,1.0
164767,AUS_AUNC,1.0
164768,XOC,1.0
164768,AUS,1.0
164768,AUS_AUNC,1.0
164769,XOC,1.0
164769,AUS,1.0
164769,AUS_AINT,0.04
164769,AUS_AUNC,0.96
164770,XOC,1.0
164770,AUS,1.0
164770,AUS_AUNC,1.0
164771,XOC,1.0
164771,AUS,1.0
164771,AUS_AINT,0.01
164771,AUS_AUNC,0.99
164772,XOC,1.0
164772,AUS,1.0
164772,AUS_AINT,0.7800000000000001
164772,AUS_AUNC,0.22000000000000003
164773,XOC,1.0
164773,AUS,1.0
164773,AUS_AINT,1.0
164774,XOC,1.0
164774,AUS,1.0
164774,AUS_AINT,1.0
164775,XOC,1.0
164775,AUS,1.0
164775,AUS_AINT,1.0
164776,XOC,1.0
164776,AUS,1.0
164776,AUS_AINT,1.0
164777,XOC,1.0
164777,AUS,1.0
164777,AUS_AINT,1.0
164778,XOC,1.0
164778,AUS,1.0
164778,AUS_AINT,1.0
164779,XOC,1.0
164779,AUS,1.0
164779,AUS_AINT,1.0
164780,XOC,1.0
164780,AUS,1.0
164780,AUS_AINT,1.0
164781,XOC,1.0
164781,AUS,1.0
164781,AUS_AINT,1.0
164782,XOC,1.0
164782,AUS,1.0
164782,AUS_AINT,1.0
164783,XOC,1.0
164783,AUS,1.0
164783,AUS_AINT,1.0
164784,XOC,1.0
164784,AUS,1.0
164784,AUS_AINT,1.0
164785,XOC,1.0
164785,AUS,1.0
164785,AUS_AINT,1.0
164786,XOC,1.0
164786,AUS,1.0
164786,AUS_AINT,1.0
164787,XOC,1.0
164787,AUS,1.0
164787,AUS_AINT,1.0
164788,XOC,1.0
164788,AUS,1.0
164788,AUS_AINT,1.0
164789,XOC,1.0
164789,AUS,1.0
164789,AUS_AINT,1.0
164790,XOC,1.0
164790,AUS,1.0
164790,AUS_AINT,1.0
164791,XOC,1.0
164791,AUS,1.0
164791,AUS_AINT,1.0
164792,XOC,1.0
164792,AUS,1.0
164792,AUS_AINT,1.0
164793,XOC,1.0
164793,AUS,1.0
164793,AUS_AINT,1.0
164794,XOC,1.0
164794,AUS,1.0
164794,AUS_AINT,1.0
164795,XOC,1.0
164795,AUS,1.0
164795,AUS_AINT,1.0
164796,XOC,1.0
164796,AUS,1.0
164796,AUS_AINT,1.0
164797,XOC,1.0
164797,AUS,1.0
164797,AUS_AINT,1.0
164798,XOC,1.0
164798,AUS,1.0
164798,AUS_AINT,1.0
164799,XOC,1.0
164799,AUS,1.0
164799,AUS_AINT,1.0
164800,XOC,1.0
164800,AUS,1.0
164800,AUS_AINT,1.0
164801,XOC,1.0
164801,AUS,1.0
164801,AUS_AINT,1.0
164802,XOC,1.0
164802,AUS,1.0
164802,AUS_AINT,1.0
164803,XOC,1.0
164803,AUS,1.0
164803,AUS_AINT,1.0
164804,XOC,1.0
164804,AUS,1.0
164804,AUS_AINT,1.0
164805,XOC,1.0
164805,AUS,1.0
164805,AUS_AINT,1.0
164806,XOC,1.0
164806,AUS,1.0
164806,AUS_AINT,1.0
164807,XOC,1.0
164807,AUS,1.0
164807,AUS_AINT,1.0
164808,XOC,1.0
164808,AUS,1.0
164808,AUS_AINT,1.0
164809,XOC,1.0
164809,AUS,1.0
164809,AUS_AINT,1.0
164810,XOC,1.0
164810,AUS,1.0
164810,AUS_AINT,1.0
164811,XOC,1.0
164811,AUS,1.0
164811,AUS_AINT,1.0
164812,XOC,1.0
164812,AUS,1.0
164812,AUS_AINT,1.0
164813,XOC,1.0
164813,AUS,1.0
164813,AUS_AEAC,0.13
164813,AUS_AINT,0.87
164814,XOC,1.0
164814,AUS,1.0
164814,AUS_AEAC,0.94
164814,AUS_AINT,0.06
164815,XOC,1.0
164815,AUS,1.0
164815,AUS_AEAC,1.0
164816,XOC,1.0
164816,AUS,1.0
164816,AUS_AEAC,1.0
164817,XOC,1.0
164817,AUS,1.0
164817,AUS_AEAC,1.0
164818,XOC,1.0
164818,AUS,1.0
164818,AUS_AEAC,1.0
164819,XOC,1.0
164819,AUS,1.0
164819,AUS_AEAC,1.0
164820,XOC,1.0
164820,AUS,1.0
164820,AUS_AEAC,1.0
164821,XOC,1.0
164821,AUS,1.0
164821,AUS_AEAC,1.0
164822,XOC,1.0
164822,AUS,1.0
164822,AUS_AEAC,1.0
164823,XOC,1.0
164823,AUS,1.0
164823,AUS_AEAC,1.0
164824,XOC,1.0
164824,AUS,1.0
164824,AUS_AEAC,1.0
164825,XOC,1.0
164825,AUS,1.0
164825,AUS_AEAC,1.0
165099,XLM,1.0
165099,CHL,1.0
165099,CHL_NCHI,1.0
165100,XLM,1.0
165100,CHL,1.0
165100,CHL_NCHI,1.0
165101,XLM,1.0
165101,CHL,1.0
165101,CHL_NCHI,1.0
165102,XLM,1.0
165102,CHL,1.0
165102,CHL_LPUN,0.26
165102,CHL_NCHI,0.74
165103,XLM,0.9999999999999998
165103,ARG,0.03
165103,CHL,0.97
165103,ARG_LAPL,0.029999999999999992
165103,CHL_LPUN,0.9699999999999998
165104,XLM,0.9999999999999998
165104,ARG,0.9199999999999999
165104,CHL,0.08
165104,ARG_LAPL,0.9199999999999998
165104,CHL_LPUN,0.07999999999999999
165105,XLM,1.0
165105,ARG,1.0
165105,ARG_LAPL,1.0
165106,XLM,1.0
165106,ARG,1.0
165106,ARG_LAPL,1.0
165107,XLM,1.0
165107,ARG,1.0
165107,ARG_LAPL,1.0
165108,XLM,1.0
165108,ARG,1.0
165108,ARG_LAPL,1.0
165109,XLM,1.0
165109,ARG,1.0
165109,ARG_LAPL,1.0
165110,XLM,1.0
165110,ARG,1.0
165110,ARG_LAPL,1.0
165111,XLM,1.0
165111,ARG,1.0
165111,ARG_LAPL,1.0
165112,XLM,1.0
165112,ARG,1.0
165112,ARG_LAPL,1.0
165113,XLM,1.0
165113,ARG,1.0
165113,ARG_LAPL,1.0
165114,XLM,1.0
165114,ARG,1.0
165114,ARG_LAPL,1.0
165115,XLM,1.0
165115,ARG,1.0
165115,ARG_LAPL,1.0
165116,XLM,1.0
165116,ARG,1.0
165116,ARG_LAPL,1.0
165117,XLM,1.0
165117,ARG,1.0
165117,ARG_LAPL,1.0
165118,XLM,1.0
165118,ARG,1.0
165118,ARG_LAPL,1.0
165119,XLM,1.0
165119,ARG,1.0
165119,ARG_LAPL,1.0
165120,XLM,1.0
165120,ARG,1.0
165120,ARG_LAPL,1.0
165121,XLM,1.0
165121,ARG,1.0
165121,ARG_LAPL,1.0
165122,XLM,1.0
165122,ARG,0.94
165122,PRY,0.06
165122,ARG_LAPL,0.94
165122,PRY_LAPL,0.06
165123,XLM,1.0
165123,ARG,0.53
165123,PRY,0.47
165123,ARG_LAPL,0.53
165123,PRY_LAPL,0.47
165124,XLM,1.0
165124,ARG,0.15
165124,PRY,0.85
165124,ARG_LAPL,0.15
165124,PRY_LAPL,0.85
165125,XLM,1.0
165125,PRY,1.0
165125,PRY_LAPL,1.0
165126,XLM,1.0
165126,PRY,1.0
165126,PRY_LAPL,1.0
165127,XLM,1.0
165127,PRY,1.0
165127,PRY_LAPL,1.0
165128,XLM,1.0
165128,PRY,1.0
165128,PRY_LAPL,1.0
165129,XLM,1.0
165129,PRY,1.0
165129,PRY_LAPL,1.0
165130,XLM,1.0
165130,PRY,1.0
165130,PRY_LAPL,1.0
165131,XLM,1.0
165131,PRY,1.0
165131,PRY_LAPL,1.0
165132,XLM,0.29
165132,BRA,0.7100000000000001
165132,PRY,0.29
165132,BRA_LAPL,0.7100000000000001
165132,PRY_LAPL,0.29
165133,BRA,1.0
165133,BRA_LAPL,1.0
165134,BRA,1.0
165134,BRA_LAPL,1.0
165135,BRA,1.0
165135,BRA_LAPL,1.0
165136,BRA,1.0
165136,BRA_LAPL,1.0
165137,BRA,1.0
165137,BRA_LAPL,1.0
165138,BRA,1.0
165138,BRA_LAPL,1.0
165139,BRA,1.0
165139,BRA_LAPL,1.0
165140,BRA,1.0
165140,BRA_LAPL,1.0
165141,BRA,1.0
165141,BRA_LAPL,0.61
165141,BRA_UBSA,0.38999999999999996
165142,BRA,1.0
165142,BRA_UBSA,1.0
165143,BRA,1.0
165143,BRA_UBSA,1.0
165144,BRA,1.0
165144,BRA_UBSA,1.0
165145,BRA,1.0
165145,BRA_UBSA,1.0
165146,BRA,1.0
165146,BRA_UBSA,1.0
165270,XAF,1.0
165270,NAM,1.0
165270,NAM_NAMC,1.0
165271,XAF,1.0
165271,NAM,1.0
165271,NAM_NAMC,1.0
165272,XAF,1.0
165272,NAM,1.0
165272,NAM_NAMC,1.0
165273,XAF,1.0
165273,NAM,1.0
165273,NAM_NAMC,0.7700000000000001
165273,NAM_ORAN,0.23000000000000004
165274,XAF,1.0
165274,NAM,1.0
165274,NAM_ORAN,1.0
165275,XAF,1.0
165275,NAM,1.0
165275,NAM_ORAN,1.0
165276,XAF,1.0
165276,NAM,1.0
165276,NAM_ORAN,1.0
165277,XAF,1.0
165277,NAM,1.0
165277,NAM_ORAN,1.0
165278,XAF,1.0
165278,NAM,1.0
165278,NAM_ORAN,1.0
165279,XAF,1.0
165279,NAM,1.0
165279,NAM_ORAN,1.0
165280,XAF,1.0
165280,NAM,1.0
165280,NAM_ORAN,1.0
165281,XAF,1.0
165281,BWA,0.7999999999999999
165281,ZAF,0.19999999999999998
165281,BWA_ORAN,0.8000000000000002
165281,ZAF_ORAN,0.20000000000000004
165282,XAF,1.0
165282,BWA,1.0
165282,BWA_ORAN,1.0
165283,XAF,1.0
165283,BWA,1.0
165283,BWA_ORAN,1.0
165284,XAF,1.0
165284,BWA,1.0
165284,BWA_ORAN,1.0
165285,XAF,1.0
165285,BWA,1.0
165285,BWA_ORAN,1.0
165286,XAF,1.0
165286,BWA,1.0
165286,BWA_ORAN,1.0
165287,XAF,1.0
165287,BWA,1.0
165287,BWA_ORAN,1.0
165288,XAF,1.0
165288,BWA,1.0
165288,BWA_ORAN,1.0
165289,XAF,1.0
165289,BWA,1.0
165289,BWA_ORAN,1.0
165290,XAF,1.0
165290,BWA,1.0
165290,BWA_ASII,0.19000000000000003
165290,BWA_ORAN,0.8100000000000002
165291,XAF,1.0
165291,BWA,1.0
165291,BWA_ASII,0.3
165291,BWA_LIMP,0.54
165291,BWA_ORAN,0.16
165292,XAF,1.0
165292,BWA,0.87
165292,ZAF,0.13
165292,BWA_LIMP,0.86
165292,ZAF_LIMP,0.13999999999999999
165293,XAF,1.0
165293,BWA,0.25
165293,ZAF,0.75
165293,BWA_LIMP,0.25
165293,ZAF_LIMP,0.75
165294,XAF,1.0
165294,ZAF,1.0
165294,ZAF_LIMP,1.0
165295,XAF,1.0
165295,ZAF,1.0
165295,ZAF_LIMP,1.0
165296,XAF,1.0
165296,ZAF,1.0
165296,ZAF_LIMP,1.0
165297,XAF,1.0
165297,ZAF,1.0
165297,ZAF_LIMP,1.0
165298,XAF,1.0
165298,ZAF,1.0
165298,ZAF_LIMP,1.0
165299,XAF,1.0
165299,ZAF,1.0
165299,ZAF_LIMP,1.0
165300,XAF,1.0
165300,ZAF,1.0
165300,ZAF_LIMP,1.0
165301,XAF,1.0
165301,ZAF,1.0
165301,ZAF_LIMP,1.0
165302,XAF,1.0
165302,ZAF,1.0
165302,ZAF_LIMP,0.8100000000000002
165302,ZAF_SASC,0.19000000000000003
165303,XAF,1.0
165303,ZAF,1.0
165303,ZAF_LIMP,0.12000000000000002
165303,ZAF_SASC,0.8800000000000001
165304,XAF,1.0
165304,ZAF,1.0
165304,ZAF_SASC,1.0
165305,XAF,1.0
165305,MOZ,1.0
165305,MOZ_LIMP,1.0
165306,XAF,1.0
165306,MOZ,1.0
165306,MOZ_LIMP,1.0
165307,XAF,1.0
165307,MOZ,1.0
165307,MOZ_LIMP,1.0
165308,XAF,1.0
165308,MOZ,1.0
165308,MOZ_AIOC,0.37999999999999995
165308,MOZ_LIMP,0.62
165309,XAF,1.0
165309,MOZ,1.0
165309,MOZ_AIOC,1.0
165310,XAF,1.0
165310,MOZ,1.0
165310,MOZ_AIOC,1.0
165311,XAF,1.0
165311,MOZ,1.0
165311,MOZ_AIOC,1.0
165328,XAF,1.0
165328,MDG,1.0
165328,MDG_MADA,1.0
165329,XAF,1.0
165329,MDG,1.0
165329,MDG_MADA,1.0
165330,XAF,1.0
165330,MDG,1.0
165330,MDG_MADA,1.0
165331,XAF,1.0
165331,MDG,1.0
165331,MDG_MADA,1.0
165332,XAF,1.0
165332,MDG,1.0
165332,MDG_MADA,1.0
165333,XAF,1.0
165333,MDG,1.0
165333,MDG_MADA,1.0
165334,XAF,1.0
165334,MDG,1.0
165334,MDG_MADA,1.0
165335,XAF,1.0
165335,MDG,1.0
165335,MDG_MADA,1.0
165467,XOC,1.0
165467,AUS,1.0
165468,XOC,1.0
165468,AUS,1.0
165468,AUS_AWEC,1.0
165469,XOC,1.0
165469,AUS,1.0
165469,AUS_AWEC,1.0
165470,XOC,1.0
165470,AUS,1.0
165470,AUS_AWEC,1.0
165471,XOC,1.0
165471,AUS,1.0
165471,AUS_AWEC,1.0
165472,XOC,1.0
165472,AUS,1.0
165472,AUS_AWEC,1.0
165473,XOC,1.0
165473,AUS,1.0
165473,AUS_AWEC,1.0
165474,XOC,1.0
165474,AUS,1.0
165474,AUS_AWEC,1.0
165475,XOC,1.0
165475,AUS,1.0
165475,AUS_AWEC,1.0
165476,XOC,1.0
165476,AUS,1.0
165476,AUS_AWEC,1.0
165477,XOC,1.0
165477,AUS,1.0
165477,AUS_AWEC,1.0
165478,XOC,1.0
165478,AUS,1.0
165478,AUS_AWEC,1.0
165479,XOC,1.0
165479,AUS,1.0
165479,AUS_AWEC,1.0
165480,XOC,1.0
165480,AUS,1.0
165480,AUS_AUNC,0.36000000000000004
165480,AUS_AWEC,0.64
165481,XOC,1.0
165481,AUS,1.0
165481,AUS_AUNC,1.0
165482,XOC,1.0
165482,AUS,1.0
165482,AUS_AUNC,1.0
165483,XOC,1.0
165483,AUS,1.0
165483,AUS_AUNC,1.0
165484,XOC,1.0
165484,AUS,1.0
165484,AUS_AUNC,1.0
165485,XOC,1.0
165485,AUS,1.0
165485,AUS_AUNC,1.0
165486,XOC,1.0
165486,AUS,1.0
165486,AUS_AUNC,1.0
165487,XOC,1.0
165487,AUS,1.0
165487,AUS_AINT,0.13999999999999999
165487,AUS_AUNC,0.86
165488,XOC,1.0
165488,AUS,1.0
165488,AUS_AINT,0.67
165488,AUS_AUNC,0.33
165489,XOC,1.0
165489,AUS,1.0
165489,AUS_AINT,0.98
165489,AUS_AUNC,0.02
165490,XOC,1.0
165490,AUS,1.0
165490,AUS_AINT,0.67
165490,AUS_AUNC,0.33
165491,XOC,1.0
165491,AUS,1.0
165491,AUS_AINT,0.57
165491,AUS_AUNC,0.43
165492,XOC,1.0
165492,AUS,1.0
165492,AUS_AINT,1.0
165493,XOC,1.0
165493,AUS,1.0
165493,AUS_AINT,1.0
165494,XOC,1.0
165494,AUS,1.0
165494,AUS_AINT,1.0
165495,XOC,1.0
165495,AUS,1.0
165495,AUS_AINT,1.0
165496,XOC,1.0
165496,AUS,1.0
165496,AUS_AINT,1.0
165497,XOC,1.0
165497,AUS,1.0
165497,AUS_AINT,1.0
165498,XOC,1.0
165498,AUS,1.0
165498,AUS_AINT,1.0
165499,XOC,1.0
165499,AUS,1.0
165499,AUS_AINT,1.0
165500,XOC,1.0
165500,AUS,1.0
165500,AUS_AINT,1.0
165501,XOC,1.0
165501,AUS,1.0
165501,AUS_AINT,1.0
165502,XOC,1.0
165502,AUS,1.0
165502,AUS_AINT,1.0
165503,XOC,1.0
165503,AUS,1.0
165503,AUS_AINT,1.0
165504,XOC,1.0
165504,AUS,1.0
165504,AUS_AINT,1.0
165505,XOC,1.0
165505,AUS,1.0
165505,AUS_AINT,1.0
165506,XOC,1.0
165506,AUS,1.0
165506,AUS_AINT,1.0
165507,XOC,1.0
165507,AUS,1.0
165507,AUS_AINT,1.0
165508,XOC,1.0
165508,AUS,1.0
165508,AUS_AINT,1.0
165509,XOC,1.0
165509,AUS,1.0
165509,AUS_AINT,1.0
165510,XOC,1.0
165510,AUS,1.0
165510,AUS_AINT,1.0
165511,XOC,1.0
165511,AUS,1.0
165511,AUS_AINT,1.0
165512,XOC,1.0
165512,AUS,1.0
165512,AUS_AINT,1.0
165513,XOC,1.0
165513,AUS,1.0
165513,AUS_AINT,1.0
165514,XOC,1.0
165514,AUS,1.0
165514,AUS_AINT,1.0
165515,XOC,1.0
165515,AUS,1.0
165515,AUS_AINT,1.0
165516,XOC,1.0
165516,AUS,1.0
165516,AUS_AINT,1.0
165517,XOC,1.0
165517,AUS,1.0
165517,AUS_AINT,1.0
165518,XOC,1.0
165518,AUS,1.0
165518,AUS_AINT,1.0
165519,XOC,1.0
165519,AUS,1.0
165519,AUS_AINT,1.0
165520,XOC,1.0
165520,AUS,1.0
165520,AUS_AINT,1.0
165521,XOC,1.0
165521,AUS,1.0
165521,AUS_AINT,1.0
165522,XOC,1.0
165522,AUS,1.0
165522,AUS_AINT,1.0
165523,XOC,1.0
165523,AUS,1.0
165523,AUS_AINT,1.0
165524,XOC,1.0
165524,AUS,1.0
165524,AUS_AINT,1.0
165525,XOC,1.0
165525,AUS,1.0
165525,AUS_AINT,1.0
165526,XOC,1.0
165526,AUS,1.0
165526,AUS_AINT,1.0
165527,XOC,1.0
165527,AUS,1.0
165527,AUS_AINT,1.0
165528,XOC,1.0
165528,AUS,1.0
165528,AUS_AINT,1.0
165529,XOC,1.0
165529,AUS,1.0
165529,AUS_AINT,1.0
165530,XOC,1.0
165530,AUS,1.0
165530,AUS_AINT,1.0
165531,XOC,1.0
165531,AUS,1.0
165531,AUS_AINT,1.0
