basin,year,type,Value
AFG_CSEC,2010,C_BIR,0.4640196978986089
AFG_CSEC,2010,C_BRF,1.6962698848287288
AFG_CSEC,2015,FRS,42.09291564525625
AFG_CSEC,2015,GL,3090.1486793372037
AFG_CSEC,2015,CL,529.578520576362
AFG_CSEC,2015,CROP_FLW,762.6990063260629
AFG_CSEC,2015,PAS,4010.5778524996995
AFG_CSEC,2015,OL,8.925410225279687e-05
AFG_CSEC,2015,PRMFRS,41.42449949249448
AFG_CSEC,2015,SECFRS,0.6684161527617649
AFG_CSEC,2015,MNGFRS,12.946914931403906
AFG_CSEC,2015,UMNFRS,29.14600071385234
AFG_CSEC,2015,NRMFRS,42.09291564525625
AFG_CSEC,2015,AGOFRS,21.47023180119643
AFG_CSEC,2015,PRMGL,2195.2620304025177
AFG_CSEC,2015,SECGL,894.8866489346859
AFG_CSEC,2015,MNGPAS,2.102178329086917
AFG_CSEC,2015,RAN,4008.475674170613
AFG_CSEC,2015,PDRIR,12.271786669722681
AFG_CSEC,2015,WHTIR,78.38304808140016
AFG_CSEC,2015,GROIR,49.85294330715311
AFG_CSEC,2015,OSDIR,3.687964447682933
AFG_CSEC,2015,OTH_AIR,11.350584074601816
AFG_CSEC,2015,PDRRF,3.42384715477831
AFG_CSEC,2015,WHTRF,274.4141038398137
AFG_CSEC,2015,GRORF,26.90183055709031
AFG_CSEC,2015,OSDRF,0.6459046410382
AFG_CSEC,2015,OTH_ARF,66.67474671328824
AFG_CSEC,2015,CLDEGS,517.7316898021712
AFG_CSEC,2015,NRFABD,0.30147212150997593
AFG_CSEC,2015,NRGABD,72.91534309184944
AFG_CSEC,2015,DEG,11.464053210520014
AFG_CSEC,2015,NRFABDCUM,0.6684161527617649
AFG_CSEC,2015,NRGABDCUM,95.62249313768994
AFG_CSEC,2015,C_BIR,0.4640196978986089
AFG_CSEC,2015,C_BRF,1.5078069403923982
AFG_CSEC,2020,FRS,33.885887780252766
AFG_CSEC,2020,GL,2804.5439708819854
AFG_CSEC,2020,CL,516.4187977514174
AFG_CSEC,2020,CROP_FLW,710.2555314759938
AFG_CSEC,2020,PAS,4293.858432434476
AFG_CSEC,2020,SL,76.13440090335565
AFG_CSEC,2020,OL,0.0001880807671466096
AFG_CSEC,2020,PRMFRS,33.885887780252766
AFG_CSEC,2020,MNGFRS,4.739916212371996
AFG_CSEC,2020,UMNFRS,29.145971567880775
AFG_CSEC,2020,NRMFRS,33.88592166614055
AFG_CSEC,2020,AGOFRS,21.44749489940208
AFG_CSEC,2020,PRMGL,2137.996309272564
AFG_CSEC,2020,SECGL,666.5476616094222
