scenario,year,region,type,value
SSP2_BaU_NoCC,2090,JPN,CROP_FLW,1061.3810086299466
SSP2_BaU_NoCC,2090,JPN,PRM_FRS,24633.584238867406
SSP2_BaU_NoCC,2090,JPN,MNG_FRS,998.0278778645328
SSP2_BaU_NoCC,2090,JPN,BIOCROP,252.58763368637284
SSP2_BaU_NoCC,2090,JPN,GRAZING,51.98236431084264
SSP2_BaU_NoCC,2090,JPN,GRASS,798.7709702153671
SSP2_BaU_NoCC,2090,JPN,URB,1710.2899680175783
SSP2_BaU_NoCC,2090,XSE,OTH,14506.901
SSP2_BaU_NoCC,2090,XSE,CROP,72698.46936210968
SSP2_BaU_NoCC,2090,XSE,CROP_FLW,11244.437845567285
SSP2_BaU_NoCC,2090,XSE,PRM_FRS,216025.868423029
SSP2_BaU_NoCC,2090,XSE,MNG_FRS,5741.637709208019
SSP2_BaU_NoCC,2090,XSE,BIOCROP,15527.148702747354
SSP2_BaU_NoCC,2090,XSE,GRAZING,139932.38991447492
SSP2_BaU_NoCC,2090,XSE,GRASS,73095.3340507133
SSP2_BaU_NoCC,2090,XSE,URB,3032.1656320037837
SSP2_BaU_NoCC,2090,XSA,OTH,44675.7545
SSP2_BaU_NoCC,2090,XSA,CROP,53354.20926104584
SSP2_BaU_NoCC,2090,XSA,CROP_FLW,1874.4173599987
SSP2_BaU_NoCC,2090,XSA,PRM_FRS,5134.845539590443
SSP2_BaU_NoCC,2090,XSA,MNG_FRS,3262.1084103926237
SSP2_BaU_NoCC,2090,XSA,BIOCROP,2371.086665048475
SSP2_BaU_NoCC,2090,XSA,GRAZING,44614.6849470648
SSP2_BaU_NoCC,2090,XSA,GRASS,28451.569244635175
SSP2_BaU_NoCC,2090,XSA,URB,866.7895990753174
SSP2_BaU_NoCC,2090,CAN,OTH,283585.656
SSP2_BaU_NoCC,2090,CAN,CROP,35664.81058815842
SSP2_BaU_NoCC,2090,CAN,CROP_FLW,24072.49137153789
SSP2_BaU_NoCC,2090,CAN,PRM_FRS,258821.10873638367
SSP2_BaU_NoCC,2090,CAN,MNG_FRS,36559.668108729275
SSP2_BaU_NoCC,2090,CAN,BIOCROP,7843.471406535584
SSP2_BaU_NoCC,2090,CAN,GRAZING,15382.533167271085
SSP2_BaU_NoCC,2090,CAN,GRASS,7005.673164516636
SSP2_BaU_NoCC,2090,CAN,URB,785.9824775390625
SSP2_BaU_NoCC,2090,BRA,CROP,65033.69772918422
SSP2_BaU_NoCC,2090,BRA,CROP_FLW,1822.3259445513274
SSP2_BaU_NoCC,2090,BRA,PRM_FRS,418757.1687524711
SSP2_BaU_NoCC,2090,BRA,MNG_FRS,3396.3793616242965
SSP2_BaU_NoCC,2090,BRA,BIOCROP,10587.731317019046
SSP2_BaU_NoCC,2090,BRA,GRAZING,274308.66824364866
SSP2_BaU_NoCC,2090,BRA,GRASS,126608.5971052159
SSP2_BaU_NoCC,2090,BRA,URB,3742.538360931397
SSP2_BaU_NoCC,2090,XLM,OTH,72183.21731250001
SSP2_BaU_NoCC,2090,XLM,CROP,79164.84296306505
SSP2_BaU_NoCC,2090,XLM,CROP_FLW,19242.54845275971
SSP2_BaU_NoCC,2090,XLM,PRM_FRS,398817.9654025961
SSP2_BaU_NoCC,2090,XLM,MNG_FRS,11027.489378296152
SSP2_BaU_NoCC,2090,XLM,BIOCROP,5145.504140753272
SSP2_BaU_NoCC,2090,XLM,GRAZING,418096.33430242375
SSP2_BaU_NoCC,2090,XLM,GRASS,222287.06007926376
SSP2_BaU_NoCC,2090,XLM,URB,4894.335314867021
SSP2_BaU_NoCC,2090,CIS,OTH,253974.9918984375
SSP2_BaU_NoCC,2090,CIS,CROP,64572.39179889677
SSP2_BaU_NoCC,2090,CIS,CROP_FLW,84409.40608261153
SSP2_BaU_NoCC,2090,CIS,PRM_FRS,862547.265452835
SSP2_BaU_NoCC,2090,CIS,MNG_FRS,22336.585029997845
SSP2_BaU_NoCC,2090,CIS,BIOCROP,14314.191850395193
SSP2_BaU_NoCC,2090,CIS,GRAZING,372480.40806678985
SSP2_BaU_NoCC,2090,CIS,GRASS,184637.63395223665
SSP2_BaU_NoCC,2090,CIS,URB,5880.5270887603765
SSP2_BaU_NoCC,2090,XME,OTH,281021.7655625
SSP2_BaU_NoCC,2090,XME,CROP,42979.79658480931
SSP2_BaU_NoCC,2090,XME,CROP_FLW,1274.146399053395
SSP2_BaU_NoCC,2090,XME,PRM_FRS,5726.978124322122
SSP2_BaU_NoCC,2090,XME,MNG_FRS,476.1346344552521
SSP2_BaU_NoCC,2090,XME,BIOCROP,9871.90351042444
SSP2_BaU_NoCC,2090,XME,GRAZING,272533.5577519806
SSP2_BaU_NoCC,2090,XME,GRASS,64131.754351037285
SSP2_BaU_NoCC,2090,XME,URB,2128.071955810547
SSP2_BaU_NoCC,2090,XNF,OTH,456890.6350624999
SSP2_BaU_NoCC,2090,XNF,CROP,34950.69448938262
SSP2_BaU_NoCC,2090,XNF,CROP_FLW,537.4594533883206
SSP2_BaU_NoCC,2090,XNF,PRM_FRS,1556.4218006209774
SSP2_BaU_NoCC,2090,XNF,MNG_FRS,46.77552763992524
SSP2_BaU_NoCC,2090,XNF,BIOCROP,2084.2458227233246
SSP2_BaU_NoCC,2090,XNF,GRAZING,74942.73991071197
SSP2_BaU_NoCC,2090,XNF,GRASS,1129.6304365995095
SSP2_BaU_NoCC,2090,XNF,URB,927.4797019042969
SSP2_BaU_NoCC,2090,XAF,OTH,399410.63371875
SSP2_BaU_NoCC,2090,XAF,CROP,580718.0609924004
SSP2_BaU_NoCC,2090,XAF,CROP_FLW,6134.426974519375
SSP2_BaU_NoCC,2090,XAF,PRM_FRS,288800.89749402844
SSP2_BaU_NoCC,2090,XAF,MNG_FRS,22927.317644480085
SSP2_BaU_NoCC,2090,XAF,BIOCROP,12867.703460293927
SSP2_BaU_NoCC,2090,XAF,GRAZING,1049499.1462826936
SSP2_BaU_NoCC,2090,XAF,GRASS,376325.24531886156
SSP2_BaU_NoCC,2090,XAF,URB,2896.931178625107
SSP2_BaU_NoCC,2090,ASIA2,OTH,312611.42105468747
SSP2_BaU_NoCC,2090,ASIA2,CROP,364392.2126508158
SSP2_BaU_NoCC,2090,ASIA2,CROP_FLW,14180.236214195933
SSP2_BaU_NoCC,2090,ASIA2,PRM_FRS,510669.6686168212
SSP2_BaU_NoCC,2090,ASIA2,MNG_FRS,28113.032919973364
SSP2_BaU_NoCC,2090,ASIA2,BIOCROP,63415.160638589354
SSP2_BaU_NoCC,2090,ASIA2,GRAZING,581076.8386247058
SSP2_BaU_NoCC,2090,ASIA2,GRASS,223472.27169034653
SSP2_BaU_NoCC,2090,ASIA2,URB,16641.596986114502
SSP2_BaU_NoCC,2090,World,OTH,2111196.772609375
SSP2_BaU_NoCC,2090,World,CROP,1540069.7268633032
SSP2_BaU_NoCC,2090,World,CROP_FLW,299507.1125433188
SSP2_BaU_NoCC,2090,World,PRM_FRS,3260402.4819843653
SSP2_BaU_NoCC,2090,World,MNG_FRS,213315.88052001942
SSP2_BaU_NoCC,2090,World,BIOCROP,203262.67296525446
SSP2_BaU_NoCC,2090,World,GRAZING,3777700.6560279997
SSP2_BaU_NoCC,2090,World,GRASS,1836327.144958849
SSP2_BaU_NoCC,2090,World,URB,61494.25336591386
SSP2_BaU_NoCC,2090,Non-OECD,OTH,1776092.664609375
SSP2_BaU_NoCC,2090,Non-OECD,CROP,1230246.705552503
SSP2_BaU_NoCC,2090,Non-OECD,CROP_FLW,126539.16851244964
SSP2_BaU_NoCC,2090,Non-OECD,PRM_FRS,2462242.7814048273
SSP2_BaU_NoCC,2090,Non-OECD,MNG_FRS,87325.68661860238
SSP2_BaU_NoCC,2090,Non-OECD,BIOCROP,118033.85310651218
SSP2_BaU_NoCC,2090,Non-OECD,GRAZING,3042885.7108186437
SSP2_BaU_NoCC,2090,Non-OECD,GRASS,1197793.4219633457
SSP2_BaU_NoCC,2090,Non-OECD,URB,35401.19061899567
SSP2_BaU_NoCC,2090,Industrial,OTH,321872.108
SSP2_BaU_NoCC,2090,Industrial,CROP,254698.3810401024
SSP2_BaU_NoCC,2090,Industrial,CROP_FLW,161783.29341868544
SSP2_BaU_NoCC,2090,Industrial,PRM_FRS,760481.0930749928
SSP2_BaU_NoCC,2090,Industrial,MNG_FRS,121933.23584702663
SSP2_BaU_NoCC,2090,Industrial,BIOCROP,76721.20918474166
SSP2_BaU_NoCC,2090,Industrial,GRAZING,703903.6582501782
SSP2_BaU_NoCC,2090,Industrial,GRASS,611540.5739005283
SSP2_BaU_NoCC,2090,Industrial,URB,24181.440413742544
SSP2_BaU_NoCC,2090,Transition,OTH,520635.75745312497
SSP2_BaU_NoCC,2090,Transition,CROP,421505.2721703879
SSP2_BaU_NoCC,2090,Transition,CROP_FLW,97416.38263934663
SSP2_BaU_NoCC,2090,Transition,PRM_FRS,1583858.4121251863
SSP2_BaU_NoCC,2090,Transition,MNG_FRS,47901.181368520716
SSP2_BaU_NoCC,2090,Transition,BIOCROP,78673.871478522
SSP2_BaU_NoCC,2090,Transition,GRAZING,1074178.144668471
SSP2_BaU_NoCC,2090,Transition,GRASS,459365.9775772103
SSP2_BaU_NoCC,2090,Transition,URB,22567.039569885255
SSP2_BaU_NoCC,2090,Developing,OTH,1268688.90715625
SSP2_BaU_NoCC,2090,Developing,CROP,863866.073652813
SSP2_BaU_NoCC,2090,Developing,CROP_FLW,40307.43648528679
SSP2_BaU_NoCC,2090,Developing,PRM_FRS,916062.9767841871
SSP2_BaU_NoCC,2090,Developing,MNG_FRS,43481.463304472054
SSP2_BaU_NoCC,2090,Developing,BIOCROP,47867.59230199079
SSP2_BaU_NoCC,2090,Developing,GRAZING,1999618.8531093497
SSP2_BaU_NoCC,2090,Developing,GRASS,765420.5934811105
SSP2_BaU_NoCC,2090,Developing,URB,14745.773382286072
SSP2_BaU_NoCC,2090,R5ASIA,OTH,312611.42105468747
SSP2_BaU_NoCC,2090,R5ASIA,CROP,362827.22099476476
SSP2_BaU_NoCC,2090,R5ASIA,CROP_FLW,13118.855205565986
SSP2_BaU_NoCC,2090,R5ASIA,PRM_FRS,486036.0843779538
SSP2_BaU_NoCC,2090,R5ASIA,MNG_FRS,27115.00504210883
SSP2_BaU_NoCC,2090,R5ASIA,BIOCROP,63162.57300490298
SSP2_BaU_NoCC,2090,R5ASIA,GRAZING,581024.8562603949
SSP2_BaU_NoCC,2090,R5ASIA,GRASS,222673.50072013115
SSP2_BaU_NoCC,2090,R5ASIA,URB,14931.307018096923
SSP2_BaU_NoCC,2090,R5OECD90+EU,OTH,335104.108
SSP2_BaU_NoCC,2090,R5OECD90+EU,CROP,309823.0213108001
SSP2_BaU_NoCC,2090,R5OECD90+EU,CROP_FLW,172967.94403086923
SSP2_BaU_NoCC,2090,R5OECD90+EU,PRM_FRS,798159.7005795385
SSP2_BaU_NoCC,2090,R5OECD90+EU,MNG_FRS,125990.19390141702
SSP2_BaU_NoCC,2090,R5OECD90+EU,BIOCROP,85228.81985874227
SSP2_BaU_NoCC,2090,R5OECD90+EU,GRAZING,734814.9452093557
SSP2_BaU_NoCC,2090,R5OECD90+EU,GRASS,638533.7229955032
SSP2_BaU_NoCC,2090,R5OECD90+EU,URB,26093.062746918204
SSP2_BaU_NoCC,2090,R5REF,OTH,253974.9918984375
SSP2_BaU_NoCC,2090,R5REF,CROP,64572.39179889677
SSP2_BaU_NoCC,2090,R5REF,CROP_FLW,84409.40608261153
SSP2_BaU_NoCC,2090,R5REF,PRM_FRS,862547.265452835
SSP2_BaU_NoCC,2090,R5REF,MNG_FRS,22336.585029997845
SSP2_BaU_NoCC,2090,R5REF,BIOCROP,14314.191850395193
SSP2_BaU_NoCC,2090,R5REF,GRAZING,372480.40806678985
SSP2_BaU_NoCC,2090,R5REF,GRASS,184637.63395223665
SSP2_BaU_NoCC,2090,R5REF,URB,5880.5270887603765
SSP2_BaU_NoCC,2090,R5MAF,OTH,1137323.0343437498
SSP2_BaU_NoCC,2090,R5MAF,CROP,658648.5520665923
SSP2_BaU_NoCC,2090,R5MAF,CROP_FLW,7946.032826961091
SSP2_BaU_NoCC,2090,R5MAF,PRM_FRS,296084.29741897155
SSP2_BaU_NoCC,2090,R5MAF,MNG_FRS,23450.22780657526
SSP2_BaU_NoCC,2090,R5MAF,BIOCROP,24823.852793441692
SSP2_BaU_NoCC,2090,R5MAF,GRAZING,1396975.4439453862
SSP2_BaU_NoCC,2090,R5MAF,GRASS,441586.63010649837
SSP2_BaU_NoCC,2090,R5MAF,URB,5952.48283633995
SSP2_BaU_NoCC,2090,R5LAM,OTH,72183.21731250001
SSP2_BaU_NoCC,2090,R5LAM,CROP,144198.54069224925
SSP2_BaU_NoCC,2090,R5LAM,CROP_FLW,21064.87439731104
SSP2_BaU_NoCC,2090,R5LAM,PRM_FRS,817575.1341550671
SSP2_BaU_NoCC,2090,R5LAM,MNG_FRS,14423.868739920448
SSP2_BaU_NoCC,2090,R5LAM,BIOCROP,15733.235457772318
SSP2_BaU_NoCC,2090,R5LAM,GRAZING,692405.0025460725
SSP2_BaU_NoCC,2090,R5LAM,GRASS,348895.65718447964
SSP2_BaU_NoCC,2090,R5LAM,URB,8636.873675798419
SSP2_BaU_NoCC,2095,USA,OTH,33613.452
SSP2_BaU_NoCC,2095,USA,CROP,123454.28441578454
SSP2_BaU_NoCC,2095,USA,CROP_FLW,74991.29436362085
SSP2_BaU_NoCC,2095,USA,PRM_FRS,226416.66993902696
SSP2_BaU_NoCC,2095,USA,MNG_FRS,40796.11143377167
SSP2_BaU_NoCC,2095,USA,BIOCROP,33226.01123936084
SSP2_BaU_NoCC,2095,USA,GRAZING,237961.2543660056
SSP2_BaU_NoCC,2095,USA,GRASS,97306.28312624557
SSP2_BaU_NoCC,2095,USA,URB,11695.345311309815
SSP2_BaU_NoCC,2095,XE25,OTH,3206.0
SSP2_BaU_NoCC,2095,XE25,CROP,58582.807136803014
SSP2_BaU_NoCC,2095,XE25,CROP_FLW,25596.946686510728
SSP2_BaU_NoCC,2095,XE25,PRM_FRS,100827.49101788887
SSP2_BaU_NoCC,2095,XE25,MNG_FRS,36294.4984569163
SSP2_BaU_NoCC,2095,XE25,BIOCROP,30249.610702084334
SSP2_BaU_NoCC,2095,XE25,GRAZING,60528.22676129339
SSP2_BaU_NoCC,2095,XE25,GRASS,31624.687294249314
SSP2_BaU_NoCC,2095,XE25,URB,9106.496241195679
SSP2_BaU_NoCC,2095,XER,OTH,13232.0
SSP2_BaU_NoCC,2095,XER,CROP,28254.765612401003
SSP2_BaU_NoCC,2095,XER,CROP_FLW,7015.226168600799
SSP2_BaU_NoCC,2095,XER,PRM_FRS,31056.835756543587
SSP2_BaU_NoCC,2095,XER,MNG_FRS,3099.140350822917
SSP2_BaU_NoCC,2095,XER,BIOCROP,6757.040092225273
SSP2_BaU_NoCC,2095,XER,GRAZING,16589.735285348255
SSP2_BaU_NoCC,2095,XER,GRASS,6345.368495447674
SSP2_BaU_NoCC,2095,XER,URB,1090.242361709595
SSP2_BaU_NoCC,2095,TUR,CROP,25381.899105438668
SSP2_BaU_NoCC,2095,TUR,CROP_FLW,4610.320953991725
SSP2_BaU_NoCC,2095,TUR,PRM_FRS,7351.449107999417
SSP2_BaU_NoCC,2095,TUR,MNG_FRS,711.4745804296825
SSP2_BaU_NoCC,2095,TUR,BIOCROP,1778.8417977392871
SSP2_BaU_NoCC,2095,TUR,GRAZING,14447.074068655233
SSP2_BaU_NoCC,2095,TUR,GRASS,21057.731794327225
SSP2_BaU_NoCC,2095,TUR,URB,821.3799714660644
SSP2_BaU_NoCC,2095,XOC,OTH,1467.0
SSP2_BaU_NoCC,2095,XOC,CROP,34874.7221054388
SSP2_BaU_NoCC,2095,XOC,CROP_FLW,36210.26043959035
SSP2_BaU_NoCC,2095,XOC,PRM_FRS,153421.93141880256
SSP2_BaU_NoCC,2095,XOC,MNG_FRS,3683.4073363640264
SSP2_BaU_NoCC,2095,XOC,BIOCROP,5151.301720285814
SSP2_BaU_NoCC,2095,XOC,GRAZING,391217.58124275476
SSP2_BaU_NoCC,2095,XOC,GRASS,473934.9812206987
SSP2_BaU_NoCC,2095,XOC,URB,883.3264156804086
SSP2_BaU_NoCC,2095,CHN,OTH,239998.39534375
SSP2_BaU_NoCC,2095,CHN,CROP,50077.30830104117
SSP2_BaU_NoCC,2095,CHN,PRM_FRS,243339.018672389
SSP2_BaU_NoCC,2095,CHN,MNG_FRS,7441.670317550274
SSP2_BaU_NoCC,2095,CHN,BIOCROP,29775.76829617617
SSP2_BaU_NoCC,2095,CHN,GRAZING,387081.71050440863
SSP2_BaU_NoCC,2095,CHN,GRASS,104896.30344668303
SSP2_BaU_NoCC,2095,CHN,URB,8006.078889526368
SSP2_BaU_NoCC,2095,IND,OTH,13430.3702109375
SSP2_BaU_NoCC,2095,IND,CROP,180676.63082836132
SSP2_BaU_NoCC,2095,IND,PRM_FRS,28188.53178882547
SSP2_BaU_NoCC,2095,IND,MNG_FRS,9459.838363170118
SSP2_BaU_NoCC,2095,IND,BIOCROP,16187.999203239258
SSP2_BaU_NoCC,2095,IND,GRAZING,8686.47574724782
SSP2_BaU_NoCC,2095,IND,GRASS,16818.632701104976
SSP2_BaU_NoCC,2095,IND,URB,3026.2728974914553
SSP2_BaU_NoCC,2095,JPN,CROP,1494.5993170004137
SSP2_BaU_NoCC,2095,JPN,CROP_FLW,1070.8349478920927
SSP2_BaU_NoCC,2095,JPN,PRM_FRS,24767.50233108404
SSP2_BaU_NoCC,2095,JPN,MNG_FRS,922.5496514832078
SSP2_BaU_NoCC,2095,JPN,BIOCROP,245.21318684525122
SSP2_BaU_NoCC,2095,JPN,GRAZING,52.25214648196052
SSP2_BaU_NoCC,2095,JPN,GRASS,808.3741688384871
SSP2_BaU_NoCC,2095,JPN,URB,1710.2899680175783
SSP2_BaU_NoCC,2095,XSE,OTH,14506.901
SSP2_BaU_NoCC,2095,XSE,CROP,69786.94948674265
SSP2_BaU_NoCC,2095,XSE,CROP_FLW,11503.594728848784
SSP2_BaU_NoCC,2095,XSE,PRM_FRS,218160.31543336518
SSP2_BaU_NoCC,2095,XSE,MNG_FRS,5376.229916368569
SSP2_BaU_NoCC,2095,XSE,BIOCROP,16096.703241375764
SSP2_BaU_NoCC,2095,XSE,GRAZING,140407.41043111897
SSP2_BaU_NoCC,2095,XSE,GRASS,72934.0827700296
SSP2_BaU_NoCC,2095,XSE,URB,3032.1656320037837
SSP2_BaU_NoCC,2095,XSA,OTH,44675.7545
SSP2_BaU_NoCC,2095,XSA,CROP,53216.99507981205
SSP2_BaU_NoCC,2095,XSA,CROP_FLW,1839.5173844830176
SSP2_BaU_NoCC,2095,XSA,PRM_FRS,5171.478727301135
SSP2_BaU_NoCC,2095,XSA,MNG_FRS,3109.83671834721
SSP2_BaU_NoCC,2095,XSA,BIOCROP,2560.8919981755103
SSP2_BaU_NoCC,2095,XSA,GRAZING,44911.2099706411
SSP2_BaU_NoCC,2095,XSA,GRASS,28252.9915490157
SSP2_BaU_NoCC,2095,XSA,URB,866.7895990753174
SSP2_BaU_NoCC,2095,CAN,OTH,283585.656
SSP2_BaU_NoCC,2095,CAN,CROP,35676.785000209966
SSP2_BaU_NoCC,2095,CAN,CROP_FLW,24111.22318197331
SSP2_BaU_NoCC,2095,CAN,PRM_FRS,260497.21041528738
SSP2_BaU_NoCC,2095,CAN,MNG_FRS,34911.16947138511
SSP2_BaU_NoCC,2095,CAN,BIOCROP,7700.827934858654
SSP2_BaU_NoCC,2095,CAN,GRAZING,15430.04825384438
SSP2_BaU_NoCC,2095,CAN,GRASS,7022.492285573894
SSP2_BaU_NoCC,2095,CAN,URB,785.9824775390625
SSP2_BaU_NoCC,2095,BRA,CROP,64557.28411120964
SSP2_BaU_NoCC,2095,BRA,CROP_FLW,1722.0568589243608
SSP2_BaU_NoCC,2095,BRA,PRM_FRS,415461.18729036354
SSP2_BaU_NoCC,2095,BRA,MNG_FRS,3160.66562058544
SSP2_BaU_NoCC,2095,BRA,BIOCROP,11577.708686835993
SSP2_BaU_NoCC,2095,BRA,GRAZING,280200.51338897995
SSP2_BaU_NoCC,2095,BRA,GRASS,123835.15249681546
SSP2_BaU_NoCC,2095,BRA,URB,3742.538360931397
SSP2_BaU_NoCC,2095,XLM,OTH,72183.21731250001
SSP2_BaU_NoCC,2095,XLM,CROP,77732.03814281193
SSP2_BaU_NoCC,2095,XLM,CROP_FLW,18865.055598522194
SSP2_BaU_NoCC,2095,XLM,PRM_FRS,399825.07603505446
SSP2_BaU_NoCC,2095,XLM,MNG_FRS,10448.464226194315
SSP2_BaU_NoCC,2095,XLM,BIOCROP,5479.332142379888
SSP2_BaU_NoCC,2095,XLM,GRAZING,422396.36048581713
SSP2_BaU_NoCC,2095,XLM,GRASS,219035.41808837754
SSP2_BaU_NoCC,2095,XLM,URB,4894.335314867021
SSP2_BaU_NoCC,2095,CIS,OTH,253974.9918984375
SSP2_BaU_NoCC,2095,CIS,CROP,62523.96997408503
SSP2_BaU_NoCC,2095,CIS,CROP_FLW,83868.68455882568
SSP2_BaU_NoCC,2095,CIS,PRM_FRS,866495.1818759796
SSP2_BaU_NoCC,2095,CIS,MNG_FRS,20868.624474133125
SSP2_BaU_NoCC,2095,CIS,BIOCROP,14542.675725096347
SSP2_BaU_NoCC,2095,CIS,GRAZING,373011.8609988294
SSP2_BaU_NoCC,2095,CIS,GRASS,183986.8846268136
SSP2_BaU_NoCC,2095,CIS,URB,5880.5270887603765
SSP2_BaU_NoCC,2095,XME,OTH,281021.7655625
SSP2_BaU_NoCC,2095,XME,CROP,42753.105460635685
SSP2_BaU_NoCC,2095,XME,CROP_FLW,1228.1084579325998
SSP2_BaU_NoCC,2095,XME,PRM_FRS,5689.342406478572
SSP2_BaU_NoCC,2095,XME,MNG_FRS,453.5183380968666
SSP2_BaU_NoCC,2095,XME,BIOCROP,9902.506363423747
SSP2_BaU_NoCC,2095,XME,GRAZING,274399.35754890065
SSP2_BaU_NoCC,2095,XME,GRASS,62568.332780614364
SSP2_BaU_NoCC,2095,XME,URB,2128.071955810547
SSP2_BaU_NoCC,2095,XNF,OTH,456890.6350624999
SSP2_BaU_NoCC,2095,XNF,CROP,34571.01544994088
SSP2_BaU_NoCC,2095,XNF,CROP_FLW,513.7586662135365
SSP2_BaU_NoCC,2095,XNF,PRM_FRS,1548.4951371223165
SSP2_BaU_NoCC,2095,XNF,MNG_FRS,44.34464117643516
SSP2_BaU_NoCC,2095,XNF,BIOCROP,2092.129439006461
SSP2_BaU_NoCC,2095,XNF,GRAZING,75417.34093536437
SSP2_BaU_NoCC,2095,XNF,GRASS,1060.883172242559
SSP2_BaU_NoCC,2095,XNF,URB,927.4797019042969
SSP2_BaU_NoCC,2095,XAF,OTH,399410.63371875
SSP2_BaU_NoCC,2095,XAF,CROP,593983.8083817195
SSP2_BaU_NoCC,2095,XAF,CROP_FLW,5641.025869469978
SSP2_BaU_NoCC,2095,XAF,PRM_FRS,281191.812988363
SSP2_BaU_NoCC,2095,XAF,MNG_FRS,22227.660882238215
SSP2_BaU_NoCC,2095,XAF,BIOCROP,14327.693727211366
SSP2_BaU_NoCC,2095,XAF,GRAZING,1055344.6284244992
SSP2_BaU_NoCC,2095,XAF,GRASS,364556.1678937765
SSP2_BaU_NoCC,2095,XAF,URB,2896.931178625107
SSP2_BaU_NoCC,2095,ASIA2,OTH,312611.42105468747
SSP2_BaU_NoCC,2095,ASIA2,CROP,355252.4830129576
SSP2_BaU_NoCC,2095,ASIA2,CROP_FLW,14413.947061223895
SSP2_BaU_NoCC,2095,ASIA2,PRM_FRS,519626.84695296484
SSP2_BaU_NoCC,2095,ASIA2,MNG_FRS,26310.124966919382
SSP2_BaU_NoCC,2095,ASIA2,BIOCROP,64866.57592581195
SSP2_BaU_NoCC,2095,ASIA2,GRAZING,581139.0587998984
SSP2_BaU_NoCC,2095,ASIA2,GRASS,223710.3846356718
SSP2_BaU_NoCC,2095,ASIA2,URB,16641.596986114502
SSP2_BaU_NoCC,2095,World,OTH,2111196.772609375
SSP2_BaU_NoCC,2095,World,CROP,1537598.9679094362
SSP2_BaU_NoCC,2095,World,CROP_FLW,298787.90886539995
SSP2_BaU_NoCC,2095,World,PRM_FRS,3269409.530341875
SSP2_BaU_NoCC,2095,World,MNG_FRS,203009.2047790335
SSP2_BaU_NoCC,2095,World,BIOCROP,207652.25549631997
SSP2_BaU_NoCC,2095,World,GRAZING,3798083.0405601915
SSP2_BaU_NoCC,2095,World,GRASS,1816044.767910854
SSP2_BaU_NoCC,2095,World,URB,61494.25336591386
SSP2_BaU_NoCC,2095,Non-OECD,OTH,1776092.664609375
SSP2_BaU_NoCC,2095,Non-OECD,CROP,1229879.10521636
SSP2_BaU_NoCC,2095,Non-OECD,CROP_FLW,125181.80212322016
SSP2_BaU_NoCC,2095,Non-OECD,PRM_FRS,2465070.440355242
SSP2_BaU_NoCC,2095,Non-OECD,MNG_FRS,82590.85349786057
SSP2_BaU_NoCC,2095,Non-OECD,BIOCROP,122543.40882292051
SSP2_BaU_NoCC,2095,Non-OECD,GRAZING,3061856.868435807
SSP2_BaU_NoCC,2095,Non-OECD,GRASS,1177944.8495254733
SSP2_BaU_NoCC,2095,Non-OECD,URB,35401.19061899567
SSP2_BaU_NoCC,2095,Industrial,OTH,321872.108
SSP2_BaU_NoCC,2095,Industrial,CROP,254083.19797523672
SSP2_BaU_NoCC,2095,Industrial,CROP_FLW,161980.55961958732
SSP2_BaU_NoCC,2095,Industrial,PRM_FRS,765930.8051220898
SSP2_BaU_NoCC,2095,Industrial,MNG_FRS,116607.7363499203
SSP2_BaU_NoCC,2095,Industrial,BIOCROP,76572.9647834349
SSP2_BaU_NoCC,2095,Industrial,GRAZING,705189.3627703801
SSP2_BaU_NoCC,2095,Industrial,GRASS,610696.8180956059
SSP2_BaU_NoCC,2095,Industrial,URB,24181.440413742544
SSP2_BaU_NoCC,2095,Transition,OTH,520635.75745312497
SSP2_BaU_NoCC,2095,Transition,CROP,411471.85793253686
SSP2_BaU_NoCC,2095,Transition,CROP_FLW,97216.28854034258
SSP2_BaU_NoCC,2095,Transition,PRM_FRS,1591892.2044921005
SSP2_BaU_NoCC,2095,Transition,MNG_FRS,44741.41370669156
SSP2_BaU_NoCC,2095,Transition,BIOCROP,80620.03380131233
SSP2_BaU_NoCC,2095,Transition,GRAZING,1080017.3699934692
SSP2_BaU_NoCC,2095,Transition,GRASS,456940.0735611919
SSP2_BaU_NoCC,2095,Transition,URB,22567.039569885255
SSP2_BaU_NoCC,2095,Developing,OTH,1268688.90715625
SSP2_BaU_NoCC,2095,Developing,CROP,872043.9120016627
SSP2_BaU_NoCC,2095,Developing,CROP_FLW,39591.06070547011
SSP2_BaU_NoCC,2095,Developing,PRM_FRS,911586.5207276847
SSP2_BaU_NoCC,2095,Developing,MNG_FRS,41660.05472242161
SSP2_BaU_NoCC,2095,Developing,BIOCROP,50459.25691157273
SSP2_BaU_NoCC,2095,Developing,GRAZING,2012876.3077963414
SSP2_BaU_NoCC,2095,Developing,GRASS,748407.8762540563
SSP2_BaU_NoCC,2095,Developing,URB,14745.773382286072
SSP2_BaU_NoCC,2095,R5ASIA,OTH,312611.42105468747
SSP2_BaU_NoCC,2095,R5ASIA,CROP,353757.8836959572
SSP2_BaU_NoCC,2095,R5ASIA,CROP_FLW,13343.112113331801
SSP2_BaU_NoCC,2095,R5ASIA,PRM_FRS,494859.3446218808
SSP2_BaU_NoCC,2095,R5ASIA,MNG_FRS,25387.57531543617
SSP2_BaU_NoCC,2095,R5ASIA,BIOCROP,64621.3627389667
SSP2_BaU_NoCC,2095,R5ASIA,GRAZING,581086.8066534165
