scenario,region,type,year,value
SSP2_500C_NoCC,XER,C_B,2045,134.47225782626438
SSP2_500C_NoCC,XER,C_B,2050,142.01639282693185
SSP2_500C_NoCC,XER,C_B,2060,246.96600872601573
SSP2_500C_NoCC,XER,C_B,2070,327.4778398957235
SSP2_500C_NoCC,XER,C_B,2080,260.8891014443033
SSP2_500C_NoCC,XER,C_B,2090,255.83195685867068
SSP2_500C_NoCC,XER,C_B,2100,260.9457891720354
SSP2_500C_NoCC,XER,CL,2005,17696.460721920615
SSP2_500C_NoCC,XER,CL,2010,23861.390880130108
SSP2_500C_NoCC,XER,CL,2015,21217.788972906957
SSP2_500C_NoCC,XER,CL,2020,21021.441937954776
SSP2_500C_NoCC,XER,CL,2025,21698.666731399844
SSP2_500C_NoCC,XER,CL,2030,22504.88493467293
SSP2_500C_NoCC,XER,CL,2035,22634.12934700762
SSP2_500C_NoCC,XER,CL,2040,22655.155729999256
SSP2_500C_NoCC,XER,CL,2045,22972.865843674852
SSP2_500C_NoCC,XER,CL,2050,23298.63479791988
SSP2_500C_NoCC,XER,CL,2060,26706.50138657874
SSP2_500C_NoCC,XER,CL,2070,27202.114611964782
SSP2_500C_NoCC,XER,CL,2080,27172.88183418251
SSP2_500C_NoCC,XER,CL,2090,27036.301609220936
SSP2_500C_NoCC,XER,CL,2100,26700.710058792552
SSP2_500C_NoCC,XER,CROP_FLW,2005,1625.986319345276
SSP2_500C_NoCC,XER,CROP_FLW,2010,2642.2171130797224
SSP2_500C_NoCC,XER,CROP_FLW,2015,1590.7095084488506
SSP2_500C_NoCC,XER,CROP_FLW,2020,1602.225514337099
SSP2_500C_NoCC,XER,CROP_FLW,2025,1650.167621875386
SSP2_500C_NoCC,XER,CROP_FLW,2030,1725.1717059492967
SSP2_500C_NoCC,XER,CROP_FLW,2035,1765.5194686694238
SSP2_500C_NoCC,XER,CROP_FLW,2040,1789.0841944679182
SSP2_500C_NoCC,XER,CROP_FLW,2045,1819.9221634626579
SSP2_500C_NoCC,XER,CROP_FLW,2050,1860.4465454575375
SSP2_500C_NoCC,XER,CROP_FLW,2060,1963.9001854147175
SSP2_500C_NoCC,XER,CROP_FLW,2070,1972.5452049604144
SSP2_500C_NoCC,XER,CROP_FLW,2080,1981.2073123986402
SSP2_500C_NoCC,XER,CROP_FLW,2090,1979.7026489915033
SSP2_500C_NoCC,XER,CROP_FLW,2100,1974.0704820311728
SSP2_500C_NoCC,XER,GL,2005,32742.61391497119
SSP2_500C_NoCC,XER,GL,2010,19063.26106454531
SSP2_500C_NoCC,XER,GL,2015,18691.2541489799
SSP2_500C_NoCC,XER,GL,2020,18995.98504679685
SSP2_500C_NoCC,XER,GL,2025,19345.469476823866
SSP2_500C_NoCC,XER,GL,2030,19725.215470872074
SSP2_500C_NoCC,XER,GL,2035,20175.66891936368
SSP2_500C_NoCC,XER,GL,2040,20447.836082189064
SSP2_500C_NoCC,XER,GL,2045,20654.804639280028
SSP2_500C_NoCC,XER,GL,2050,20985.972006945434
SSP2_500C_NoCC,XER,GL,2060,20024.972655280777
SSP2_500C_NoCC,XER,GL,2070,19665.556117386084
SSP2_500C_NoCC,XER,GL,2080,19819.005537973186
SSP2_500C_NoCC,XER,GL,2090,19981.232757548558
SSP2_500C_NoCC,XER,GL,2100,20219.588384754636
SSP2_500C_NoCC,XER,GRO,2005,6809.383392736056
SSP2_500C_NoCC,XER,GRO,2010,8285.421496733128
SSP2_500C_NoCC,XER,GRO,2015,7964.093591286575
SSP2_500C_NoCC,XER,GRO,2020,7931.418103902492
SSP2_500C_NoCC,XER,GRO,2025,7963.152729243786
SSP2_500C_NoCC,XER,GRO,2030,8343.713465603369
SSP2_500C_NoCC,XER,GRO,2035,8184.994797279106
SSP2_500C_NoCC,XER,GRO,2040,7851.405156342093
SSP2_500C_NoCC,XER,GRO,2045,7662.658875857075
SSP2_500C_NoCC,XER,GRO,2050,7253.061561932194
SSP2_500C_NoCC,XER,GRO,2060,6876.589551484017
SSP2_500C_NoCC,XER,GRO,2070,5638.42936397499
SSP2_500C_NoCC,XER,GRO,2080,4924.410815841619
SSP2_500C_NoCC,XER,GRO,2090,4469.507778638003
SSP2_500C_NoCC,XER,GRO,2100,4084.174850109496
SSP2_500C_NoCC,XER,OL,2005,10739.944621448123
SSP2_500C_NoCC,XER,OL,2010,10739.944621448123
SSP2_500C_NoCC,XER,OL,2015,10739.944621448121
SSP2_500C_NoCC,XER,OL,2020,10739.944621448121
SSP2_500C_NoCC,XER,OL,2025,10739.944621448121
SSP2_500C_NoCC,XER,OL,2030,10739.944621448121
SSP2_500C_NoCC,XER,OL,2035,10739.944621448121
SSP2_500C_NoCC,XER,OL,2040,10739.944621448121
SSP2_500C_NoCC,XER,OL,2045,10739.944621448121
SSP2_500C_NoCC,XER,OL,2050,10739.944621448121
SSP2_500C_NoCC,XER,OL,2060,10739.944621448121
SSP2_500C_NoCC,XER,OL,2070,10739.944621448121
SSP2_500C_NoCC,XER,OL,2080,10739.944621448121
SSP2_500C_NoCC,XER,OL,2090,10739.944621448121
SSP2_500C_NoCC,XER,OL,2100,10739.944621448121
SSP2_500C_NoCC,XER,OTH_A,2005,1859.6903639502457
SSP2_500C_NoCC,XER,OTH_A,2010,4330.376689486458
SSP2_500C_NoCC,XER,OTH_A,2015,2813.942974887274
SSP2_500C_NoCC,XER,OTH_A,2020,2659.993403917749
SSP2_500C_NoCC,XER,OTH_A,2025,2678.2821391267685
SSP2_500C_NoCC,XER,OTH_A,2030,2652.8590557995917
SSP2_500C_NoCC,XER,OTH_A,2035,2637.99783035233
SSP2_500C_NoCC,XER,OTH_A,2040,2660.131265297194
SSP2_500C_NoCC,XER,OTH_A,2045,2719.58280452926
SSP2_500C_NoCC,XER,OTH_A,2050,2831.1218037985236
SSP2_500C_NoCC,XER,OTH_A,2060,3340.3286875602525
SSP2_500C_NoCC,XER,OTH_A,2070,3656.731532876035
SSP2_500C_NoCC,XER,OTH_A,2080,3664.2079483128973
SSP2_500C_NoCC,XER,OTH_A,2090,3685.001663959825
SSP2_500C_NoCC,XER,OTH_A,2100,3677.803966407162
SSP2_500C_NoCC,XER,PAS,2005,12808.30983863602
SSP2_500C_NoCC,XER,PAS,2010,12808.30983863602
SSP2_500C_NoCC,XER,PAS,2015,12980.969747323632
SSP2_500C_NoCC,XER,PAS,2020,12646.361652167388
SSP2_500C_NoCC,XER,PAS,2025,11567.633750640232
SSP2_500C_NoCC,XER,PAS,2030,9584.145022006247
SSP2_500C_NoCC,XER,PAS,2035,8558.879131966984
SSP2_500C_NoCC,XER,PAS,2040,8107.138879726165
SSP2_500C_NoCC,XER,PAS,2045,7559.020914359402
SSP2_500C_NoCC,XER,PAS,2050,6830.62797766686
SSP2_500C_NoCC,XER,PAS,2060,4740.673114013254
SSP2_500C_NoCC,XER,PAS,2070,4348.7916334976435
SSP2_500C_NoCC,XER,PAS,2080,4184.135294368877
SSP2_500C_NoCC,XER,PAS,2090,4087.1969021330215
SSP2_500C_NoCC,XER,PAS,2100,3979.2242746835223
SSP2_500C_NoCC,XER,PDR,2005,11.56269638285708
SSP2_500C_NoCC,XER,PDR,2010,31.269075377381
SSP2_500C_NoCC,XER,PDR,2015,31.543841783249896
SSP2_500C_NoCC,XER,PDR,2020,32.98876131028117
SSP2_500C_NoCC,XER,PDR,2025,31.234005930079157
SSP2_500C_NoCC,XER,PDR,2030,29.71350565177394
SSP2_500C_NoCC,XER,PDR,2035,27.137710524294807
SSP2_500C_NoCC,XER,PDR,2040,27.18396034527541
SSP2_500C_NoCC,XER,PDR,2045,28.59633811760329
SSP2_500C_NoCC,XER,PDR,2050,30.792927852243523
SSP2_500C_NoCC,XER,PDR,2060,25.04047917464154
SSP2_500C_NoCC,XER,PDR,2070,12.062294133854346
SSP2_500C_NoCC,XER,PDR,2080,8.640498202496783
SSP2_500C_NoCC,XER,PDR,2090,7.1441277986405
SSP2_500C_NoCC,XER,PDR,2100,6.244579022797851
SSP2_500C_NoCC,XER,SL,2005,706.3314536519932
SSP2_500C_NoCC,XER,SL,2010,734.1225315354792
SSP2_500C_NoCC,XER,SL,2015,777.0228135949138
SSP2_500C_NoCC,XER,SL,2020,777.0228135949138
SSP2_500C_NoCC,XER,SL,2025,777.0228135949138
SSP2_500C_NoCC,XER,SL,2030,777.0228135949138
SSP2_500C_NoCC,XER,SL,2035,777.0228135949138
SSP2_500C_NoCC,XER,SL,2040,777.0228135949138
SSP2_500C_NoCC,XER,SL,2045,777.0228135949138
SSP2_500C_NoCC,XER,SL,2050,777.0228135949138
SSP2_500C_NoCC,XER,SL,2060,777.0228135949138
SSP2_500C_NoCC,XER,SL,2070,777.0228135949138
SSP2_500C_NoCC,XER,SL,2080,777.0228135949138
SSP2_500C_NoCC,XER,SL,2090,777.0228135949138
SSP2_500C_NoCC,XER,SL,2100,777.0228135949138
SSP2_500C_NoCC,XOC,wht,2005,18821.48430537642
SSP2_500C_NoCC,XOC,wht,2010,18470.66104533242
SSP2_500C_NoCC,XOC,wht,2015,20801.35091742721
SSP2_500C_NoCC,XOC,wht,2020,19858.27800841086
SSP2_500C_NoCC,XOC,wht,2025,22192.11820813992
SSP2_500C_NoCC,XOC,wht,2030,27743.793291866285
SSP2_500C_NoCC,XOC,wht,2035,32151.135968926363
SSP2_500C_NoCC,XOC,wht,2040,34967.83622080061
SSP2_500C_NoCC,XOC,wht,2045,37654.50169553897
SSP2_500C_NoCC,XOC,wht,2050,39300.48446585047
SSP2_500C_NoCC,XOC,wht,2060,38789.5611078093
SSP2_500C_NoCC,XOC,wht,2070,37916.38977295529
SSP2_500C_NoCC,XOC,wht,2080,35396.46717751102
SSP2_500C_NoCC,XOC,wht,2090,33896.137757266006
SSP2_500C_NoCC,XOC,wht,2100,32814.515114928996
SSP2_500C_NoCC,XOC,frs,2005,27260.87194500226
SSP2_500C_NoCC,XOC,frs,2010,28430.435216042824
SSP2_500C_NoCC,XOC,frs,2015,28523.58421072828
SSP2_500C_NoCC,XOC,frs,2020,27175.154729075875
SSP2_500C_NoCC,XOC,frs,2025,33010.33725525331
SSP2_500C_NoCC,XOC,frs,2030,39918.76105280106
SSP2_500C_NoCC,XOC,frs,2035,43808.63832001656
SSP2_500C_NoCC,XOC,frs,2040,45852.204533823424
SSP2_500C_NoCC,XOC,frs,2045,47139.28929227372
SSP2_500C_NoCC,XOC,frs,2050,48456.98858577506
SSP2_500C_NoCC,XOC,frs,2060,48447.7422436274
SSP2_500C_NoCC,XOC,frs,2070,47153.99464099192
SSP2_500C_NoCC,XOC,frs,2080,47042.86539403911
SSP2_500C_NoCC,XOC,frs,2090,47856.751135170794
SSP2_500C_NoCC,XOC,frs,2100,48910.27811839002
SSP2_500C_NoCC,XOC,OSD,2005,2635.3231831037724
SSP2_500C_NoCC,XOC,OSD,2010,2778.751337824311
SSP2_500C_NoCC,XOC,OSD,2015,5519.720980938049
SSP2_500C_NoCC,XOC,OSD,2020,5486.436027160044
SSP2_500C_NoCC,XOC,OSD,2025,5904.254264331
SSP2_500C_NoCC,XOC,OSD,2030,7076.026173540696
SSP2_500C_NoCC,XOC,OSD,2035,8275.32603516462
SSP2_500C_NoCC,XOC,OSD,2040,9079.295178907689
SSP2_500C_NoCC,XOC,OSD,2045,9708.044472973977
SSP2_500C_NoCC,XOC,OSD,2050,10156.163908780765
SSP2_500C_NoCC,XOC,OSD,2060,11396.182194895146
SSP2_500C_NoCC,XOC,OSD,2070,10069.751057588248
SSP2_500C_NoCC,XOC,OSD,2080,8675.672291622712
SSP2_500C_NoCC,XOC,OSD,2090,7737.761178317034
SSP2_500C_NoCC,XOC,OSD,2100,7068.295831481907
SSP2_500C_NoCC,XOC,BIO,2025,345.37295387279045
SSP2_500C_NoCC,XOC,BIO,2030,737.3075878905416
SSP2_500C_NoCC,XOC,BIO,2035,1788.1595402558285
SSP2_500C_NoCC,XOC,BIO,2040,3076.4675170897003
SSP2_500C_NoCC,XOC,BIO,2045,3764.041330834146
SSP2_500C_NoCC,XOC,BIO,2050,6479.222712589686
SSP2_500C_NoCC,XOC,BIO,2060,26993.397564123603
SSP2_500C_NoCC,XOC,BIO,2070,38252.72067135282
SSP2_500C_NoCC,XOC,BIO,2080,53112.108700065495
SSP2_500C_NoCC,XOC,BIO,2090,64086.712333415846
SSP2_500C_NoCC,XOC,BIO,2100,72409.56730656176
SSP2_500C_NoCC,XOC,C_B,2005,431.1744651084229
SSP2_500C_NoCC,XOC,C_B,2010,365.78543679741176
SSP2_500C_NoCC,XOC,C_B,2015,447.1207585983023
SSP2_500C_NoCC,XOC,C_B,2020,460.74944582035494
SSP2_500C_NoCC,XOC,C_B,2025,481.10754494672483
SSP2_500C_NoCC,XOC,C_B,2030,515.6321091478044
SSP2_500C_NoCC,XOC,C_B,2035,553.3552343056716
SSP2_500C_NoCC,XOC,C_B,2040,586.2773367506354
SSP2_500C_NoCC,XOC,C_B,2045,618.6026738853384
SSP2_500C_NoCC,XOC,C_B,2050,653.3189219537014
SSP2_500C_NoCC,XOC,C_B,2060,908.9061729236739
SSP2_500C_NoCC,XOC,C_B,2070,1165.711420144392
SSP2_500C_NoCC,XOC,C_B,2080,1101.3228097629426
SSP2_500C_NoCC,XOC,C_B,2090,908.5414154945362
SSP2_500C_NoCC,XOC,C_B,2100,710.6723426551753
SSP2_500C_NoCC,XOC,CL,2005,42841.50699382157
SSP2_500C_NoCC,XOC,CL,2010,41715.400960717205
SSP2_500C_NoCC,XOC,CL,2015,50266.01653563378
SSP2_500C_NoCC,XOC,CL,2020,48252.50483219388
SSP2_500C_NoCC,XOC,CL,2025,53696.592458349216
SSP2_500C_NoCC,XOC,CL,2030,64614.31046809798
SSP2_500C_NoCC,XOC,CL,2035,73954.02610056616
SSP2_500C_NoCC,XOC,CL,2040,80482.83630429598
SSP2_500C_NoCC,XOC,CL,2045,85882.48862815778
SSP2_500C_NoCC,XOC,CL,2050,91720.54384316341
SSP2_500C_NoCC,XOC,CL,2060,114332.64512425523
SSP2_500C_NoCC,XOC,CL,2070,122632.95871085407
SSP2_500C_NoCC,XOC,CL,2080,132327.6009410896
SSP2_500C_NoCC,XOC,CL,2090,139212.95329566306
SSP2_500C_NoCC,XOC,CL,2100,144044.02708940464
SSP2_500C_NoCC,XOC,CROP_FLW,2005,7941.552438830529
SSP2_500C_NoCC,XOC,CROP_FLW,2010,7747.697902132625
SSP2_500C_NoCC,XOC,CROP_FLW,2015,9471.265977711935
SSP2_500C_NoCC,XOC,CROP_FLW,2020,8964.53419043572
SSP2_500C_NoCC,XOC,CROP_FLW,2025,10928.509423268963
SSP2_500C_NoCC,XOC,CROP_FLW,2030,13363.780195875326
SSP2_500C_NoCC,XOC,CROP_FLW,2035,15004.556190591584
SSP2_500C_NoCC,XOC,CROP_FLW,2040,16002.117468554205
SSP2_500C_NoCC,XOC,CROP_FLW,2045,16790.84645607332
SSP2_500C_NoCC,XOC,CROP_FLW,2050,17732.603309535087
SSP2_500C_NoCC,XOC,CROP_FLW,2060,19873.801373477443
SSP2_500C_NoCC,XOC,CROP_FLW,2070,20260.591866822782
SSP2_500C_NoCC,XOC,CROP_FLW,2080,20557.606628793248
SSP2_500C_NoCC,XOC,CROP_FLW,2090,20574.574896122016
SSP2_500C_NoCC,XOC,CROP_FLW,2100,20350.788589368043
SSP2_500C_NoCC,XOC,GL,2005,711970.8242608844
SSP2_500C_NoCC,XOC,GL,2010,370862.0984072101
SSP2_500C_NoCC,XOC,GL,2015,365825.0435030061
SSP2_500C_NoCC,XOC,GL,2020,349465.4381353204
SSP2_500C_NoCC,XOC,GL,2025,420573.7743041054
SSP2_500C_NoCC,XOC,GL,2030,494516.7074150102
SSP2_500C_NoCC,XOC,GL,2035,534485.7513129507
SSP2_500C_NoCC,XOC,GL,2040,556356.4412502795
SSP2_500C_NoCC,XOC,GL,2045,572529.1241944234
SSP2_500C_NoCC,XOC,GL,2050,592075.0780380132
SSP2_500C_NoCC,XOC,GL,2060,608105.2359469103
SSP2_500C_NoCC,XOC,GL,2070,602856.9916171726
SSP2_500C_NoCC,XOC,GL,2080,593656.0367140257
SSP2_500C_NoCC,XOC,GL,2090,586339.0385394202
SSP2_500C_NoCC,XOC,GL,2100,580887.4782464278
SSP2_500C_NoCC,XOC,GRO,2005,9850.765890751478
SSP2_500C_NoCC,XOC,GRO,2010,8565.857653938388
SSP2_500C_NoCC,XOC,GRO,2015,10195.224398512506
SSP2_500C_NoCC,XOC,GRO,2020,9731.46085949117
SSP2_500C_NoCC,XOC,GRO,2025,9989.194541685676
SSP2_500C_NoCC,XOC,GRO,2030,10811.30026276676
SSP2_500C_NoCC,XOC,GRO,2035,11431.902681656478
SSP2_500C_NoCC,XOC,GRO,2040,11801.74647105973
SSP2_500C_NoCC,XOC,GRO,2045,12185.007467347388
SSP2_500C_NoCC,XOC,GRO,2050,12158.436922553816
SSP2_500C_NoCC,XOC,GRO,2060,11276.102738465921
SSP2_500C_NoCC,XOC,GRO,2070,10428.39690372142
SSP2_500C_NoCC,XOC,GRO,2080,9442.491572480525
SSP2_500C_NoCC,XOC,GRO,2090,8625.830872944878
SSP2_500C_NoCC,XOC,GRO,2100,7847.076684538504
SSP2_500C_NoCC,XOC,OL,2005,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2010,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2015,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2020,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2025,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2030,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2035,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2040,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2045,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2050,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2060,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2070,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2080,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2090,12743.726306746647
SSP2_500C_NoCC,XOC,OL,2100,12743.726306746647
SSP2_500C_NoCC,XOC,OTH_A,2005,3087.1458224828343
SSP2_500C_NoCC,XOC,OTH_A,2010,3760.7715478088794
SSP2_500C_NoCC,XOC,OTH_A,2015,3710.939021931804
SSP2_500C_NoCC,XOC,OTH_A,2020,3629.028688292723
SSP2_500C_NoCC,XOC,OTH_A,2025,3727.4915742440835
SSP2_500C_NoCC,XOC,OTH_A,2030,4207.940391358749
SSP2_500C_NoCC,XOC,OTH_A,2035,4559.885725245918
SSP2_500C_NoCC,XOC,OTH_A,2040,4754.15502410059
SSP2_500C_NoCC,XOC,OTH_A,2045,4921.221191315262
SSP2_500C_NoCC,XOC,OTH_A,2050,4980.525879389124
SSP2_500C_NoCC,XOC,OTH_A,2060,4881.0908314124945
SSP2_500C_NoCC,XOC,OTH_A,2070,4408.500096897991
SSP2_500C_NoCC,XOC,OTH_A,2080,3937.8613147179426
SSP2_500C_NoCC,XOC,OTH_A,2090,3292.1011896791597
SSP2_500C_NoCC,XOC,OTH_A,2100,2752.5309123778484
SSP2_500C_NoCC,XOC,PAS,2005,342745.16319842
SSP2_500C_NoCC,XOC,PAS,2010,342745.16319842
SSP2_500C_NoCC,XOC,PAS,2015,339494.56776365085
SSP2_500C_NoCC,XOC,PAS,2020,359216.1143164291
SSP2_500C_NoCC,XOC,PAS,2025,276828.5079953113
SSP2_500C_NoCC,XOC,PAS,2030,185059.4330771099
SSP2_500C_NoCC,XOC,PAS,2035,131860.79627948566
SSP2_500C_NoCC,XOC,PAS,2040,101417.72992462026
SSP2_500C_NoCC,XOC,PAS,2045,78558.30989816398
SSP2_500C_NoCC,XOC,PAS,2050,51856.601546067475
SSP2_500C_NoCC,XOC,PAS,2060,13223.588698225967
SSP2_500C_NoCC,XOC,PAS,2070,11465.267044000684
SSP2_500C_NoCC,XOC,PAS,2080,11082.70896386586
SSP2_500C_NoCC,XOC,PAS,2090,10700.469042764893
SSP2_500C_NoCC,XOC,PAS,2100,10267.428558794882
SSP2_500C_NoCC,XOC,PDR,2005,74.06088816810835
SSP2_500C_NoCC,XOC,PDR,2010,25.876036883174677
SSP2_500C_NoCC,XOC,PDR,2015,120.39448051397461
SSP2_500C_NoCC,XOC,PDR,2020,122.0176125830295
SSP2_500C_NoCC,XOC,PDR,2025,128.543947860058
SSP2_500C_NoCC,XOC,PDR,2030,158.53045565181927
SSP2_500C_NoCC,XOC,PDR,2035,189.70472441971424
SSP2_500C_NoCC,XOC,PDR,2040,214.9410870328216
SSP2_500C_NoCC,XOC,PDR,2045,240.22334018937718
SSP2_500C_NoCC,XOC,PDR,2050,259.78772251076043
SSP2_500C_NoCC,XOC,PDR,2060,213.60314114765907
SSP2_500C_NoCC,XOC,PDR,2070,130.8969213711044
SSP2_500C_NoCC,XOC,PDR,2080,104.07044613568965
SSP2_500C_NoCC,XOC,PDR,2090,91.29365242358114
SSP2_500C_NoCC,XOC,PDR,2100,90.58030749239825
SSP2_500C_NoCC,XOC,SL,2005,1008.6252612257504
SSP2_500C_NoCC,XOC,SL,2010,1102.2825389028808
SSP2_500C_NoCC,XOC,SL,2015,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2020,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2025,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2030,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2035,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2040,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2045,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2050,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2060,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2070,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2080,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2090,1210.0846653582778
SSP2_500C_NoCC,XOC,SL,2100,1210.0846653582778
SSP2_500C_NoCC,XSE,wht,2005,276.8979822967477
SSP2_500C_NoCC,XSE,wht,2010,776.622236074186
SSP2_500C_NoCC,XSE,wht,2015,1027.0938107108275
SSP2_500C_NoCC,XSE,wht,2020,992.1790597623542
SSP2_500C_NoCC,XSE,wht,2025,1021.1131848072555
SSP2_500C_NoCC,XSE,wht,2030,1009.7231241563265
SSP2_500C_NoCC,XSE,wht,2035,949.2100617125336
SSP2_500C_NoCC,XSE,wht,2040,885.8885049763302
SSP2_500C_NoCC,XSE,wht,2045,849.6263344209289
SSP2_500C_NoCC,XSE,wht,2050,815.457930917688
SSP2_500C_NoCC,XSE,wht,2060,741.5389305310129
SSP2_500C_NoCC,XSE,wht,2070,842.6646893327143
SSP2_500C_NoCC,XSE,wht,2080,855.2910228257044
SSP2_500C_NoCC,XSE,wht,2090,848.7380400582933
SSP2_500C_NoCC,XSE,wht,2100,843.8029518715877
SSP2_500C_NoCC,XSE,frs,2005,296211.4297157561
SSP2_500C_NoCC,XSE,frs,2010,277662.98637472506
SSP2_500C_NoCC,XSE,frs,2015,281818.26099776506
SSP2_500C_NoCC,XSE,frs,2020,278808.38863483054
SSP2_500C_NoCC,XSE,frs,2025,303304.2767561362
SSP2_500C_NoCC,XSE,frs,2030,302479.4761383203
SSP2_500C_NoCC,XSE,frs,2035,303574.24405121896
SSP2_500C_NoCC,XSE,frs,2040,303496.04679986805
SSP2_500C_NoCC,XSE,frs,2045,304162.46786407626
SSP2_500C_NoCC,XSE,frs,2050,305816.84495944844
SSP2_500C_NoCC,XSE,frs,2060,305970.9921238244
SSP2_500C_NoCC,XSE,frs,2070,306949.7930403735
SSP2_500C_NoCC,XSE,frs,2080,307955.39478179766
SSP2_500C_NoCC,XSE,frs,2090,309081.0589178116
SSP2_500C_NoCC,XSE,frs,2100,310033.3989262249
SSP2_500C_NoCC,XSE,OSD,2005,20316.950944020577
SSP2_500C_NoCC,XSE,OSD,2010,23276.88402931752
SSP2_500C_NoCC,XSE,OSD,2015,26223.489623219513
SSP2_500C_NoCC,XSE,OSD,2020,26758.66244957248
SSP2_500C_NoCC,XSE,OSD,2025,27238.380936720623
SSP2_500C_NoCC,XSE,OSD,2030,27313.58920909938
SSP2_500C_NoCC,XSE,OSD,2035,26989.27373542065
SSP2_500C_NoCC,XSE,OSD,2040,26250.467297151685
SSP2_500C_NoCC,XSE,OSD,2045,24812.583053424823
SSP2_500C_NoCC,XSE,OSD,2050,23046.333921944122
SSP2_500C_NoCC,XSE,OSD,2060,18080.89001095835
SSP2_500C_NoCC,XSE,OSD,2070,17609.95899930238
SSP2_500C_NoCC,XSE,OSD,2080,16643.662995691862
SSP2_500C_NoCC,XSE,OSD,2090,16162.51567063797
SSP2_500C_NoCC,XSE,OSD,2100,15833.360820682214
SSP2_500C_NoCC,XSE,BIO,2025,2448.972390844986
SSP2_500C_NoCC,XSE,BIO,2030,4172.149646727462
SSP2_500C_NoCC,XSE,BIO,2035,6727.475225822616
SSP2_500C_NoCC,XSE,BIO,2040,9396.111431732628
SSP2_500C_NoCC,XSE,BIO,2045,13184.650594858691
SSP2_500C_NoCC,XSE,BIO,2050,19316.591573162208
SSP2_500C_NoCC,XSE,BIO,2060,44477.12719201898
SSP2_500C_NoCC,XSE,BIO,2070,44048.907474695334
SSP2_500C_NoCC,XSE,BIO,2080,44030.47985682975
SSP2_500C_NoCC,XSE,BIO,2090,43767.36285002969
SSP2_500C_NoCC,XSE,BIO,2100,43636.0719984138
SSP2_500C_NoCC,XSE,C_B,2005,2675.642109214025
SSP2_500C_NoCC,XSE,C_B,2010,2533.8020768148353
SSP2_500C_NoCC,XSE,C_B,2015,3351.654446796755
SSP2_500C_NoCC,XSE,C_B,2020,3412.8921585186654
SSP2_500C_NoCC,XSE,C_B,2025,3530.2471639348796
SSP2_500C_NoCC,XSE,C_B,2030,3600.948016768938
SSP2_500C_NoCC,XSE,C_B,2035,3584.418640935017
SSP2_500C_NoCC,XSE,C_B,2040,3474.2292869453477
SSP2_500C_NoCC,XSE,C_B,2045,3260.3172052931236
SSP2_500C_NoCC,XSE,C_B,2050,3002.4100817036833
SSP2_500C_NoCC,XSE,C_B,2060,2526.5611355817246
SSP2_500C_NoCC,XSE,C_B,2070,2616.379631987727
SSP2_500C_NoCC,XSE,C_B,2080,2245.537386038816
SSP2_500C_NoCC,XSE,C_B,2090,2201.6938123387945
SSP2_500C_NoCC,XSE,C_B,2100,2200.075864322786
SSP2_500C_NoCC,XSE,CL,2005,99040.61027564341
SSP2_500C_NoCC,XSE,CL,2010,106337.47625881826
SSP2_500C_NoCC,XSE,CL,2015,111790.4370889322
SSP2_500C_NoCC,XSE,CL,2020,114145.76623205688
SSP2_500C_NoCC,XSE,CL,2025,117258.99832349423
SSP2_500C_NoCC,XSE,CL,2030,120478.96220357499
SSP2_500C_NoCC,XSE,CL,2035,122030.23255098025
SSP2_500C_NoCC,XSE,CL,2040,122839.42417908668
SSP2_500C_NoCC,XSE,CL,2045,122901.26629034092
SSP2_500C_NoCC,XSE,CL,2050,122423.1057466818
SSP2_500C_NoCC,XSE,CL,2060,127305.62984584729
SSP2_500C_NoCC,XSE,CL,2070,124963.18106838902
SSP2_500C_NoCC,XSE,CL,2080,122608.62133515415
SSP2_500C_NoCC,XSE,CL,2090,121372.33624622093
SSP2_500C_NoCC,XSE,CL,2100,120626.15445164936
SSP2_500C_NoCC,XSE,CROP_FLW,2005,11905.988608819222
SSP2_500C_NoCC,XSE,CROP_FLW,2010,11647.127531761576
SSP2_500C_NoCC,XSE,CROP_FLW,2015,11768.026465400717
SSP2_500C_NoCC,XSE,CROP_FLW,2020,11834.538149089243
SSP2_500C_NoCC,XSE,CROP_FLW,2025,12339.758957792334
