scenario,region,type,year,value
SSP2_BaU_NoCC,BRA,OL,2050,10945.226209438306
SSP2_BaU_NoCC,BRA,OL,2060,10945.226209438306
SSP2_BaU_NoCC,BRA,OL,2070,10945.226209438306
SSP2_BaU_NoCC,BRA,OL,2080,10945.226209438306
SSP2_BaU_NoCC,BRA,OL,2090,10945.226209438306
SSP2_BaU_NoCC,BRA,OL,2100,10945.226209438306
SSP2_BaU_NoCC,BRA,OTH_A,2005,11504.658913129037
SSP2_BaU_NoCC,BRA,OTH_A,2010,11374.47985246874
SSP2_BaU_NoCC,BRA,OTH_A,2015,8958.402823724793
SSP2_BaU_NoCC,BRA,OTH_A,2020,8416.564928757178
SSP2_BaU_NoCC,BRA,OTH_A,2025,8166.746926223429
SSP2_BaU_NoCC,BRA,OTH_A,2030,7995.195717538266
SSP2_BaU_NoCC,BRA,OTH_A,2035,7800.935855811834
SSP2_BaU_NoCC,BRA,OTH_A,2040,7565.787788565005
SSP2_BaU_NoCC,BRA,OTH_A,2045,7296.8139909166985
SSP2_BaU_NoCC,BRA,OTH_A,2050,6929.801471635351
SSP2_BaU_NoCC,BRA,OTH_A,2060,6247.071190877309
SSP2_BaU_NoCC,BRA,OTH_A,2070,5738.360577211545
SSP2_BaU_NoCC,BRA,OTH_A,2080,5147.202729221183
SSP2_BaU_NoCC,BRA,OTH_A,2090,4534.1555170129595
SSP2_BaU_NoCC,BRA,OTH_A,2100,4068.6871839569953
SSP2_BaU_NoCC,BRA,PAS,2005,195069.5253940325
SSP2_BaU_NoCC,BRA,PAS,2010,195069.5253940325
SSP2_BaU_NoCC,BRA,PAS,2015,195055.8270452703
SSP2_BaU_NoCC,BRA,PAS,2020,216040.37778683408
SSP2_BaU_NoCC,BRA,PAS,2025,225376.685690991
SSP2_BaU_NoCC,BRA,PAS,2030,249655.94028317972
SSP2_BaU_NoCC,BRA,PAS,2035,269092.8461198117
SSP2_BaU_NoCC,BRA,PAS,2040,281488.5158873892
SSP2_BaU_NoCC,BRA,PAS,2045,282354.63098653744
SSP2_BaU_NoCC,BRA,PAS,2050,277504.0376426923
SSP2_BaU_NoCC,BRA,PAS,2060,239050.03355757793
SSP2_BaU_NoCC,BRA,PAS,2070,189365.0342663931
SSP2_BaU_NoCC,BRA,PAS,2080,146852.73746481637
SSP2_BaU_NoCC,BRA,PAS,2090,94606.86468214013
SSP2_BaU_NoCC,BRA,PAS,2100,58080.55542842252
SSP2_BaU_NoCC,BRA,PDR,2005,4366.615315439931
SSP2_BaU_NoCC,BRA,PDR,2010,3078.5608135628936
SSP2_BaU_NoCC,BRA,PDR,2015,2119.6007410936145
SSP2_BaU_NoCC,BRA,PDR,2020,2185.9771687516945
SSP2_BaU_NoCC,BRA,PDR,2025,2331.476736978592
SSP2_BaU_NoCC,BRA,PDR,2030,2556.83982380036
SSP2_BaU_NoCC,BRA,PDR,2035,2833.3529411780914
SSP2_BaU_NoCC,BRA,PDR,2040,3111.7852295574476
SSP2_BaU_NoCC,BRA,PDR,2045,3391.5980145547246
SSP2_BaU_NoCC,BRA,PDR,2050,3603.4094681467054
SSP2_BaU_NoCC,BRA,PDR,2060,3730.4032574537728
SSP2_BaU_NoCC,BRA,PDR,2070,3660.0304828201934
SSP2_BaU_NoCC,BRA,PDR,2080,3274.490600060053
SSP2_BaU_NoCC,BRA,PDR,2090,2935.5289069913388
SSP2_BaU_NoCC,BRA,PDR,2100,2662.9378204199643
SSP2_BaU_NoCC,BRA,SL,2005,2413.4712622791376
SSP2_BaU_NoCC,BRA,SL,2010,2776.3466368082436
SSP2_BaU_NoCC,BRA,SL,2015,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2020,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2025,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2030,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2035,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2040,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2045,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2050,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2060,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2070,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2080,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2090,3085.2371873463
SSP2_BaU_NoCC,BRA,SL,2100,3085.2371873463
SSP2_BaU_NoCC,CAN,wht,2005,16222.800431001455
SSP2_BaU_NoCC,CAN,wht,2010,13323.264507079977
SSP2_BaU_NoCC,CAN,wht,2015,14131.876228915413
SSP2_BaU_NoCC,CAN,wht,2020,13320.286663437322
SSP2_BaU_NoCC,CAN,wht,2025,13309.329401865265
SSP2_BaU_NoCC,CAN,wht,2030,13525.716787414329
SSP2_BaU_NoCC,CAN,wht,2035,13702.45849042052
SSP2_BaU_NoCC,CAN,wht,2040,13898.175053051957
SSP2_BaU_NoCC,CAN,wht,2045,14248.132685527464
SSP2_BaU_NoCC,CAN,wht,2050,14630.98400692005
SSP2_BaU_NoCC,CAN,wht,2060,15749.478087868742
SSP2_BaU_NoCC,CAN,wht,2070,17286.721980762195
SSP2_BaU_NoCC,CAN,wht,2080,18992.096677054826
SSP2_BaU_NoCC,CAN,wht,2090,20618.47073552283
SSP2_BaU_NoCC,CAN,wht,2100,22769.103865253423
SSP2_BaU_NoCC,CAN,frs,2005,554934.0771501662
SSP2_BaU_NoCC,CAN,frs,2010,556311.1800144255
SSP2_BaU_NoCC,CAN,frs,2015,556540.3005147455
SSP2_BaU_NoCC,CAN,frs,2020,556279.1640331909
SSP2_BaU_NoCC,CAN,frs,2025,554726.5442103667
SSP2_BaU_NoCC,CAN,frs,2030,553283.8553498762
SSP2_BaU_NoCC,CAN,frs,2035,553363.2601936698
SSP2_BaU_NoCC,CAN,frs,2040,555182.706731875
SSP2_BaU_NoCC,CAN,frs,2045,555153.5185106547
SSP2_BaU_NoCC,CAN,frs,2050,554869.1775846158
SSP2_BaU_NoCC,CAN,frs,2060,554019.6177722004
SSP2_BaU_NoCC,CAN,frs,2070,553697.9357710842
SSP2_BaU_NoCC,CAN,frs,2080,553881.917741569
SSP2_BaU_NoCC,CAN,frs,2090,554048.3053610858
SSP2_BaU_NoCC,CAN,frs,2100,553937.614400829
SSP2_BaU_NoCC,CAN,OSD,2005,12657.953019069622
SSP2_BaU_NoCC,CAN,OSD,2010,14397.389113937388
SSP2_BaU_NoCC,CAN,OSD,2015,16909.958786202515
SSP2_BaU_NoCC,CAN,OSD,2020,17045.89198630397
SSP2_BaU_NoCC,CAN,OSD,2025,17344.475461208094
SSP2_BaU_NoCC,CAN,OSD,2030,17894.02117497123
SSP2_BaU_NoCC,CAN,OSD,2035,18611.811813328823
SSP2_BaU_NoCC,CAN,OSD,2040,19497.531586853896
SSP2_BaU_NoCC,CAN,OSD,2045,20402.44040664362
SSP2_BaU_NoCC,CAN,OSD,2050,21237.16561154094
SSP2_BaU_NoCC,CAN,OSD,2060,22836.33368088505
SSP2_BaU_NoCC,CAN,OSD,2070,23437.301406673192
SSP2_BaU_NoCC,CAN,OSD,2080,23709.135441813603
SSP2_BaU_NoCC,CAN,OSD,2090,24030.337018723167
SSP2_BaU_NoCC,CAN,OSD,2100,23561.5080130037
SSP2_BaU_NoCC,CAN,AFR,2090,94.3197647342496
SSP2_BaU_NoCC,CAN,AFR,2100,368.68608843176787
SSP2_BaU_NoCC,CAN,BIO,2025,871.4116768771223
SSP2_BaU_NoCC,CAN,BIO,2030,1168.0641000803685
SSP2_BaU_NoCC,CAN,BIO,2035,1405.2714602176325
SSP2_BaU_NoCC,CAN,BIO,2040,1487.0913238692804
SSP2_BaU_NoCC,CAN,BIO,2045,1579.3504597518975
SSP2_BaU_NoCC,CAN,BIO,2050,1632.0291249026031
SSP2_BaU_NoCC,CAN,BIO,2060,1448.9599019971358
SSP2_BaU_NoCC,CAN,BIO,2070,1129.928669889134
SSP2_BaU_NoCC,CAN,BIO,2080,838.4528967045501
SSP2_BaU_NoCC,CAN,BIO,2090,641.5854659866958
SSP2_BaU_NoCC,CAN,BIO,2100,537.6336510770876
SSP2_BaU_NoCC,CAN,C_B,2005,23.124276817386903
SSP2_BaU_NoCC,CAN,C_B,2010,18.153318807690503
SSP2_BaU_NoCC,CAN,C_B,2015,10.796498981550101
SSP2_BaU_NoCC,CAN,C_B,2020,10.979583491167551
SSP2_BaU_NoCC,CAN,C_B,2025,11.146910269127574
SSP2_BaU_NoCC,CAN,C_B,2030,11.526170863247959
SSP2_BaU_NoCC,CAN,C_B,2035,12.122643763846387
SSP2_BaU_NoCC,CAN,C_B,2040,12.832928494067215
SSP2_BaU_NoCC,CAN,C_B,2045,13.512186746959138
SSP2_BaU_NoCC,CAN,C_B,2050,14.10672909675819
SSP2_BaU_NoCC,CAN,C_B,2060,15.557511607044212
SSP2_BaU_NoCC,CAN,C_B,2070,16.81549972854486
SSP2_BaU_NoCC,CAN,C_B,2080,17.927428160377538
SSP2_BaU_NoCC,CAN,C_B,2090,18.865777516474616
SSP2_BaU_NoCC,CAN,C_B,2100,19.321206920884453
SSP2_BaU_NoCC,CAN,CL,2005,49639.564003231804
SSP2_BaU_NoCC,CAN,CL,2010,47249.25708804579
SSP2_BaU_NoCC,CAN,CL,2015,47996.12505252984
SSP2_BaU_NoCC,CAN,CL,2020,46645.979221588546
SSP2_BaU_NoCC,CAN,CL,2025,47295.49177401025
SSP2_BaU_NoCC,CAN,CL,2030,48144.98217800549
SSP2_BaU_NoCC,CAN,CL,2035,49106.34344098071
SSP2_BaU_NoCC,CAN,CL,2040,49868.67465682394
SSP2_BaU_NoCC,CAN,CL,2045,50890.189295301134
SSP2_BaU_NoCC,CAN,CL,2050,51714.63062502448
SSP2_BaU_NoCC,CAN,CL,2060,53428.34446830748
SSP2_BaU_NoCC,CAN,CL,2070,54453.706826746515
SSP2_BaU_NoCC,CAN,CL,2080,54998.36949106736
SSP2_BaU_NoCC,CAN,CL,2090,55557.64673840915
SSP2_BaU_NoCC,CAN,CL,2100,56116.298220922516
SSP2_BaU_NoCC,CAN,CROP_FLW,2005,4661.821410651588
SSP2_BaU_NoCC,CAN,CROP_FLW,2010,2954.148861830017
SSP2_BaU_NoCC,CAN,CROP_FLW,2015,1412.257660567956
SSP2_BaU_NoCC,CAN,CROP_FLW,2020,1394.3121366893301
SSP2_BaU_NoCC,CAN,CROP_FLW,2025,1390.2102670137826
SSP2_BaU_NoCC,CAN,CROP_FLW,2030,1393.424373761032
SSP2_BaU_NoCC,CAN,CROP_FLW,2035,1411.4891804381496
SSP2_BaU_NoCC,CAN,CROP_FLW,2040,1438.1604115385817
SSP2_BaU_NoCC,CAN,CROP_FLW,2045,1453.661931215749
SSP2_BaU_NoCC,CAN,CROP_FLW,2050,1465.8279726054175
SSP2_BaU_NoCC,CAN,CROP_FLW,2060,1489.4968497563978
SSP2_BaU_NoCC,CAN,CROP_FLW,2070,1505.0743655021392
SSP2_BaU_NoCC,CAN,CROP_FLW,2080,1515.7561975882516
SSP2_BaU_NoCC,CAN,CROP_FLW,2090,1522.9146142986322
SSP2_BaU_NoCC,CAN,CROP_FLW,2100,1523.1597968750382
SSP2_BaU_NoCC,CAN,GL,2005,265784.00038912194
SSP2_BaU_NoCC,CAN,GL,2010,253269.77535412755
SSP2_BaU_NoCC,CAN,GL,2015,253634.77379888066
SSP2_BaU_NoCC,CAN,GL,2020,253592.4932775142
SSP2_BaU_NoCC,CAN,GL,2025,253263.03075665736
SSP2_BaU_NoCC,CAN,GL,2030,252991.47264906298
SSP2_BaU_NoCC,CAN,GL,2035,253041.77865944555
SSP2_BaU_NoCC,CAN,GL,2040,253421.33366735297
SSP2_BaU_NoCC,CAN,GL,2045,253428.8717997328
SSP2_BaU_NoCC,CAN,GL,2050,253406.26696371933
SSP2_BaU_NoCC,CAN,GL,2060,253349.0859974787
SSP2_BaU_NoCC,CAN,GL,2070,253314.47978464206
SSP2_BaU_NoCC,CAN,GL,2080,253330.4975968375
SSP2_BaU_NoCC,CAN,GL,2090,253313.58553372533
SSP2_BaU_NoCC,CAN,GL,2100,253254.59532621034
SSP2_BaU_NoCC,CAN,GRO,2005,11785.097853828254
SSP2_BaU_NoCC,CAN,GRO,2010,8059.614094935026
SSP2_BaU_NoCC,CAN,GRO,2015,7634.686435676253
SSP2_BaU_NoCC,CAN,GRO,2020,7350.989792300214
SSP2_BaU_NoCC,CAN,GRO,2025,7201.719530539855
SSP2_BaU_NoCC,CAN,GRO,2030,7225.028641397263
SSP2_BaU_NoCC,CAN,GRO,2035,7217.579364413864
SSP2_BaU_NoCC,CAN,GRO,2040,6920.157124704438
SSP2_BaU_NoCC,CAN,GRO,2045,6688.907842671613
SSP2_BaU_NoCC,CAN,GRO,2050,6407.2084283381355
SSP2_BaU_NoCC,CAN,GRO,2060,5947.026322087455
SSP2_BaU_NoCC,CAN,GRO,2070,5633.38143326487
SSP2_BaU_NoCC,CAN,GRO,2080,5173.849255310829
SSP2_BaU_NoCC,CAN,GRO,2090,4678.724812312314
SSP2_BaU_NoCC,CAN,GRO,2100,4154.305003667612
SSP2_BaU_NoCC,CAN,OL,2005,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2010,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2015,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2020,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2025,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2030,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2035,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2040,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2045,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2050,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2060,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2070,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2080,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2090,115168.96411662595
SSP2_BaU_NoCC,CAN,OL,2100,115168.96411662595
SSP2_BaU_NoCC,CAN,OTH_A,2005,4288.767011863499
SSP2_BaU_NoCC,CAN,OTH_A,2010,8496.687191455692
SSP2_BaU_NoCC,CAN,OTH_A,2015,7896.549442186164
SSP2_BaU_NoCC,CAN,OTH_A,2020,7523.519059366543
SSP2_BaU_NoCC,CAN,OTH_A,2025,7167.198526236974
SSP2_BaU_NoCC,CAN,OTH_A,2030,6927.200929518023
SSP2_BaU_NoCC,CAN,OTH_A,2035,6745.61048839788
SSP2_BaU_NoCC,CAN,OTH_A,2040,6614.726228311712
SSP2_BaU_NoCC,CAN,OTH_A,2045,6504.18378274381
SSP2_BaU_NoCC,CAN,OTH_A,2050,6327.308751620562
SSP2_BaU_NoCC,CAN,OTH_A,2060,5941.49211410567
SSP2_BaU_NoCC,CAN,OTH_A,2070,5444.4834709264305
SSP2_BaU_NoCC,CAN,OTH_A,2080,4751.151594434931
SSP2_BaU_NoCC,CAN,OTH_A,2090,4046.7483140490294
SSP2_BaU_NoCC,CAN,OTH_A,2100,3551.2666841247924
SSP2_BaU_NoCC,CAN,PAS,2005,14694.108921689829
SSP2_BaU_NoCC,CAN,PAS,2010,14694.108921689829
SSP2_BaU_NoCC,CAN,PAS,2015,14020.351320013202
SSP2_BaU_NoCC,CAN,PAS,2020,15673.914153875672
SSP2_BaU_NoCC,CAN,PAS,2025,16906.483945134816
SSP2_BaU_NoCC,CAN,PAS,2030,17771.240509224648
SSP2_BaU_NoCC,CAN,PAS,2035,16680.168392073443
SSP2_BaU_NoCC,CAN,PAS,2040,13718.835630117354
SSP2_BaU_NoCC,CAN,PAS,2045,12718.971080480615
SSP2_BaU_NoCC,CAN,PAS,2050,12201.475512809533
SSP2_BaU_NoCC,CAN,PAS,2060,11394.502448182728
SSP2_BaU_NoCC,CAN,PAS,2070,10725.428303696484
SSP2_BaU_NoCC,CAN,PAS,2080,9980.76585669554
SSP2_BaU_NoCC,CAN,PAS,2090,9177.69328821478
SSP2_BaU_NoCC,CAN,PAS,2100,8514.35664977568
SSP2_BaU_NoCC,CAN,SL,2005,359.4025084350175
SSP2_BaU_NoCC,CAN,SL,2010,383.49766331710356
SSP2_BaU_NoCC,CAN,SL,2015,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2020,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2025,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2030,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2035,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2040,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2045,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2050,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2060,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2070,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2080,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2090,415.6138654647125
SSP2_BaU_NoCC,CAN,SL,2100,415.6138654647125
SSP2_BaU_NoCC,CHN,wht,2005,11494.19678195626
SSP2_BaU_NoCC,CHN,wht,2010,12012.603124707291
SSP2_BaU_NoCC,CHN,wht,2015,11139.814790073884
SSP2_BaU_NoCC,CHN,wht,2020,10104.667899010263
SSP2_BaU_NoCC,CHN,wht,2025,10121.686637231767
SSP2_BaU_NoCC,CHN,wht,2030,10094.618851875754
SSP2_BaU_NoCC,CHN,wht,2035,10098.605731962845
SSP2_BaU_NoCC,CHN,wht,2040,10076.26233330791
SSP2_BaU_NoCC,CHN,wht,2045,10001.037546772051
SSP2_BaU_NoCC,CHN,wht,2050,9847.343673974223
SSP2_BaU_NoCC,CHN,wht,2060,9385.641576686336
SSP2_BaU_NoCC,CHN,wht,2070,8804.872353898001
SSP2_BaU_NoCC,CHN,wht,2080,8176.107026035863
SSP2_BaU_NoCC,CHN,wht,2090,7578.606532838821
SSP2_BaU_NoCC,CHN,wht,2100,7064.277598336495
SSP2_BaU_NoCC,CHN,frs,2005,204672.90926902756
SSP2_BaU_NoCC,CHN,frs,2010,207126.6757103726
SSP2_BaU_NoCC,CHN,frs,2015,207185.91971892424
SSP2_BaU_NoCC,CHN,frs,2020,212086.17252482823
SSP2_BaU_NoCC,CHN,frs,2025,219815.87626665426
SSP2_BaU_NoCC,CHN,frs,2030,220908.52133159077
SSP2_BaU_NoCC,CHN,frs,2035,222019.43797221058
SSP2_BaU_NoCC,CHN,frs,2040,224513.68783498515
SSP2_BaU_NoCC,CHN,frs,2045,228123.66503660858
SSP2_BaU_NoCC,CHN,frs,2050,232286.36052065907
SSP2_BaU_NoCC,CHN,frs,2060,240345.47022273572
SSP2_BaU_NoCC,CHN,frs,2070,248795.4236267343
SSP2_BaU_NoCC,CHN,frs,2080,255348.98554820416
SSP2_BaU_NoCC,CHN,frs,2090,242325.6325572327
SSP2_BaU_NoCC,CHN,frs,2100,215961.64580591567
SSP2_BaU_NoCC,CHN,OSD,2005,23869.06921521067
SSP2_BaU_NoCC,CHN,OSD,2010,21825.033678027343
SSP2_BaU_NoCC,CHN,OSD,2015,17280.06301547583
SSP2_BaU_NoCC,CHN,OSD,2020,18106.609079427864
SSP2_BaU_NoCC,CHN,OSD,2025,19721.133790056185
SSP2_BaU_NoCC,CHN,OSD,2030,21082.276433235693
SSP2_BaU_NoCC,CHN,OSD,2035,22079.63912460733
SSP2_BaU_NoCC,CHN,OSD,2040,23082.175172405274
SSP2_BaU_NoCC,CHN,OSD,2045,24336.65009513899
SSP2_BaU_NoCC,CHN,OSD,2050,25968.89133528989
SSP2_BaU_NoCC,CHN,OSD,2060,29694.925030315007
SSP2_BaU_NoCC,CHN,OSD,2070,33171.004031128374
SSP2_BaU_NoCC,CHN,OSD,2080,37251.392930901
SSP2_BaU_NoCC,CHN,OSD,2090,40130.53613890079
SSP2_BaU_NoCC,CHN,OSD,2100,40006.59509575557
SSP2_BaU_NoCC,CHN,BIO,2025,2657.634846939534
SSP2_BaU_NoCC,CHN,BIO,2030,4973.911180485045
SSP2_BaU_NoCC,CHN,BIO,2035,7307.051194083072
SSP2_BaU_NoCC,CHN,BIO,2040,8284.954095634905
SSP2_BaU_NoCC,CHN,BIO,2045,8796.628657456968
SSP2_BaU_NoCC,CHN,BIO,2050,8939.023399666463
SSP2_BaU_NoCC,CHN,BIO,2060,8997.76870075159
SSP2_BaU_NoCC,CHN,BIO,2070,8795.45186374108
SSP2_BaU_NoCC,CHN,BIO,2080,8463.021374022366
SSP2_BaU_NoCC,CHN,BIO,2090,8021.9014524974145
SSP2_BaU_NoCC,CHN,BIO,2100,7751.867599248228
SSP2_BaU_NoCC,CHN,C_B,2005,1232.9019816940681
SSP2_BaU_NoCC,CHN,C_B,2010,1474.3996196124892
SSP2_BaU_NoCC,CHN,C_B,2015,1112.605558383303
SSP2_BaU_NoCC,CHN,C_B,2020,1150.7493553581762
SSP2_BaU_NoCC,CHN,C_B,2025,1220.113421921722
SSP2_BaU_NoCC,CHN,C_B,2030,1294.4479368408959
SSP2_BaU_NoCC,CHN,C_B,2035,1335.8286280900513
SSP2_BaU_NoCC,CHN,C_B,2040,1354.4316268428397
SSP2_BaU_NoCC,CHN,C_B,2045,1364.7820927946264
SSP2_BaU_NoCC,CHN,C_B,2050,1373.9499761747275
SSP2_BaU_NoCC,CHN,C_B,2060,1374.882313061415
SSP2_BaU_NoCC,CHN,C_B,2070,1305.2366855677894
SSP2_BaU_NoCC,CHN,C_B,2080,1225.8638570845335
SSP2_BaU_NoCC,CHN,C_B,2090,1137.1816874599629
SSP2_BaU_NoCC,CHN,C_B,2100,1032.0987593272089
SSP2_BaU_NoCC,CHN,CL,2005,123099.27562195524
SSP2_BaU_NoCC,CHN,CL,2010,129515.10256676665
SSP2_BaU_NoCC,CHN,CL,2015,128328.55769044478
SSP2_BaU_NoCC,CHN,CL,2020,125056.22478133462
SSP2_BaU_NoCC,CHN,CL,2025,132380.5145207625
SSP2_BaU_NoCC,CHN,CL,2030,138129.08070617754
SSP2_BaU_NoCC,CHN,CL,2035,142698.21535384306
SSP2_BaU_NoCC,CHN,CL,2040,144941.7387298832
SSP2_BaU_NoCC,CHN,CL,2045,146630.6120372932
SSP2_BaU_NoCC,CHN,CL,2050,147577.88826723828
SSP2_BaU_NoCC,CHN,CL,2060,151701.7856692301
SSP2_BaU_NoCC,CHN,CL,2070,155785.28051410444
SSP2_BaU_NoCC,CHN,CL,2080,159640.0330737346
SSP2_BaU_NoCC,CHN,CL,2090,160693.04727034803
SSP2_BaU_NoCC,CHN,CL,2100,154993.4180830227
SSP2_BaU_NoCC,CHN,CROP_FLW,2005,16114.074150771536
SSP2_BaU_NoCC,CHN,CROP_FLW,2010,14688.238143410903
SSP2_BaU_NoCC,CHN,CROP_FLW,2015,13353.451333991627
SSP2_BaU_NoCC,CHN,CROP_FLW,2020,13326.530365065484
SSP2_BaU_NoCC,CHN,CROP_FLW,2025,13974.239632583858
SSP2_BaU_NoCC,CHN,CROP_FLW,2030,14309.613717659942
SSP2_BaU_NoCC,CHN,CROP_FLW,2035,14652.954303448652
SSP2_BaU_NoCC,CHN,CROP_FLW,2040,14919.929609613202
SSP2_BaU_NoCC,CHN,CROP_FLW,2045,15187.408778682875
SSP2_BaU_NoCC,CHN,CROP_FLW,2050,15412.200146797699
SSP2_BaU_NoCC,CHN,CROP_FLW,2060,15991.77451426913
SSP2_BaU_NoCC,CHN,CROP_FLW,2070,16628.399110206305
SSP2_BaU_NoCC,CHN,CROP_FLW,2080,16988.28486179545
SSP2_BaU_NoCC,CHN,CROP_FLW,2090,16779.9705784549
SSP2_BaU_NoCC,CHN,CROP_FLW,2100,15600.843363615195
SSP2_BaU_NoCC,CHN,GL,2005,593282.2442368192
SSP2_BaU_NoCC,CHN,GL,2010,209279.34698790562
SSP2_BaU_NoCC,CHN,GL,2015,209008.2613751491
SSP2_BaU_NoCC,CHN,GL,2020,215662.15899419205
SSP2_BaU_NoCC,CHN,GL,2025,232206.5047919994
SSP2_BaU_NoCC,CHN,GL,2030,245371.94824215505
SSP2_BaU_NoCC,CHN,GL,2035,258708.30606886488
SSP2_BaU_NoCC,CHN,GL,2040,271636.540500596
SSP2_BaU_NoCC,CHN,GL,2045,285134.1127031756
SSP2_BaU_NoCC,CHN,GL,2050,299578.51694266585
SSP2_BaU_NoCC,CHN,GL,2060,327065.8422692946
SSP2_BaU_NoCC,CHN,GL,2070,348035.7231865992
SSP2_BaU_NoCC,CHN,GL,2080,361067.14980321674
SSP2_BaU_NoCC,CHN,GL,2090,362929.5291985505
SSP2_BaU_NoCC,CHN,GL,2100,357085.39769993327
SSP2_BaU_NoCC,CHN,GRO,2005,27739.22440538497
SSP2_BaU_NoCC,CHN,GRO,2010,29578.852579628197
SSP2_BaU_NoCC,CHN,GRO,2015,33686.81744797989
SSP2_BaU_NoCC,CHN,GRO,2020,29952.37722981438
SSP2_BaU_NoCC,CHN,GRO,2025,30334.32945138651
SSP2_BaU_NoCC,CHN,GRO,2030,30649.907731221036
SSP2_BaU_NoCC,CHN,GRO,2035,30570.35700557813
SSP2_BaU_NoCC,CHN,GRO,2040,29969.11947757642
SSP2_BaU_NoCC,CHN,GRO,2045,28852.712039901326
SSP2_BaU_NoCC,CHN,GRO,2050,27198.731892898948
SSP2_BaU_NoCC,CHN,GRO,2060,24766.766664508148
SSP2_BaU_NoCC,CHN,GRO,2070,22339.53692755801
SSP2_BaU_NoCC,CHN,GRO,2080,20029.05734954948
SSP2_BaU_NoCC,CHN,GRO,2090,18557.739745841194
SSP2_BaU_NoCC,CHN,GRO,2100,17680.900573896437
SSP2_BaU_NoCC,CHN,OL,2005,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2010,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2015,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2020,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2025,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2030,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2035,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2040,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2045,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2050,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2060,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2070,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2080,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2090,11955.818203643203
SSP2_BaU_NoCC,CHN,OL,2100,11955.818203643203
SSP2_BaU_NoCC,CHN,OTH_A,2005,28682.97425677746
SSP2_BaU_NoCC,CHN,OTH_A,2010,35625.77312707826
SSP2_BaU_NoCC,CHN,OTH_A,2015,38370.69164795909
SSP2_BaU_NoCC,CHN,OTH_A,2020,39497.60890086558
SSP2_BaU_NoCC,CHN,OTH_A,2025,41334.61639105381
SSP2_BaU_NoCC,CHN,OTH_A,2030,42782.40028617055
SSP2_BaU_NoCC,CHN,OTH_A,2035,43860.06708660657
SSP2_BaU_NoCC,CHN,OTH_A,2040,44678.264950835975
SSP2_BaU_NoCC,CHN,OTH_A,2045,45757.81170450486
SSP2_BaU_NoCC,CHN,OTH_A,2050,46799.61077324237
SSP2_BaU_NoCC,CHN,OTH_A,2060,49242.59291800221
SSP2_BaU_NoCC,CHN,OTH_A,2070,51707.829573544026
SSP2_BaU_NoCC,CHN,OTH_A,2080,53937.81561092269
SSP2_BaU_NoCC,CHN,OTH_A,2090,54914.07004398287
SSP2_BaU_NoCC,CHN,OTH_A,2100,53336.316634584786
SSP2_BaU_NoCC,CHN,PAS,2005,389929.8297250545
