scenario,basin,type,year,value
SSP2_500C_NoCC,BEN_NIGE,OL,2020,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2025,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2030,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2035,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2040,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2045,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2050,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2060,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2070,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2080,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2090,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OL,2100,3.3620315590808567
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2005,212.61310977574274
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2010,241.56159677340116
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2015,339.3881452274793
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2020,317.381769079433
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2025,304.1971568220005
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2030,292.80811149347124
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2035,280.23510596071037
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2040,268.4307582683204
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2045,264.92336432860344
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2050,276.9815451565383
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2060,289.19050599444205
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2070,281.48426974567184
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2080,272.2566067680628
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2090,261.658620403216
SSP2_500C_NoCC,BEN_NIGE,OTH_A,2100,245.60654255870378
SSP2_500C_NoCC,BEN_NIGE,PAS,2005,167.35306740835762
SSP2_500C_NoCC,BEN_NIGE,PAS,2010,167.35306740835762
SSP2_500C_NoCC,BEN_NIGE,PAS,2015,162.3298829990312
SSP2_500C_NoCC,BEN_NIGE,PAS,2020,173.13833587386497
SSP2_500C_NoCC,BEN_NIGE,PAS,2025,33.8640789263511
SSP2_500C_NoCC,BEN_NIGE,PAS,2030,7.052212242065304
SSP2_500C_NoCC,BEN_NIGE,PAS,2035,3.691588193370728
SSP2_500C_NoCC,BEN_NIGE,PAS,2040,2.604820495678708
SSP2_500C_NoCC,BEN_NIGE,PAS,2045,2.6476706837991655
SSP2_500C_NoCC,BEN_NIGE,PAS,2050,2.4909186102365144
SSP2_500C_NoCC,BEN_NIGE,PAS,2060,2.0521790400916546
SSP2_500C_NoCC,BEN_NIGE,PAS,2070,2.0945903430366273
SSP2_500C_NoCC,BEN_NIGE,PAS,2080,2.43992293792035
SSP2_500C_NoCC,BEN_NIGE,PAS,2090,2.7409742176311203
SSP2_500C_NoCC,BEN_NIGE,PAS,2100,2.9698662713932276
SSP2_500C_NoCC,BEN_NIGE,PDR,2005,9.512814027650851
SSP2_500C_NoCC,BEN_NIGE,PDR,2010,13.311343583961229
SSP2_500C_NoCC,BEN_NIGE,PDR,2015,17.514420774121817
SSP2_500C_NoCC,BEN_NIGE,PDR,2020,17.729916734149974
SSP2_500C_NoCC,BEN_NIGE,PDR,2025,14.044274377809261
SSP2_500C_NoCC,BEN_NIGE,PDR,2030,11.40662846351554
SSP2_500C_NoCC,BEN_NIGE,PDR,2035,9.30447137707166
SSP2_500C_NoCC,BEN_NIGE,PDR,2040,7.8718918212296325
SSP2_500C_NoCC,BEN_NIGE,PDR,2045,6.477381225240453
SSP2_500C_NoCC,BEN_NIGE,PDR,2050,4.728603863648312
SSP2_500C_NoCC,BEN_NIGE,PDR,2060,2.517316427835816
SSP2_500C_NoCC,BEN_NIGE,PDR,2070,2.6355837399234
SSP2_500C_NoCC,BEN_NIGE,PDR,2080,2.77434388347057
SSP2_500C_NoCC,BEN_NIGE,PDR,2090,2.8800212840589587
SSP2_500C_NoCC,BEN_NIGE,PDR,2100,2.936717104075425
SSP2_500C_NoCC,BEN_NIGE,SL,2005,6.155591466103967
SSP2_500C_NoCC,BEN_NIGE,SL,2010,7.21291737613131
SSP2_500C_NoCC,BEN_NIGE,SL,2015,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2020,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2025,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2030,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2035,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2040,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2045,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2050,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2060,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2070,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2080,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2090,8.653557877335308
SSP2_500C_NoCC,BEN_NIGE,SL,2100,8.653557877335308
SSP2_500C_NoCC,BEN_VOLT,frs,2005,558.3862738516257
SSP2_500C_NoCC,BEN_VOLT,frs,2010,519.8172726587092
SSP2_500C_NoCC,BEN_VOLT,frs,2015,488.8161087335539
SSP2_500C_NoCC,BEN_VOLT,frs,2020,494.08371580941514
SSP2_500C_NoCC,BEN_VOLT,frs,2025,517.5319523834894
SSP2_500C_NoCC,BEN_VOLT,frs,2030,525.646929786905
SSP2_500C_NoCC,BEN_VOLT,frs,2035,530.1705460113524
SSP2_500C_NoCC,BEN_VOLT,frs,2040,533.7817905673609
SSP2_500C_NoCC,BEN_VOLT,frs,2045,536.3367921411177
SSP2_500C_NoCC,BEN_VOLT,frs,2050,536.4670049286303
SSP2_500C_NoCC,BEN_VOLT,frs,2060,518.9939457824591
SSP2_500C_NoCC,BEN_VOLT,frs,2070,527.7629936392065
SSP2_500C_NoCC,BEN_VOLT,frs,2080,533.2422335625969
SSP2_500C_NoCC,BEN_VOLT,frs,2090,536.5968092351045
SSP2_500C_NoCC,BEN_VOLT,frs,2100,542.1318989752548
SSP2_500C_NoCC,BEN_VOLT,OSD,2005,45.44530303798072
SSP2_500C_NoCC,BEN_VOLT,OSD,2010,42.45332985113908
SSP2_500C_NoCC,BEN_VOLT,OSD,2015,63.14279539308581
SSP2_500C_NoCC,BEN_VOLT,OSD,2020,62.25249404586743
SSP2_500C_NoCC,BEN_VOLT,OSD,2025,62.19613942805741
SSP2_500C_NoCC,BEN_VOLT,OSD,2030,62.10843801726397
SSP2_500C_NoCC,BEN_VOLT,OSD,2035,62.265354987038485
SSP2_500C_NoCC,BEN_VOLT,OSD,2040,62.563434086242346
SSP2_500C_NoCC,BEN_VOLT,OSD,2045,64.18872894043626
SSP2_500C_NoCC,BEN_VOLT,OSD,2050,68.4050735726017
SSP2_500C_NoCC,BEN_VOLT,OSD,2060,87.11008504965865
SSP2_500C_NoCC,BEN_VOLT,OSD,2070,90.32972343299042
SSP2_500C_NoCC,BEN_VOLT,OSD,2080,96.37827341527488
SSP2_500C_NoCC,BEN_VOLT,OSD,2090,102.29244919166369
SSP2_500C_NoCC,BEN_VOLT,OSD,2100,104.71631827495099
SSP2_500C_NoCC,BEN_VOLT,BIO,2025,0.18258372388871094
SSP2_500C_NoCC,BEN_VOLT,BIO,2030,0.39756888795334705
SSP2_500C_NoCC,BEN_VOLT,BIO,2035,1.1115582917349192
SSP2_500C_NoCC,BEN_VOLT,BIO,2040,2.882689339997771
SSP2_500C_NoCC,BEN_VOLT,BIO,2045,2.6713833787343866
SSP2_500C_NoCC,BEN_VOLT,BIO,2050,4.747766613644913
SSP2_500C_NoCC,BEN_VOLT,BIO,2060,62.035735656458385
SSP2_500C_NoCC,BEN_VOLT,BIO,2070,70.30050040303914
SSP2_500C_NoCC,BEN_VOLT,BIO,2080,66.89175894277477
SSP2_500C_NoCC,BEN_VOLT,BIO,2090,64.70590202855121
SSP2_500C_NoCC,BEN_VOLT,BIO,2100,59.09868744020265
SSP2_500C_NoCC,BEN_VOLT,CL,2005,365.9232301912606
SSP2_500C_NoCC,BEN_VOLT,CL,2010,352.97547487942546
SSP2_500C_NoCC,BEN_VOLT,CL,2015,416.149835700677
SSP2_500C_NoCC,BEN_VOLT,CL,2020,394.4059398749962
SSP2_500C_NoCC,BEN_VOLT,CL,2025,371.1822225939232
SSP2_500C_NoCC,BEN_VOLT,CL,2030,353.7978293614056
SSP2_500C_NoCC,BEN_VOLT,CL,2035,340.34072259042426
SSP2_500C_NoCC,BEN_VOLT,CL,2040,331.22191621643265
SSP2_500C_NoCC,BEN_VOLT,CL,2045,325.43699566620177
SSP2_500C_NoCC,BEN_VOLT,CL,2050,325.11261198762867
SSP2_500C_NoCC,BEN_VOLT,CL,2060,380.55181413169134
SSP2_500C_NoCC,BEN_VOLT,CL,2070,352.63800250359407
SSP2_500C_NoCC,BEN_VOLT,CL,2080,335.03672962915897
SSP2_500C_NoCC,BEN_VOLT,CL,2090,324.19333179808956
SSP2_500C_NoCC,BEN_VOLT,CL,2100,306.52421511310143
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2005,21.11666797440263
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2010,20.508842733851722
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2015,21.45161241353384
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2020,21.01957183147595
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2025,20.9038848939512
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2030,20.585019624928396
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2035,20.28759839629647
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2040,20.08919728379242
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2045,19.96495642239929
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2050,19.957659481591264
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2060,21.1892780491503
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2070,20.594405545679972
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2080,20.19176251141897
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2090,19.932408916914987
SSP2_500C_NoCC,BEN_VOLT,CROP_FLW,2100,19.49219443037407
SSP2_500C_NoCC,BEN_VOLT,GL,2005,1123.688529643062
SSP2_500C_NoCC,BEN_VOLT,GL,2010,1125.3282552534038
SSP2_500C_NoCC,BEN_VOLT,GL,2015,1057.2431960756205
SSP2_500C_NoCC,BEN_VOLT,GL,2020,1068.6363184401482
SSP2_500C_NoCC,BEN_VOLT,GL,2025,1119.3516859065369
SSP2_500C_NoCC,BEN_VOLT,GL,2030,1136.9032855628907
SSP2_500C_NoCC,BEN_VOLT,GL,2035,1146.6872562412414
SSP2_500C_NoCC,BEN_VOLT,GL,2040,1154.497890277212
SSP2_500C_NoCC,BEN_VOLT,GL,2045,1160.0240134584128
SSP2_500C_NoCC,BEN_VOLT,GL,2050,1160.305646123908
SSP2_500C_NoCC,BEN_VOLT,GL,2060,1122.5137800890968
SSP2_500C_NoCC,BEN_VOLT,GL,2070,1141.480045760307
SSP2_500C_NoCC,BEN_VOLT,GL,2080,1153.3309013789537
SSP2_500C_NoCC,BEN_VOLT,GL,2090,1160.5863953001094
SSP2_500C_NoCC,BEN_VOLT,GL,2100,1172.5580465261783
SSP2_500C_NoCC,BEN_VOLT,GRO,2005,220.73700014604879
SSP2_500C_NoCC,BEN_VOLT,GRO,2010,196.17140668865855
SSP2_500C_NoCC,BEN_VOLT,GRO,2015,196.83434489670572
SSP2_500C_NoCC,BEN_VOLT,GRO,2020,183.02027929270065
SSP2_500C_NoCC,BEN_VOLT,GRO,2025,168.95942011468955
SSP2_500C_NoCC,BEN_VOLT,GRO,2030,158.97393143017763
SSP2_500C_NoCC,BEN_VOLT,GRO,2035,152.1901140333903
SSP2_500C_NoCC,BEN_VOLT,GRO,2040,147.51640588391098
SSP2_500C_NoCC,BEN_VOLT,GRO,2045,143.64771620121982
SSP2_500C_NoCC,BEN_VOLT,GRO,2050,134.4195122486364
SSP2_500C_NoCC,BEN_VOLT,GRO,2060,109.72636584327108
SSP2_500C_NoCC,BEN_VOLT,GRO,2070,72.0142113507486
SSP2_500C_NoCC,BEN_VOLT,GRO,2080,53.66689653279143
SSP2_500C_NoCC,BEN_VOLT,GRO,2090,42.41771028891446
SSP2_500C_NoCC,BEN_VOLT,GRO,2100,33.72114348908853
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2005,66.8807989279401
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2010,77.40919421307248
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2015,113.09973088676576
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2020,106.12516939875471
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2025,101.47447903065526
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2030,97.51049180895004
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2035,92.88241928001227
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2040,88.36519667821577
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2045,86.90421535193227
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2050,91.6864436115643
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2060,97.23272595127632
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2070,95.88785623624412
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2080,94.12989735553381
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2090,90.94707478047795
SSP2_500C_NoCC,BEN_VOLT,OTH_A,2100,85.60218323728391
SSP2_500C_NoCC,BEN_VOLT,PAS,2005,59.87137672045046
SSP2_500C_NoCC,BEN_VOLT,PAS,2010,59.87137672045046
SSP2_500C_NoCC,BEN_VOLT,PAS,2015,61.573262892786104
SSP2_500C_NoCC,BEN_VOLT,PAS,2020,66.6564292780768
SSP2_500C_NoCC,BEN_VOLT,PAS,2025,15.716542518688524
SSP2_500C_NoCC,BEN_VOLT,PAS,2030,7.434358691436506
SSP2_500C_NoCC,BEN_VOLT,PAS,2035,6.5838785596196505
SSP2_500C_NoCC,BEN_VOLT,PAS,2040,4.280806341632799
SSP2_500C_NoCC,BEN_VOLT,PAS,2045,1.9846021369057678
SSP2_500C_NoCC,BEN_VOLT,PAS,2050,1.897140362470257
SSP2_500C_NoCC,BEN_VOLT,PAS,2060,1.7228633993904345
SSP2_500C_NoCC,BEN_VOLT,PAS,2070,1.901361499530674
SSP2_500C_NoCC,BEN_VOLT,PAS,2080,2.172538831928433
SSP2_500C_NoCC,BEN_VOLT,PAS,2090,2.4058670693346103
SSP2_500C_NoCC,BEN_VOLT,PAS,2100,2.568242788103228
SSP2_500C_NoCC,BEN_VOLT,PDR,2005,11.743460104888285
SSP2_500C_NoCC,BEN_VOLT,PDR,2010,16.43270139270369
SSP2_500C_NoCC,BEN_VOLT,PDR,2015,21.6213521105858
SSP2_500C_NoCC,BEN_VOLT,PDR,2020,21.988425306197396
SSP2_500C_NoCC,BEN_VOLT,PDR,2025,17.465715402680896
SSP2_500C_NoCC,BEN_VOLT,PDR,2030,14.222379592132045
SSP2_500C_NoCC,BEN_VOLT,PDR,2035,11.603677601951881
SSP2_500C_NoCC,BEN_VOLT,PDR,2040,9.804992944273295
SSP2_500C_NoCC,BEN_VOLT,PDR,2045,8.059995371479856
SSP2_500C_NoCC,BEN_VOLT,PDR,2050,5.896156459590057
SSP2_500C_NoCC,BEN_VOLT,PDR,2060,3.257623581876464
SSP2_500C_NoCC,BEN_VOLT,PDR,2070,3.5113055348919344
SSP2_500C_NoCC,BEN_VOLT,PDR,2080,3.7781408713648306
SSP2_500C_NoCC,BEN_VOLT,PDR,2090,3.8977865915672716
SSP2_500C_NoCC,BEN_VOLT,PDR,2100,3.893688241201416
SSP2_500C_NoCC,BEN_VOLT,SL,2005,4.360672852453362
SSP2_500C_NoCC,BEN_VOLT,SL,2010,5.153613668720612
SSP2_500C_NoCC,BEN_VOLT,SL,2015,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2020,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2025,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2030,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2035,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2040,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2045,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2050,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2060,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2070,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2080,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2090,6.151630211424218
SSP2_500C_NoCC,BEN_VOLT,SL,2100,6.151630211424218
SSP2_500C_NoCC,BFA_AFWC,frs,2005,496.26545904981657
SSP2_500C_NoCC,BFA_AFWC,frs,2010,489.74134320158436
SSP2_500C_NoCC,BFA_AFWC,frs,2015,469.2171107276088
SSP2_500C_NoCC,BFA_AFWC,frs,2020,459.8027122314592
SSP2_500C_NoCC,BFA_AFWC,frs,2025,571.7071533373979
SSP2_500C_NoCC,BFA_AFWC,frs,2030,567.6111970456673
SSP2_500C_NoCC,BFA_AFWC,frs,2035,563.8442238264734
SSP2_500C_NoCC,BFA_AFWC,frs,2040,556.3833323134911
SSP2_500C_NoCC,BFA_AFWC,frs,2045,552.7925663578435
SSP2_500C_NoCC,BFA_AFWC,frs,2050,550.0156733033737
SSP2_500C_NoCC,BFA_AFWC,frs,2060,462.0280844061508
SSP2_500C_NoCC,BFA_AFWC,frs,2070,396.541909311958
SSP2_500C_NoCC,BFA_AFWC,frs,2080,398.9346199703496
SSP2_500C_NoCC,BFA_AFWC,frs,2090,420.07232192148723
SSP2_500C_NoCC,BFA_AFWC,frs,2100,433.22797079394456
SSP2_500C_NoCC,BFA_AFWC,OSD,2005,61.74186923875098
SSP2_500C_NoCC,BFA_AFWC,OSD,2010,60.308437781968756
SSP2_500C_NoCC,BFA_AFWC,OSD,2015,90.918109358123
SSP2_500C_NoCC,BFA_AFWC,OSD,2020,91.50993015374135
SSP2_500C_NoCC,BFA_AFWC,OSD,2025,98.28816017430195
SSP2_500C_NoCC,BFA_AFWC,OSD,2030,107.94300197122286
SSP2_500C_NoCC,BFA_AFWC,OSD,2035,120.110557990965
SSP2_500C_NoCC,BFA_AFWC,OSD,2040,131.8662169749377
SSP2_500C_NoCC,BFA_AFWC,OSD,2045,142.93465122584578
SSP2_500C_NoCC,BFA_AFWC,OSD,2050,156.58238082137814
SSP2_500C_NoCC,BFA_AFWC,OSD,2060,244.0902685885029
SSP2_500C_NoCC,BFA_AFWC,OSD,2070,362.9276208464966
SSP2_500C_NoCC,BFA_AFWC,OSD,2080,435.622456454902
SSP2_500C_NoCC,BFA_AFWC,OSD,2090,422.7741964585467
SSP2_500C_NoCC,BFA_AFWC,OSD,2100,423.57162084837825
SSP2_500C_NoCC,BFA_AFWC,BIO,2025,0.5015594519308684
SSP2_500C_NoCC,BFA_AFWC,BIO,2030,1.2444577663951426
SSP2_500C_NoCC,BFA_AFWC,BIO,2035,3.9285983988440543
SSP2_500C_NoCC,BFA_AFWC,BIO,2040,10.677284866328726
SSP2_500C_NoCC,BFA_AFWC,BIO,2045,10.057364162473906
SSP2_500C_NoCC,BFA_AFWC,BIO,2050,17.803831167134547
SSP2_500C_NoCC,BFA_AFWC,BIO,2060,296.46844757704145
SSP2_500C_NoCC,BFA_AFWC,BIO,2070,486.0757571988433
SSP2_500C_NoCC,BFA_AFWC,BIO,2080,417.00203500188024
SSP2_500C_NoCC,BFA_AFWC,BIO,2090,367.15867147304044
SSP2_500C_NoCC,BFA_AFWC,BIO,2100,333.11795346196686
SSP2_500C_NoCC,BFA_AFWC,C_B,2005,1.6972014691957815
SSP2_500C_NoCC,BFA_AFWC,C_B,2010,2.401146614042629
SSP2_500C_NoCC,BFA_AFWC,C_B,2015,1.8023781027027685
SSP2_500C_NoCC,BFA_AFWC,C_B,2020,1.8690302746664846
SSP2_500C_NoCC,BFA_AFWC,C_B,2025,1.973666959492221
SSP2_500C_NoCC,BFA_AFWC,C_B,2030,2.129575298939705
SSP2_500C_NoCC,BFA_AFWC,C_B,2035,2.2992850854852698
SSP2_500C_NoCC,BFA_AFWC,C_B,2040,2.4210635897090844
SSP2_500C_NoCC,BFA_AFWC,C_B,2045,2.5099069149618263
SSP2_500C_NoCC,BFA_AFWC,C_B,2050,2.6494693092262196
SSP2_500C_NoCC,BFA_AFWC,C_B,2060,4.647036516596656
SSP2_500C_NoCC,BFA_AFWC,C_B,2070,7.5068940138958204
SSP2_500C_NoCC,BFA_AFWC,C_B,2080,7.071385831083335
SSP2_500C_NoCC,BFA_AFWC,C_B,2090,6.268205979474097
SSP2_500C_NoCC,BFA_AFWC,C_B,2100,5.90084626177305
SSP2_500C_NoCC,BFA_AFWC,CL,2005,288.3039339926392
SSP2_500C_NoCC,BFA_AFWC,CL,2010,387.79197936861834
SSP2_500C_NoCC,BFA_AFWC,CL,2015,479.50258927903224
SSP2_500C_NoCC,BFA_AFWC,CL,2020,487.8395193336627
SSP2_500C_NoCC,BFA_AFWC,CL,2025,473.8152808411305
SSP2_500C_NoCC,BFA_AFWC,CL,2030,482.47960098535526
SSP2_500C_NoCC,BFA_AFWC,CL,2035,495.99800394792777
SSP2_500C_NoCC,BFA_AFWC,CL,2040,519.8724415941341
SSP2_500C_NoCC,BFA_AFWC,CL,2045,533.3775320021434
SSP2_500C_NoCC,BFA_AFWC,CL,2050,547.7152127378615
SSP2_500C_NoCC,BFA_AFWC,CL,2060,852.1083167788652
SSP2_500C_NoCC,BFA_AFWC,CL,2070,1074.797914139139
SSP2_500C_NoCC,BFA_AFWC,CL,2080,1069.9831093079567
SSP2_500C_NoCC,BFA_AFWC,CL,2090,1002.3978987273006
SSP2_500C_NoCC,BFA_AFWC,CL,2100,958.1213355517846
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2005,20.93522562341372
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2010,23.218658953733215
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2015,25.50208825539605
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2020,25.446980157655187
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2025,28.06515816943322
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2030,28.210629958359217
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2035,28.49585052410118
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2040,28.955961892104956
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2045,29.220844916200075
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2050,29.521840137889352
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2060,33.26512018855083
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2070,34.162905930199805
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2080,34.20236529215096
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2090,34.114050127435334
SSP2_500C_NoCC,BFA_AFWC,CROP_FLW,2100,33.95903556460672
SSP2_500C_NoCC,BFA_AFWC,GL,2005,1137.7330668476957
SSP2_500C_NoCC,BFA_AFWC,GL,2010,1079.7106471721097
SSP2_500C_NoCC,BFA_AFWC,GL,2015,1090.8855191873251
SSP2_500C_NoCC,BFA_AFWC,GL,2020,1068.9979307842
SSP2_500C_NoCC,BFA_AFWC,GL,2025,1329.165199931568
SSP2_500C_NoCC,BFA_AFWC,GL,2030,1319.642487942348
SSP2_500C_NoCC,BFA_AFWC,GL,2035,1310.8846305623963
SSP2_500C_NoCC,BFA_AFWC,GL,2040,1293.5387616124788
SSP2_500C_NoCC,BFA_AFWC,GL,2045,1285.1905694978896
SSP2_500C_NoCC,BFA_AFWC,GL,2050,1278.734555102431
SSP2_500C_NoCC,BFA_AFWC,GL,2060,1074.1717111614964
SSP2_500C_NoCC,BFA_AFWC,GL,2070,921.9225316581286
SSP2_500C_NoCC,BFA_AFWC,GL,2080,927.4853582242696
SSP2_500C_NoCC,BFA_AFWC,GL,2090,976.6285212509513
SSP2_500C_NoCC,BFA_AFWC,GL,2100,1007.2141638508557
SSP2_500C_NoCC,BFA_AFWC,GRO,2005,119.27534910762014
SSP2_500C_NoCC,BFA_AFWC,GRO,2010,171.0987327488688
SSP2_500C_NoCC,BFA_AFWC,GRO,2015,178.27455430889825
SSP2_500C_NoCC,BFA_AFWC,GRO,2020,183.15088108060826
SSP2_500C_NoCC,BFA_AFWC,GRO,2025,184.85824246975352
SSP2_500C_NoCC,BFA_AFWC,GRO,2030,194.29097746727166
SSP2_500C_NoCC,BFA_AFWC,GRO,2035,197.48223986704306
SSP2_500C_NoCC,BFA_AFWC,GRO,2040,201.12367867514794
SSP2_500C_NoCC,BFA_AFWC,GRO,2045,200.33769607044184
SSP2_500C_NoCC,BFA_AFWC,GRO,2050,190.7136760241422
SSP2_500C_NoCC,BFA_AFWC,GRO,2060,117.48906111545882
SSP2_500C_NoCC,BFA_AFWC,GRO,2070,21.368418114588998
SSP2_500C_NoCC,BFA_AFWC,GRO,2080,6.027711010440186
SSP2_500C_NoCC,BFA_AFWC,GRO,2090,4.1921387884622785
SSP2_500C_NoCC,BFA_AFWC,GRO,2100,3.8610760620953384
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2005,69.35674689804264
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2010,95.28818209337555
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2015,141.50663829081063
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2020,143.41723735745143
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2025,139.27993918985067
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2030,139.7301496383821
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2035,140.64992808393723
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2040,142.9013729253689
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2045,146.2523092784661
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2050,148.32752430369274
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2060,154.01539779810716
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2070,160.35414566189203
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2080,167.2709542136521
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2090,164.78210732139956
SSP2_500C_NoCC,BFA_AFWC,OTH_A,2100,154.3437998303651
SSP2_500C_NoCC,BFA_AFWC,PAS,2005,387.1615970060277
SSP2_500C_NoCC,BFA_AFWC,PAS,2010,387.1615970060277
SSP2_500C_NoCC,BFA_AFWC,PAS,2015,387.16568888479367
SSP2_500C_NoCC,BFA_AFWC,PAS,2020,410.1307457294371
SSP2_500C_NoCC,BFA_AFWC,PAS,2025,52.08327396866359
SSP2_500C_NoCC,BFA_AFWC,PAS,2030,57.037622105390355
SSP2_500C_NoCC,BFA_AFWC,PAS,2035,56.044049741962404
SSP2_500C_NoCC,BFA_AFWC,PAS,2040,56.97637255865549
SSP2_500C_NoCC,BFA_AFWC,PAS,2045,55.410240220883814
SSP2_500C_NoCC,BFA_AFWC,PAS,2050,50.305466935094536
