scenario,basin,type,year,value
SSP2_BaU_NoCC,AFG_CSEC,PDR,2050,27.431696193352412
SSP2_BaU_NoCC,AFG_CSEC,PDR,2060,35.11846603356846
SSP2_BaU_NoCC,AFG_CSEC,PDR,2070,45.00994261207388
SSP2_BaU_NoCC,AFG_CSEC,PDR,2080,52.9459028559626
SSP2_BaU_NoCC,AFG_CSEC,PDR,2090,49.22698207560078
SSP2_BaU_NoCC,AFG_CSEC,PDR,2100,39.67919890087343
SSP2_BaU_NoCC,AFG_CSEC,SL,2005,4.390038639164585
SSP2_BaU_NoCC,AFG_CSEC,SL,2010,5.350141069887281
SSP2_BaU_NoCC,AFG_CSEC,SL,2015,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2020,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2025,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2030,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2035,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2040,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2045,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2050,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2060,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2070,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2080,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2090,6.603752165562125
SSP2_BaU_NoCC,AFG_CSEC,SL,2100,6.603752165562125
SSP2_BaU_NoCC,AFG_FARA,wht,2005,57.10452505123116
SSP2_BaU_NoCC,AFG_FARA,wht,2010,59.8722107746425
SSP2_BaU_NoCC,AFG_FARA,wht,2015,53.81526486795989
SSP2_BaU_NoCC,AFG_FARA,wht,2020,50.49830238230485
SSP2_BaU_NoCC,AFG_FARA,wht,2025,51.88612082816057
SSP2_BaU_NoCC,AFG_FARA,wht,2030,49.29871185352712
SSP2_BaU_NoCC,AFG_FARA,wht,2035,54.16750959576774
SSP2_BaU_NoCC,AFG_FARA,wht,2040,58.597278332153884
SSP2_BaU_NoCC,AFG_FARA,wht,2045,67.74720731563598
SSP2_BaU_NoCC,AFG_FARA,wht,2050,80.83902023879962
SSP2_BaU_NoCC,AFG_FARA,wht,2060,103.75670856694104
SSP2_BaU_NoCC,AFG_FARA,wht,2070,115.99214408121203
SSP2_BaU_NoCC,AFG_FARA,wht,2080,71.38960474877274
SSP2_BaU_NoCC,AFG_FARA,wht,2090,47.35577335874801
SSP2_BaU_NoCC,AFG_FARA,wht,2100,45.25760966641142
SSP2_BaU_NoCC,AFG_FARA,frs,2005,1.0
SSP2_BaU_NoCC,AFG_FARA,frs,2010,1.0
SSP2_BaU_NoCC,AFG_FARA,frs,2015,0.9999999980888191
SSP2_BaU_NoCC,AFG_FARA,frs,2020,0.9211826432417355
SSP2_BaU_NoCC,AFG_FARA,frs,2025,0.9412696847399447
SSP2_BaU_NoCC,AFG_FARA,frs,2030,0.8871613554871358
SSP2_BaU_NoCC,AFG_FARA,frs,2035,0.8871613554871359
SSP2_BaU_NoCC,AFG_FARA,frs,2040,0.887161355487136
SSP2_BaU_NoCC,AFG_FARA,frs,2045,0.887161355487135
SSP2_BaU_NoCC,AFG_FARA,frs,2050,0.8963629876129299
SSP2_BaU_NoCC,AFG_FARA,frs,2060,0.961845383894716
SSP2_BaU_NoCC,AFG_FARA,frs,2070,0.9606651855857326
SSP2_BaU_NoCC,AFG_FARA,frs,2080,0.8871613554871354
SSP2_BaU_NoCC,AFG_FARA,frs,2090,0.8871613554871358
SSP2_BaU_NoCC,AFG_FARA,frs,2100,0.887161355487135
SSP2_BaU_NoCC,AFG_FARA,OSD,2005,7.019585967840019
SSP2_BaU_NoCC,AFG_FARA,OSD,2010,5.678639870058423
SSP2_BaU_NoCC,AFG_FARA,OSD,2015,4.2550355622532905
SSP2_BaU_NoCC,AFG_FARA,OSD,2020,4.045908153674521
SSP2_BaU_NoCC,AFG_FARA,OSD,2025,4.013628554770224
SSP2_BaU_NoCC,AFG_FARA,OSD,2030,3.6838030600197746
SSP2_BaU_NoCC,AFG_FARA,OSD,2035,3.9779091775807083
SSP2_BaU_NoCC,AFG_FARA,OSD,2040,4.196994951774212
SSP2_BaU_NoCC,AFG_FARA,OSD,2045,4.713647287131249
SSP2_BaU_NoCC,AFG_FARA,OSD,2050,5.445045390492427
SSP2_BaU_NoCC,AFG_FARA,OSD,2060,6.388982105639317
SSP2_BaU_NoCC,AFG_FARA,OSD,2070,6.423795428542054
SSP2_BaU_NoCC,AFG_FARA,OSD,2080,4.535097407017269
SSP2_BaU_NoCC,AFG_FARA,OSD,2090,3.5190560028420084
SSP2_BaU_NoCC,AFG_FARA,OSD,2100,3.8500733854017914
SSP2_BaU_NoCC,AFG_FARA,BIO,2025,1.4284089550373835
SSP2_BaU_NoCC,AFG_FARA,BIO,2030,2.4693313133704273
SSP2_BaU_NoCC,AFG_FARA,BIO,2035,4.528915683931405
SSP2_BaU_NoCC,AFG_FARA,BIO,2040,8.153798579738181
SSP2_BaU_NoCC,AFG_FARA,BIO,2045,10.565063887172071
SSP2_BaU_NoCC,AFG_FARA,BIO,2050,13.903607780446212
SSP2_BaU_NoCC,AFG_FARA,BIO,2060,20.33806742957484
SSP2_BaU_NoCC,AFG_FARA,BIO,2070,24.684150945210924
SSP2_BaU_NoCC,AFG_FARA,BIO,2080,18.530951070690875
SSP2_BaU_NoCC,AFG_FARA,BIO,2090,16.545680173511112
SSP2_BaU_NoCC,AFG_FARA,BIO,2100,22.01368445530089
SSP2_BaU_NoCC,AFG_FARA,C_B,2005,0.12668975267695415
SSP2_BaU_NoCC,AFG_FARA,C_B,2010,0.18809762490943235
SSP2_BaU_NoCC,AFG_FARA,C_B,2015,0.16472236488436728
SSP2_BaU_NoCC,AFG_FARA,C_B,2020,0.15852973427777903
SSP2_BaU_NoCC,AFG_FARA,C_B,2025,0.14121882658984933
SSP2_BaU_NoCC,AFG_FARA,C_B,2030,0.14593391526274826
SSP2_BaU_NoCC,AFG_FARA,C_B,2035,0.1623289331336241
SSP2_BaU_NoCC,AFG_FARA,C_B,2040,0.17499163960824254
SSP2_BaU_NoCC,AFG_FARA,C_B,2045,0.20014240777593895
SSP2_BaU_NoCC,AFG_FARA,C_B,2050,0.23536859065498092
SSP2_BaU_NoCC,AFG_FARA,C_B,2060,0.2902623982170897
SSP2_BaU_NoCC,AFG_FARA,C_B,2070,0.3097384988935309
SSP2_BaU_NoCC,AFG_FARA,C_B,2080,0.2323112289692457
SSP2_BaU_NoCC,AFG_FARA,C_B,2090,0.19003991963697056
SSP2_BaU_NoCC,AFG_FARA,C_B,2100,0.22169125628016845
SSP2_BaU_NoCC,AFG_FARA,CL,2005,327.9530449380451
SSP2_BaU_NoCC,AFG_FARA,CL,2010,329.3230201305943
SSP2_BaU_NoCC,AFG_FARA,CL,2015,340.663169533946
SSP2_BaU_NoCC,AFG_FARA,CL,2020,317.01561672489936
SSP2_BaU_NoCC,AFG_FARA,CL,2025,324.65815457696027
SSP2_BaU_NoCC,AFG_FARA,CL,2030,290.36175014663576
SSP2_BaU_NoCC,AFG_FARA,CL,2035,306.06772146153975
SSP2_BaU_NoCC,AFG_FARA,CL,2040,323.2209458532833
SSP2_BaU_NoCC,AFG_FARA,CL,2045,361.96262584578
SSP2_BaU_NoCC,AFG_FARA,CL,2050,417.6502264666969
SSP2_BaU_NoCC,AFG_FARA,CL,2060,503.19455931681875
SSP2_BaU_NoCC,AFG_FARA,CL,2070,537.2613859152364
SSP2_BaU_NoCC,AFG_FARA,CL,2080,362.43866963299735
SSP2_BaU_NoCC,AFG_FARA,CL,2090,283.46166379736013
SSP2_BaU_NoCC,AFG_FARA,CL,2100,325.98384403856096
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2005,212.2953900962163
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2010,207.10808192191962
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2015,211.8150834186287
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2020,194.5784281121449
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2025,198.7283075806123
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2030,168.640215625939
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2035,168.76078230474707
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2040,171.19641178356332
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2045,184.7560675335142
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2050,205.04330286788996
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2060,232.47862236026523
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2070,240.21633666997408
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2080,159.32493257582098
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2090,131.50406145589682
SSP2_BaU_NoCC,AFG_FARA,CROP_FLW,2100,161.55979612544292
SSP2_BaU_NoCC,AFG_FARA,GL,2005,4940.575991718166
SSP2_BaU_NoCC,AFG_FARA,GL,2010,1953.2443990274924
SSP2_BaU_NoCC,AFG_FARA,GL,2015,1941.5731660659942
SSP2_BaU_NoCC,AFG_FARA,GL,2020,1788.5435045821268
SSP2_BaU_NoCC,AFG_FARA,GL,2025,1827.5439654152424
SSP2_BaU_NoCC,AFG_FARA,GL,2030,1722.488685076544
SSP2_BaU_NoCC,AFG_FARA,GL,2035,1722.4886850765445
SSP2_BaU_NoCC,AFG_FARA,GL,2040,1722.488685076533
SSP2_BaU_NoCC,AFG_FARA,GL,2045,1722.488685076563
SSP2_BaU_NoCC,AFG_FARA,GL,2050,1740.3543271301419
SSP2_BaU_NoCC,AFG_FARA,GL,2060,1867.4931908435428
SSP2_BaU_NoCC,AFG_FARA,GL,2070,1865.201749471804
SSP2_BaU_NoCC,AFG_FARA,GL,2080,1722.4886850765442
SSP2_BaU_NoCC,AFG_FARA,GL,2090,1722.488685076545
SSP2_BaU_NoCC,AFG_FARA,GL,2100,1722.4886850765436
SSP2_BaU_NoCC,AFG_FARA,GRO,2005,21.662963641634608
SSP2_BaU_NoCC,AFG_FARA,GRO,2010,17.02911011875236
SSP2_BaU_NoCC,AFG_FARA,GRO,2015,16.83619734857962
SSP2_BaU_NoCC,AFG_FARA,GRO,2020,16.197147758585118
SSP2_BaU_NoCC,AFG_FARA,GRO,2025,16.6959377219811
SSP2_BaU_NoCC,AFG_FARA,GRO,2030,15.804830319670575
SSP2_BaU_NoCC,AFG_FARA,GRO,2035,17.179125117959217
SSP2_BaU_NoCC,AFG_FARA,GRO,2040,17.095425789540275
SSP2_BaU_NoCC,AFG_FARA,GRO,2045,18.944755993949034
SSP2_BaU_NoCC,AFG_FARA,GRO,2050,21.990809220547312
SSP2_BaU_NoCC,AFG_FARA,GRO,2060,26.372797713603013
SSP2_BaU_NoCC,AFG_FARA,GRO,2070,27.861282977021315
SSP2_BaU_NoCC,AFG_FARA,GRO,2080,19.60645408658908
SSP2_BaU_NoCC,AFG_FARA,GRO,2090,14.787582914926299
SSP2_BaU_NoCC,AFG_FARA,GRO,2100,15.889568359850264
SSP2_BaU_NoCC,AFG_FARA,OL,2005,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2010,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2015,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2020,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2025,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2030,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2035,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2040,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2045,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2050,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2060,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2070,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2080,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2090,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OL,2100,23.71557126598547
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2005,20.994322213762135
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2010,27.581949914634997
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2015,44.475655149927015
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2020,42.539913161981985
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2025,42.8452504057651
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2030,41.97046022930591
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2035,48.066230022987156
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2040,53.88696447464205
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2045,63.5978581480772
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2050,76.62256408417656
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2060,96.97849811734085
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2070,104.68902459470118
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2080,76.78860117051315
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2090,61.04074579266446
SSP2_BaU_NoCC,AFG_FARA,OTH_A,2100,69.22518966686631
SSP2_BaU_NoCC,AFG_FARA,PAS,2005,2985.7974359561736
SSP2_BaU_NoCC,AFG_FARA,PAS,2010,2985.7974359561736
SSP2_BaU_NoCC,AFG_FARA,PAS,2015,2985.9282881202766
SSP2_BaU_NoCC,AFG_FARA,PAS,2020,3162.684319768035
SSP2_BaU_NoCC,AFG_FARA,PAS,2025,3116.0212340413646
SSP2_BaU_NoCC,AFG_FARA,PAS,2030,3255.4270271396385
SSP2_BaU_NoCC,AFG_FARA,PAS,2035,3239.721055824735
SSP2_BaU_NoCC,AFG_FARA,PAS,2040,3222.567831432991
SSP2_BaU_NoCC,AFG_FARA,PAS,2045,3183.826151440494
SSP2_BaU_NoCC,AFG_FARA,PAS,2050,3110.263707133854
SSP2_BaU_NoCC,AFG_FARA,PAS,2060,2897.51502817405
SSP2_BaU_NoCC,AFG_FARA,PAS,2070,2865.7408231456798
SSP2_BaU_NoCC,AFG_FARA,PAS,2080,3183.350107653277
SSP2_BaU_NoCC,AFG_FARA,PAS,2090,3262.3271134889146
SSP2_BaU_NoCC,AFG_FARA,PAS,2100,3219.804933247714
SSP2_BaU_NoCC,AFG_FARA,PDR,2005,8.749568214683949
SSP2_BaU_NoCC,AFG_FARA,PDR,2010,11.864929905676968
SSP2_BaU_NoCC,AFG_FARA,PDR,2015,9.301210821713061
SSP2_BaU_NoCC,AFG_FARA,PDR,2020,8.997387421927431
SSP2_BaU_NoCC,AFG_FARA,PDR,2025,8.919281704044131
SSP2_BaU_NoCC,AFG_FARA,PDR,2030,8.348463829539813
SSP2_BaU_NoCC,AFG_FARA,PDR,2035,9.224920625432377
SSP2_BaU_NoCC,AFG_FARA,PDR,2040,9.919080302265785
SSP2_BaU_NoCC,AFG_FARA,PDR,2045,11.437883272536734
SSP2_BaU_NoCC,AFG_FARA,PDR,2050,13.570508293690452
SSP2_BaU_NoCC,AFG_FARA,PDR,2060,16.59062062524364
SSP2_BaU_NoCC,AFG_FARA,PDR,2070,17.084912719679007
SSP2_BaU_NoCC,AFG_FARA,PDR,2080,12.030717344613008
SSP2_BaU_NoCC,AFG_FARA,PDR,2090,8.518724179134363
SSP2_BaU_NoCC,AFG_FARA,PDR,2100,7.966231123003314
SSP2_BaU_NoCC,AFG_FARA,SL,2005,0.8600221630998203
SSP2_BaU_NoCC,AFG_FARA,SL,2010,1.0242037050504382
SSP2_BaU_NoCC,AFG_FARA,SL,2015,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2020,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2025,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2030,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2035,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2040,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2045,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2050,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2060,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2070,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2080,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2090,1.224435101005935
SSP2_BaU_NoCC,AFG_FARA,SL,2100,1.224435101005935
SSP2_BaU_NoCC,AFG_HELM,wht,2005,508.95834147121616
SSP2_BaU_NoCC,AFG_HELM,wht,2010,533.6260317153298
SSP2_BaU_NoCC,AFG_HELM,wht,2015,479.64198863480715
SSP2_BaU_NoCC,AFG_HELM,wht,2020,468.6406365462729
SSP2_BaU_NoCC,AFG_HELM,wht,2025,500.06341974772135
SSP2_BaU_NoCC,AFG_HELM,wht,2030,514.8333400206551
SSP2_BaU_NoCC,AFG_HELM,wht,2035,592.4914214268704
SSP2_BaU_NoCC,AFG_HELM,wht,2040,675.0084006509854
SSP2_BaU_NoCC,AFG_HELM,wht,2045,813.6417633821043
SSP2_BaU_NoCC,AFG_HELM,wht,2050,1006.899194291808
SSP2_BaU_NoCC,AFG_HELM,wht,2060,1528.362477705218
SSP2_BaU_NoCC,AFG_HELM,wht,2070,1955.1874164677652
SSP2_BaU_NoCC,AFG_HELM,wht,2080,1769.0519189158508
SSP2_BaU_NoCC,AFG_HELM,wht,2090,1528.3250753643526
SSP2_BaU_NoCC,AFG_HELM,wht,2100,1404.9950435258056
SSP2_BaU_NoCC,AFG_HELM,frs,2005,1.0
SSP2_BaU_NoCC,AFG_HELM,frs,2010,1.0
SSP2_BaU_NoCC,AFG_HELM,frs,2015,0.9999999988723592
SSP2_BaU_NoCC,AFG_HELM,frs,2020,0.9436141675859622
SSP2_BaU_NoCC,AFG_HELM,frs,2025,0.9825234052121036
SSP2_BaU_NoCC,AFG_HELM,frs,2030,0.8981911593745728
SSP2_BaU_NoCC,AFG_HELM,frs,2035,0.8981911593745737
SSP2_BaU_NoCC,AFG_HELM,frs,2040,0.8981911593745726
SSP2_BaU_NoCC,AFG_HELM,frs,2045,0.8981911593745728
SSP2_BaU_NoCC,AFG_HELM,frs,2050,0.8981911593745728
SSP2_BaU_NoCC,AFG_HELM,frs,2060,1.109586636488174
SSP2_BaU_NoCC,AFG_HELM,frs,2070,1.2099244913580864
SSP2_BaU_NoCC,AFG_HELM,frs,2080,1.237873893182292
SSP2_BaU_NoCC,AFG_HELM,frs,2090,1.2624234709650197
SSP2_BaU_NoCC,AFG_HELM,frs,2100,1.2815479563614354
SSP2_BaU_NoCC,AFG_HELM,OSD,2005,38.5642964999833
SSP2_BaU_NoCC,AFG_HELM,OSD,2010,31.19738865922678
SSP2_BaU_NoCC,AFG_HELM,OSD,2015,23.376372026597373
SSP2_BaU_NoCC,AFG_HELM,OSD,2020,23.089162064366036
SSP2_BaU_NoCC,AFG_HELM,OSD,2025,23.541479802477188
SSP2_BaU_NoCC,AFG_HELM,OSD,2030,23.153256152173192
SSP2_BaU_NoCC,AFG_HELM,OSD,2035,25.869279860154954
SSP2_BaU_NoCC,AFG_HELM,OSD,2040,28.318397008213076
SSP2_BaU_NoCC,AFG_HELM,OSD,2045,32.64521073665355
SSP2_BaU_NoCC,AFG_HELM,OSD,2050,38.495466137145
SSP2_BaU_NoCC,AFG_HELM,OSD,2060,51.98093653358489
SSP2_BaU_NoCC,AFG_HELM,OSD,2070,57.6766637953226
SSP2_BaU_NoCC,AFG_HELM,OSD,2080,61.087919424034865
SSP2_BaU_NoCC,AFG_HELM,OSD,2090,60.32922218569456
SSP2_BaU_NoCC,AFG_HELM,OSD,2100,58.45446984209109
SSP2_BaU_NoCC,AFG_HELM,BIO,2025,13.118886178929065
SSP2_BaU_NoCC,AFG_HELM,BIO,2030,24.10498302296953
SSP2_BaU_NoCC,AFG_HELM,BIO,2035,46.659099347513006
SSP2_BaU_NoCC,AFG_HELM,BIO,2040,86.35722213115005
SSP2_BaU_NoCC,AFG_HELM,BIO,2045,114.28751357134121
SSP2_BaU_NoCC,AFG_HELM,BIO,2050,153.73645672468234
SSP2_BaU_NoCC,AFG_HELM,BIO,2060,263.82663212059043
SSP2_BaU_NoCC,AFG_HELM,BIO,2070,342.2925973398615
SSP2_BaU_NoCC,AFG_HELM,BIO,2080,400.68041480035487
SSP2_BaU_NoCC,AFG_HELM,BIO,2090,430.3508078453581
SSP2_BaU_NoCC,AFG_HELM,BIO,2100,465.67162944949774
SSP2_BaU_NoCC,AFG_HELM,C_B,2005,1.3292949997946546
SSP2_BaU_NoCC,AFG_HELM,C_B,2010,1.9736184417608595
SSP2_BaU_NoCC,AFG_HELM,C_B,2015,1.7283530150628488
SSP2_BaU_NoCC,AFG_HELM,C_B,2020,1.7275334084705123
SSP2_BaU_NoCC,AFG_HELM,C_B,2025,1.580114332831706
SSP2_BaU_NoCC,AFG_HELM,C_B,2030,1.7478466096759122
SSP2_BaU_NoCC,AFG_HELM,C_B,2035,2.0117354643364527
SSP2_BaU_NoCC,AFG_HELM,C_B,2040,2.2498819256697087
SSP2_BaU_NoCC,AFG_HELM,C_B,2045,2.641093394056473
SSP2_BaU_NoCC,AFG_HELM,C_B,2050,3.17021835760408
SSP2_BaU_NoCC,AFG_HELM,C_B,2060,4.49193000743665
SSP2_BaU_NoCC,AFG_HELM,C_B,2070,5.261338542634952
SSP2_BaU_NoCC,AFG_HELM,C_B,2080,5.8069485086819235
SSP2_BaU_NoCC,AFG_HELM,C_B,2090,5.941047395112168
SSP2_BaU_NoCC,AFG_HELM,C_B,2100,6.035375974499813
SSP2_BaU_NoCC,AFG_HELM,CL,2005,1854.2030180795532
SSP2_BaU_NoCC,AFG_HELM,CL,2010,1855.9219809638653
SSP2_BaU_NoCC,AFG_HELM,CL,2015,1863.360925756994
SSP2_BaU_NoCC,AFG_HELM,CL,2020,1805.2331811668944
SSP2_BaU_NoCC,AFG_HELM,CL,2025,1910.9844043631367
SSP2_BaU_NoCC,AFG_HELM,CL,2030,1852.3346423696116
SSP2_BaU_NoCC,AFG_HELM,CL,2035,2064.9660181020577
SSP2_BaU_NoCC,AFG_HELM,CL,2040,2299.4347307410553
SSP2_BaU_NoCC,AFG_HELM,CL,2045,2685.1839164204966
SSP2_BaU_NoCC,AFG_HELM,CL,2050,3227.65237695088
SSP2_BaU_NoCC,AFG_HELM,CL,2060,4680.834592401703
SSP2_BaU_NoCC,AFG_HELM,CL,2070,5665.310870228972
SSP2_BaU_NoCC,AFG_HELM,CL,2080,5586.594237286615
SSP2_BaU_NoCC,AFG_HELM,CL,2090,5252.17055128842
SSP2_BaU_NoCC,AFG_HELM,CL,2100,5096.657092532575
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2005,981.9633617207056
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2010,957.9696868189327
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2015,979.7417235473943
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2020,933.6142122699152
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2025,978.4291237623014
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2030,876.753237883093
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2035,913.2551396155441
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2040,955.2893066997091
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2045,1059.5415745328319
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2050,1214.476017886335
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2060,1666.4784625076088
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2070,1932.1091063289757
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2080,1934.2970689863516
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2090,1880.6848209386167
SSP2_BaU_NoCC,AFG_HELM,CROP_FLW,2100,1859.596966924062
SSP2_BaU_NoCC,AFG_HELM,GL,2005,23454.481339531256
SSP2_BaU_NoCC,AFG_HELM,GL,2010,12519.62439289999
SSP2_BaU_NoCC,AFG_HELM,GL,2015,12515.282213853394
SSP2_BaU_NoCC,AFG_HELM,GL,2020,11809.59762164565
SSP2_BaU_NoCC,AFG_HELM,GL,2025,12296.557711811809
SSP2_BaU_NoCC,AFG_HELM,GL,2030,11241.115854236892
SSP2_BaU_NoCC,AFG_HELM,GL,2035,11241.115854236892
SSP2_BaU_NoCC,AFG_HELM,GL,2040,11241.11585423689
SSP2_BaU_NoCC,AFG_HELM,GL,2045,11241.115854236892
SSP2_BaU_NoCC,AFG_HELM,GL,2050,11241.11585423689
SSP2_BaU_NoCC,AFG_HELM,GL,2060,13886.789912029168
SSP2_BaU_NoCC,AFG_HELM,GL,2070,15142.54648387482
SSP2_BaU_NoCC,AFG_HELM,GL,2080,15492.341135807585
SSP2_BaU_NoCC,AFG_HELM,GL,2090,15799.586030335837
SSP2_BaU_NoCC,AFG_HELM,GL,2100,16038.934362536591
SSP2_BaU_NoCC,AFG_HELM,GRO,2005,157.3207467611156
SSP2_BaU_NoCC,AFG_HELM,GRO,2010,124.6469087932229
SSP2_BaU_NoCC,AFG_HELM,GRO,2015,130.6236952632679
SSP2_BaU_NoCC,AFG_HELM,GRO,2020,130.3803075009417
SSP2_BaU_NoCC,AFG_HELM,GRO,2025,137.7235776873646
SSP2_BaU_NoCC,AFG_HELM,GRO,2030,139.02969346509568
SSP2_BaU_NoCC,AFG_HELM,GRO,2035,156.626151378911
SSP2_BaU_NoCC,AFG_HELM,GRO,2040,167.45676878438815
SSP2_BaU_NoCC,AFG_HELM,GRO,2045,193.0792141685745
SSP2_BaU_NoCC,AFG_HELM,GRO,2050,230.06458406215705
SSP2_BaU_NoCC,AFG_HELM,GRO,2060,320.776729990926
SSP2_BaU_NoCC,AFG_HELM,GRO,2070,377.82614068030824
SSP2_BaU_NoCC,AFG_HELM,GRO,2080,376.59017159727114
SSP2_BaU_NoCC,AFG_HELM,GRO,2090,350.29755082020085
SSP2_BaU_NoCC,AFG_HELM,GRO,2100,338.0658427015337
SSP2_BaU_NoCC,AFG_HELM,OL,2005,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2010,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2015,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2020,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2025,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2030,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2035,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2040,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2045,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2050,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2060,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2070,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2080,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2090,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OL,2100,9.599038550940952
SSP2_BaU_NoCC,AFG_HELM,OTH_A,2005,113.03219051917033
SSP2_BaU_NoCC,AFG_HELM,OTH_A,2010,134.5900524791426
SSP2_BaU_NoCC,AFG_HELM,OTH_A,2015,191.8702709912821
